# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8986606922361
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] bio_put
     0.00%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] account_system_index_time
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] idr_find
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] policy_nodemask
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] lru_add_drain
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] do_exit
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] release_task
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] ext4_readahead
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] update_cfs_group
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] atime_needs_update
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] memcg_check_events
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] rebalance_domains
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] __softirqentry_text_start
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] account_system_index_time
     0.00%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] policy_nodemask
     0.00%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] load_new_mm_cr3
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] perf_output_begin
     0.00%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] bio_put
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] super_cache_count
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] fput
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] fput
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] mpage_end_io
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] sugov_get_util
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] rw_verify_area
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] native_load_tls
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] enqueue_timer
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_rect_calc_hscale
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_check_only
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_commit
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_helper_check
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_helper_check_plane_state
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_helper_check_planes
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_atomic_helper_dirtyfb
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_fb_helper_damage_work
     0.00%     0.00%  kworker/0:0-eve  [kernel.vmlinux]  [k] drm_simple_kms_plane_atomic_check
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] mempool_free
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] bvec_free
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] alloc_pages
     0.00%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] blk_start_plug
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] lru_add_drain
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] ext4_readahead
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] xas_nomem
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] rb_insert_color
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] native_sched_clock
     0.00%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] kfree
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] super_cache_count
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] __update_load_avg_se
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] __vunmap
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] free_work
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] kthread
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] process_one_work
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] remove_vm_area
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] ret_from_fork
     0.00%     0.00%  kworker/74:3-ev  [kernel.vmlinux]  [k] worker_thread
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] blk_start_plug
     0.00%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] ext4_readahead
     0.00%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] __irqentry_text_end
     0.00%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] set_next_buddy
     0.00%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] mpage_end_io
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] ktime_get
