# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2348785061025
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     1.59%     0.03%  iou-wrk-3082     [kernel.vmlinux]  [k] io_wqe_worker
     1.59%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] ret_from_fork
     1.58%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.04%  iou-wrk-3081     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] ret_from_fork
     1.54%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] io_wqe_worker
     1.54%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] ret_from_fork
     1.53%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_wqe_worker
     1.53%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] ret_from_fork
     1.52%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] io_wqe_worker
     1.52%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] ret_from_fork
     1.49%     0.71%  fio              [kernel.vmlinux]  [k] _raw_spin_lock
     1.47%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wqe_worker
     1.47%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] ret_from_fork
     1.45%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] io_wqe_worker
     1.45%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] ret_from_fork
     1.44%     0.02%  iou-wrk-3090     [kernel.vmlinux]  [k] io_worker_handle_work
     1.43%     0.02%  iou-wrk-3091     [kernel.vmlinux]  [k] io_wqe_worker
     1.43%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] ret_from_fork
     1.43%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] io_wqe_worker
     1.43%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] ret_from_fork
     1.42%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wqe_worker
     1.42%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] ret_from_fork
     1.41%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] io_wqe_worker
     1.41%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] ret_from_fork
     1.34%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] io_wqe_worker
     1.34%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] ret_from_fork
     1.33%     0.02%  iou-wrk-3088     [kernel.vmlinux]  [k] io_wqe_worker
     1.33%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] ret_from_fork
     1.24%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] io_worker_handle_work
     1.24%     0.04%  iou-wrk-3095     [kernel.vmlinux]  [k] io_worker_handle_work
     1.23%     0.02%  iou-wrk-3061     [kernel.vmlinux]  [k] io_wqe_worker
     1.23%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] ret_from_fork
     1.22%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] io_wqe_worker
     1.22%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] ret_from_fork
     1.20%     0.02%  iou-wrk-3078     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] io_worker_handle_work
     1.17%     0.03%  iou-wrk-3080     [kernel.vmlinux]  [k] io_worker_handle_work
     1.17%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] io_worker_handle_work
     1.17%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] io_worker_handle_work
     1.14%     0.03%  iou-wrk-3058     [kernel.vmlinux]  [k] io_worker_handle_work
     1.14%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] io_read
     1.14%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] io_wq_submit_work
     1.13%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_wq_submit_work
     1.13%     0.03%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     1.13%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_read
     1.11%     0.05%  iou-wrk-3062     [kernel.vmlinux]  [k] io_worker_handle_work
     1.10%     0.50%  fio              [kernel.vmlinux]  [k] update_curr
     1.10%     0.03%  iou-wrk-3081     [kernel.vmlinux]  [k] io_worker_handle_work
     1.09%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] filemap_read
     1.08%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] io_read
     1.08%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] io_worker_handle_work
     1.08%     0.02%  iou-wrk-3097     [kernel.vmlinux]  [k] io_worker_handle_work
     1.07%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] io_wqe_worker
     1.07%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] ret_from_fork
     1.07%     0.07%  iou-wrk-3078     [kernel.vmlinux]  [k] filemap_read
     1.06%     0.02%  iou-wrk-3095     [kernel.vmlinux]  [k] io_issue_sqe
     1.06%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] io_wq_submit_work
     1.05%     0.01%  iou-wrk-3095     [kernel.vmlinux]  [k] io_read
     1.04%     0.02%  iou-wrk-3094     [kernel.vmlinux]  [k] io_worker_handle_work
     1.03%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] io_worker_handle_work
     1.03%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] io_worker_handle_work
     1.03%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] io_read
     1.03%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] io_wq_submit_work
     1.03%     0.09%  iou-wrk-3096     [kernel.vmlinux]  [k] filemap_read
     1.02%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] io_worker_handle_work
     1.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] io_worker_handle_work
     1.02%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] io_worker_handle_work
     1.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] io_issue_sqe
     1.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] io_read
     1.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] io_wq_submit_work
     1.01%     0.04%  iou-wrk-3073     [kernel.vmlinux]  [k] io_worker_handle_work
     1.01%     0.01%  iou-wrk-3063     [kernel.vmlinux]  [k] io_wqe_worker
     1.01%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] ret_from_fork
     1.00%     0.03%  iou-wrk-3071     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.04%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.98%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] io_worker_handle_work
     0.97%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] io_read
     0.97%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] io_issue_sqe
     0.97%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] io_worker_handle_work
     0.96%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] io_issue_sqe
     0.96%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] io_wq_submit_work
     0.96%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] io_worker_handle_work
     0.96%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] io_read
     0.96%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] io_issue_sqe
     0.96%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] io_worker_handle_work
     0.96%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] io_read
     0.95%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] io_issue_sqe
     0.95%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] io_read
     0.95%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] io_wq_submit_work
     0.95%     0.13%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     0.94%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] io_worker_handle_work
     0.93%     0.09%  iou-wrk-3089     [kernel.vmlinux]  [k] filemap_read
     0.93%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_wq_submit_work
     0.93%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_issue_sqe
     0.93%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_read
     0.93%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_wq_submit_work
     0.93%     0.01%  iou-wrk-3088     [kernel.vmlinux]  [k] io_worker_handle_work
     0.93%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] io_worker_handle_work
     0.92%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_read
     0.92%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] io_issue_sqe
     0.92%     0.09%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.91%     0.01%  iou-wrk-3097     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.02%  iou-wrk-3094     [kernel.vmlinux]  [k] io_read
     0.91%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.05%  iou-wrk-3080     [kernel.vmlinux]  [k] filemap_read
     0.91%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] io_read
     0.90%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] io_read
     0.90%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] io_issue_sqe
     0.90%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] io_wq_submit_work
     0.90%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] io_wq_submit_work
     0.90%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] io_wqe_worker
     0.90%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] ret_from_fork
     0.90%     0.06%  iou-wrk-3064     [kernel.vmlinux]  [k] io_worker_handle_work
     0.89%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] io_read
     0.89%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] io_read
     0.89%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] io_issue_sqe
     0.89%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] io_issue_sqe
     0.88%     0.05%  iou-wrk-3058     [kernel.vmlinux]  [k] filemap_read
     0.88%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] io_read
     0.88%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] schedule_timeout
     0.88%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     0.88%     0.07%  iou-wrk-3090     [kernel.vmlinux]  [k] filemap_read
     0.88%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] io_issue_sqe
     0.88%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] io_wq_submit_work
     0.88%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] io_read
     0.88%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] io_issue_sqe
     0.88%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] io_wq_submit_work
     0.88%     0.04%  iou-wrk-3086     [kernel.vmlinux]  [k] io_worker_handle_work
     0.88%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.88%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.88%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.88%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.88%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.87%     0.04%  swapper          [kernel.vmlinux]  [k] __schedule
     0.87%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] io_read
     0.87%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] filemap_read
     0.87%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] io_read
     0.87%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] io_issue_sqe
     0.87%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] io_wq_submit_work
     0.87%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] io_issue_sqe
     0.87%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] io_read
     0.87%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] io_wq_submit_work
     0.87%     0.02%  iou-wrk-3097     [kernel.vmlinux]  [k] filemap_read
     0.87%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] filemap_read
     0.87%     0.09%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.86%     0.04%  iou-wrk-3075     [kernel.vmlinux]  [k] io_worker_handle_work
     0.86%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] io_issue_sqe
     0.86%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] io_read
     0.86%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] io_wq_submit_work
     0.85%     0.05%  iou-wrk-3072     [kernel.vmlinux]  [k] filemap_read
     0.85%     0.01%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.85%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.85%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.85%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] schedule_timeout
     0.84%     0.03%  iou-wrk-3093     [kernel.vmlinux]  [k] io_wqe_worker
     0.84%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] ret_from_fork
     0.84%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] io_worker_handle_work
     0.84%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] io_issue_sqe
     0.84%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] io_wq_submit_work
     0.84%     0.04%  iou-wrk-3082     [kernel.vmlinux]  [k] filemap_read
     0.83%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] io_read
     0.83%     0.07%  iou-wrk-3094     [kernel.vmlinux]  [k] filemap_read
     0.83%     0.05%  iou-wrk-3060     [kernel.vmlinux]  [k] filemap_read
     0.83%     0.05%  iou-wrk-3081     [kernel.vmlinux]  [k] filemap_read
     0.82%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] io_wq_submit_work
     0.82%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] filemap_get_pages
     0.82%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] io_issue_sqe
     0.82%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] io_read
     0.82%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] io_issue_sqe
     0.81%     0.04%  iou-wrk-3071     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] schedule
     0.81%     0.03%  iou-wrk-3085     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] io_read
     0.81%     0.40%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.81%     0.05%  iou-wrk-3073     [kernel.vmlinux]  [k] filemap_read
     0.80%     0.34%  iou-wrk-3074     [kernel.vmlinux]  [k] __schedule
     0.80%     0.03%  iou-wrk-3078     [kernel.vmlinux]  [k] filemap_get_pages
     0.80%     0.01%  iou-wrk-3088     [kernel.vmlinux]  [k] io_read
     0.80%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] io_wq_submit_work
     0.80%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] io_read
     0.80%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] io_wq_submit_work
     0.80%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] io_worker_handle_work
     0.80%     0.05%  iou-wrk-3070     [kernel.vmlinux]  [k] filemap_read
     0.79%     0.03%  iou-wrk-3074     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.03%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.78%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] io_worker_handle_work
     0.78%     0.02%  iou-wrk-3092     [kernel.vmlinux]  [k] io_worker_handle_work
     0.78%     0.06%  iou-wrk-3069     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.04%  iou-wrk-3083     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.05%  iou-wrk-3077     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.77%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.76%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] io_wqe_worker
     0.76%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] ret_from_fork
     0.76%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] schedule
     0.75%     0.07%  iou-wrk-3095     [kernel.vmlinux]  [k] filemap_read
     0.75%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] schedule_timeout
     0.75%     0.02%  iou-wrk-3061     [kernel.vmlinux]  [k] io_worker_handle_work
     0.74%     0.07%  iou-wrk-3065     [kernel.vmlinux]  [k] filemap_read
     0.74%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] io_wq_submit_work
     0.74%     0.02%  iou-wrk-3088     [kernel.vmlinux]  [k] filemap_read
     0.73%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] io_read
     0.73%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.04%  iou-wrk-3062     [kernel.vmlinux]  [k] __schedule
     0.73%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_worker_handle_work
     0.73%     0.03%  iou-wrk-3064     [kernel.vmlinux]  [k] io_read
     0.73%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wq_submit_work
     0.72%     0.07%  iou-wrk-3091     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] io_issue_sqe
     0.72%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] io_read
     0.71%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] io_issue_sqe
     0.71%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] io_read
     0.71%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_issue_sqe
     0.71%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_read
     0.71%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_wq_submit_work
     0.70%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] io_read
     0.70%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] schedule_timeout
     0.69%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] schedule
     0.69%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] schedule_timeout
     0.69%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] schedule_timeout
     0.69%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] io_wq_submit_work
     0.69%     0.69%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.68%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] filemap_read
     0.68%     0.38%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.68%     0.28%  iou-wrk-3071     [kernel.vmlinux]  [k] __schedule
     0.68%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] io_read
