# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 41K of event 'cycles'
# Event count (approx.): 8189249817351
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     0.06%     0.00%  iou-wrk-3220     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3220     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.05%  fio              [kernel.vmlinux]            [k] rb_erase
     0.06%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3228     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.06%  iou-wrk-3223     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.02%  iou-wrk-3226     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3225     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.06%  iou-wrk-3236     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.06%  iou-wrk-3222     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.06%  fio              [kernel.vmlinux]            [k] kmalloc_slab
     0.06%     0.02%  iou-wrk-3248     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.00%  fio              [kernel.vmlinux]            [k] copy_process
     0.06%     0.00%  fio              [kernel.vmlinux]            [k] create_io_thread
     0.06%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.05%  iou-wrk-3258     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] __io_free_req
     0.06%     0.05%  iou-wrk-3229     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.02%  iou-wrk-3223     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.06%  iou-wrk-3240     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.01%  iou-wrk-3241     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.00%  fio              [kernel.vmlinux]            [k] scheduler_tick
     0.06%     0.06%  iou-wrk-3248     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.06%  iou-wrk-3234     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.01%  iou-wrk-3222     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3219     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.05%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.01%  iou-wrk-3258     [kernel.vmlinux]            [k] pick_next_task_fair
     0.05%     0.02%  iou-wrk-3256     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] shrink_active_list
     0.05%     0.01%  iou-wrk-3221     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.05%  iou-wrk-3244     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.02%  iou-wrk-3237     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.05%  iou-wrk-3255     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.05%  iou-wrk-3233     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] psi_task_switch
     0.05%     0.05%  iou-wrk-3220     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] __io_free_req
     0.05%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3219     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.05%  iou-wrk-3239     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.03%  iou-wrk-3229     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.02%  iou-wrk-3253     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.05%  iou-wrk-3253     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.02%  iou-wrk-3229     [kernel.vmlinux]            [k] update_curr
     0.05%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.01%  iou-wrk-3229     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.05%  iou-wrk-3227     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.05%  iou-wrk-3224     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.05%  iou-wrk-3243     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.04%  fio              [kernel.vmlinux]            [k] import_single_range
     0.05%     0.03%  iou-wrk-3230     [kernel.vmlinux]            [k] _raw_spin_lock
     0.05%     0.05%  iou-wrk-3225     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.01%  iou-wrk-3235     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.05%  iou-wrk-3247     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.01%  iou-wrk-3223     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.05%  kswapd0          [kernel.vmlinux]            [k] workingset_age_nonresident
     0.05%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3235     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.05%  iou-wrk-3249     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3221     [kernel.vmlinux]            [k] __io_free_req
     0.05%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.01%  iou-wrk-3221     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.02%  iou-wrk-3222     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.05%  iou-wrk-3227     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.05%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.05%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.05%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.05%  iou-wrk-3250     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.05%     0.02%  iou-wrk-3232     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] dequeue_task_fair
     0.05%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.01%  iou-wrk-3227     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3251     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3220     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] update_curr
     0.05%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] pick_next_task_fair
     0.05%     0.02%  iou-wrk-3244     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.05%  iou-wrk-3222     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.02%  iou-wrk-3221     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.02%  iou-wrk-3230     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.02%  iou-wrk-3223     [kernel.vmlinux]            [k] update_curr
     0.05%     0.02%  iou-wrk-3227     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] update_curr
     0.05%     0.05%  iou-wrk-3252     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.05%  iou-wrk-3255     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3226     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.02%  iou-wrk-3227     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3222     [kernel.vmlinux]            [k] __io_free_req
     0.05%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] update_curr
     0.05%     0.02%  iou-wrk-3219     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.02%  iou-wrk-3220     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.02%  iou-wrk-3220     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] __io_free_req
     0.05%     0.01%  iou-wrk-3230     [kernel.vmlinux]            [k] update_curr
     0.05%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] lock_timer_base
     0.05%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3242     [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.02%  iou-wrk-3246     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.01%  iou-wrk-3230     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.02%  iou-wrk-3228     [kernel.vmlinux]            [k] update_load_avg
     0.05%     0.02%  iou-wrk-3222     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.05%  iou-wrk-3246     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.04%  iou-wrk-3240     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.04%  iou-wrk-3252     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.04%  kswapd0          [kernel.vmlinux]            [k] page_mapping
     0.04%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3229     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3220     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] try_to_del_timer_sync
     0.04%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] del_timer_sync
     0.04%     0.02%  iou-wrk-3233     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] lock_timer_base
     0.04%     0.02%  iou-wrk-3233     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.02%  iou-wrk-3223     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.04%  iou-wrk-3229     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] psi_task_switch
     0.04%     0.04%  iou-wrk-3231     [kernel.vmlinux]            [k] psi_group_change
     0.04%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.03%  iou-wrk-3250     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.04%  iou-wrk-3238     [kernel.vmlinux]            [k] psi_group_change
     0.04%     0.01%  iou-wrk-3235     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.02%  iou-wrk-3238     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.01%  iou-wrk-3224     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3224     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] kiocb_done
     0.04%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.02%  iou-wrk-3231     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] shrink_inactive_list
     0.04%     0.04%  iou-wrk-3221     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.01%  kswapd0          [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.04%     0.04%  iou-wrk-3241     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.02%  iou-wrk-3219     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] lru_note_cost
     0.04%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.04%  iou-wrk-3228     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.02%  iou-wrk-3251     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] set_next_entity
     0.04%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3228     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.02%  iou-wrk-3221     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.02%  iou-wrk-3257     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3226     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.02%  iou-wrk-3247     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.02%  iou-wrk-3238     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.01%  iou-wrk-3222     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] set_next_entity
     0.04%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.04%  iou-wrk-3234     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3226     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3223     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] del_timer_sync
     0.04%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3225     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.02%  iou-wrk-3226     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.02%  iou-wrk-3250     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] update_curr
     0.04%     0.02%  fio              [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.04%     0.02%  fio              [kernel.vmlinux]            [k] sugov_update_single_freq
     0.04%     0.01%  iou-wrk-3220     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.01%  fio              [kernel.vmlinux]            [k] set_task_cpu
     0.04%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.02%  iou-wrk-3258     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] io_dismantle_req
     0.04%     0.04%  iou-wrk-3237     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.04%  iou-wrk-3223     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] io_dismantle_req
     0.04%     0.01%  iou-wrk-3221     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] kiocb_done
     0.04%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.01%  iou-wrk-3222     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.04%  iou-wrk-3245     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.04%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3219     [kernel.vmlinux]            [k] io_wq_free_work
     0.04%     0.04%  iou-wrk-3228     [kernel.vmlinux]            [k] psi_group_change
     0.04%     0.04%  iou-wrk-3235     [kernel.vmlinux]            [k] psi_group_change
     0.04%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.02%  swapper          [kernel.vmlinux]            [k] update_load_avg
     0.04%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.01%  iou-wrk-3225     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.04%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] del_timer_sync
     0.04%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] dequeue_entity
     0.04%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] try_to_del_timer_sync
     0.04%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] io_dismantle_req
     0.04%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.01%  iou-wrk-3220     [kernel.vmlinux]            [k] update_curr
     0.04%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] lock_timer_base
     0.04%     0.04%  iou-wrk-3230     [kernel.vmlinux]            [k] psi_group_change
     0.04%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.04%     0.02%  iou-wrk-3250     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3229     [kernel.vmlinux]            [k] mark_page_accessed
     0.04%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3224     [kernel.vmlinux]            [k] update_curr
     0.04%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.01%  iou-wrk-3220     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.04%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] __io_free_req
     0.04%     0.02%  iou-wrk-3255     [kernel.vmlinux]            [k] dequeue_entity
