# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7834943067802
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.02%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3094     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3101     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3098     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3099     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.02%  iou-wrk-3090     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3095     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.01%  iou-wrk-3089     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-3098     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3096     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3088     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3092     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3098     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3101     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3089     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3095     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3093     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3091     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] rcu_qs
     0.02%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.02%  iou-wrk-3096     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.01%  iou-wrk-3101     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3098     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3101     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3098     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __vmalloc_node_range
     0.02%     0.01%  iou-wrk-3092     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3082     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  fio              [kernel.vmlinux]  [k] clockevents_program_event
     0.02%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] get_next_timer_interrupt
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_enter
     0.02%     0.00%  iou-wrk-3090     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3098     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.01%  kswapd0          [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] xas_store
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3090     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-3089     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  iou-wrk-3100     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-3092     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3092     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] psi_memstall_enter
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3093     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.02%  iou-wrk-3094     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.01%  iou-wrk-3091     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3098     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3090     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3101     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3096     [kernel.vmlinux]  [k] kfree
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] psi_memstall_leave
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] flush_smp_call_function_queue
     0.02%     0.02%  iou-wrk-3065     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] psi_memstall_enter
     0.02%     0.02%  iou-wrk-3098     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  iou-wrk-3099     [kernel.vmlinux]  [k] enqueue_timer
     0.02%     0.00%  iou-wrk-3093     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-3090     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-3099     [kernel.vmlinux]  [k] psi_memstall_enter
     0.02%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3097     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-3094     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3088     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.00%  iou-wrk-3095     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.02%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  iou-wrk-3097     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3096     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.02%  iou-wrk-3099     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3088     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3091     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3091     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3097     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] io_assign_current_work
