# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 2697294022688
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     0.07%     0.07%  iou-wrk-3269     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.00%  iou-wrk-3269     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3269     [nd_pmem]                   [k] pmem_submit_bio
     0.07%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.07%     0.07%  iou-wrk-3272     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3272     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3272     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.00%  iou-wrk-3272     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3272     [nd_pmem]                   [k] pmem_submit_bio
     0.07%     0.07%  iou-wrk-3247     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3247     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] shrink_active_list
     0.07%     0.02%  iou-wrk-3268     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.03%  iou-wrk-3239     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] shrink_active_list
     0.07%     0.07%  iou-wrk-3239     [kernel.vmlinux]            [k] psi_group_change
     0.07%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.07%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] dequeue_task_fair
     0.07%     0.04%  iou-wrk-3268     [kernel.vmlinux]            [k] update_load_avg
     0.07%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] mark_page_accessed
     0.07%     0.02%  iou-wrk-3272     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.07%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] mark_page_accessed
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] submit_bio
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.06%  iou-wrk-3243     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3243     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] submit_bio
     0.07%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.07%     0.01%  iou-wrk-3252     [nd_pmem]                   [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] submit_bio
     0.07%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.07%     0.07%  iou-wrk-3267     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3267     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] submit_bio
     0.07%     0.07%  iou-wrk-3256     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3256     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3256     [nd_pmem]                   [k] pmem_submit_bio
     0.07%     0.06%  fio              [kernel.vmlinux]            [k] place_entity
     0.07%     0.07%  iou-wrk-3270     [kernel.vmlinux]            [k] psi_group_change
     0.07%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] shrink_inactive_list
     0.07%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] shrink_inactive_list
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] shrink_inactive_list
     0.07%     0.01%  iou-wrk-3268     [kernel.vmlinux]            [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] dequeue_task_fair
     0.07%     0.00%  fio              [kernel.vmlinux]            [k] copy_process
     0.07%     0.00%  fio              [kernel.vmlinux]            [k] create_io_thread
     0.07%     0.02%  swapper          [kernel.vmlinux]            [k] set_next_entity
     0.07%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.07%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] mark_page_accessed
     0.07%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.07%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.07%     0.01%  iou-wrk-3230     [kernel.vmlinux]            [k] mark_page_accessed
     0.07%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.07%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] mark_page_accessed
     0.07%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] shrink_inactive_list
     0.07%     0.07%  iou-wrk-3269     [kernel.vmlinux]            [k] psi_group_change
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.07%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] dequeue_entity
     0.07%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] update_load_avg
     0.07%     0.07%  iou-wrk-3242     [kernel.vmlinux]            [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] __submit_bio
     0.07%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] submit_bio
     0.07%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] submit_bio_noacct
     0.07%     0.00%  iou-wrk-3242     [nd_pmem]                   [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3242     [nd_pmem]                   [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.07%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.07%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.06%  iou-wrk-3236     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3258     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3258     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3258     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.01%  iou-wrk-3259     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.05%  iou-wrk-3250     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.06%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] read_pages
     0.06%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] submit_bio
     0.06%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3230     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.05%  iou-wrk-3270     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.04%  iou-wrk-3232     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.06%  iou-wrk-3246     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3246     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.01%  iou-wrk-3269     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.00%  iou-wrk-3263     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] submit_bio
     0.06%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3240     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3240     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3240     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.06%  iou-wrk-3255     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.06%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] read_pages
     0.06%     0.01%  iou-wrk-3252     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.06%  iou-wrk-3267     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.06%  fio              [kernel.vmlinux]            [k] import_single_range
     0.06%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.02%  iou-wrk-3230     [kernel.vmlinux]            [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3238     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.06%  iou-wrk-3243     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.06%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] workingset_activation
     0.06%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3237     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] submit_bio
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3264     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3265     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.06%  iou-wrk-3265     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] read_pages
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] submit_bio
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3265     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3265     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3253     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.06%  iou-wrk-3249     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3265     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3230     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.02%  kswapd0          [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.06%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.06%     0.02%  iou-wrk-3260     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.04%  iou-wrk-3264     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.03%  iou-wrk-3262     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.06%  iou-wrk-3250     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.02%  iou-wrk-3263     [kernel.vmlinux]            [k] update_curr
     0.06%     0.06%  iou-wrk-3271     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3271     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3271     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3271     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3271     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-3271     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.05%  iou-wrk-3255     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.05%  iou-wrk-3258     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3236     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.03%  iou-wrk-3273     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3263     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.06%  iou-wrk-3230     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3230     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.06%  iou-wrk-3253     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.03%  iou-wrk-3232     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.02%  iou-wrk-3258     [kernel.vmlinux]            [k] kiocb_done
     0.06%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] kiocb_done
     0.06%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.06%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.05%  iou-wrk-3247     [kernel.vmlinux]            [k] xas_load
     0.06%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3256     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.06%     0.06%  iou-wrk-3243     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.03%  iou-wrk-3233     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.02%  iou-wrk-3252     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.06%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] update_load_avg
     0.06%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] dequeue_entity
     0.06%     0.03%  iou-wrk-3246     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-3259     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] mark_page_accessed
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.03%  iou-wrk-3270     [kernel.vmlinux]            [k] update_load_avg
     0.06%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.03%  iou-wrk-3272     [kernel.vmlinux]            [k] update_load_avg
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.06%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.06%     0.01%  iou-wrk-3238     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.02%  iou-wrk-3230     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3269     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.04%  iou-wrk-3273     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.06%  iou-wrk-3263     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3263     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.06%  fio              [kernel.vmlinux]            [k] ttwu_queue_wakelist
     0.06%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] __submit_bio
     0.06%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] submit_bio_noacct
     0.06%     0.03%  fio              [kernel.vmlinux]            [k] set_task_cpu
     0.06%     0.00%  iou-wrk-3268     [nd_pmem]                   [k] pmem_submit_bio
     0.06%     0.06%  iou-wrk-3237     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3237     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] kiocb_done
     0.06%     0.05%  iou-wrk-3231     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.04%  iou-wrk-3260     [kernel.vmlinux]            [k] _raw_spin_lock
     0.06%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] read_pages
     0.06%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3250     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.06%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3252     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] kiocb_done
     0.06%     0.06%  iou-wrk-3254     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.01%  iou-wrk-3272     [kernel.vmlinux]            [k] dequeue_entity
     0.06%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] kiocb_done
     0.06%     0.06%  iou-wrk-3273     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3273     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.03%  iou-wrk-3234     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.06%     0.06%  iou-wrk-3266     [kernel.vmlinux]            [k] psi_group_change
     0.06%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.06%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] read_pages
     0.06%     0.03%  fio              [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.06%     0.06%  iou-wrk-3264     [kernel.vmlinux]            [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3264     [nd_pmem]                   [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] shrink_inactive_list
     0.06%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] psi_task_switch
     0.06%     0.01%  fio              [kernel.vmlinux]            [k] __vmalloc_node_range
     0.05%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] psi_task_switch
     0.05%     0.02%  iou-wrk-3254     [kernel.vmlinux]            [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3272     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.05%  swapper          [kernel.vmlinux]            [k] psi_group_change
     0.05%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] shrink_inactive_list
     0.05%     0.00%  iou-wrk-3273     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] mark_page_accessed
     0.05%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
