# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2293805531353
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.11%     0.03%  iou-wrk-2963     [kernel.vmlinux]  [k] pick_next_task_fair
     0.11%     0.03%  iou-wrk-2966     [kernel.vmlinux]  [k] _raw_spin_lock
     0.11%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] pick_next_task_fair
     0.11%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] psi_task_switch
     0.11%     0.11%  iou-wrk-2970     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.11%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] psi_task_switch
     0.11%     0.07%  fio              [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.11%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.10%  iou-wrk-2946     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.10%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.01%  iou-wrk-2960     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] read_pages
     0.10%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-2976     [kernel.vmlinux]  [k] psi_group_change
     0.10%     0.10%  iou-wrk-2978     [kernel.vmlinux]  [k] xas_load
     0.10%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.10%     0.06%  iou-wrk-2957     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.10%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.09%  iou-wrk-2976     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] pmem_do_read
     0.10%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.10%  iou-wrk-2965     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] pmem_do_read
     0.10%     0.09%  iou-wrk-2946     [kernel.vmlinux]  [k] xas_load
     0.10%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.10%  iou-wrk-2958     [kernel.vmlinux]  [k] xas_load
     0.10%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-2963     [kernel.vmlinux]  [k] xas_load
     0.10%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.10%     0.00%  fio              [kernel.vmlinux]  [k] scheduler_tick
     0.10%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.01%  iou-wrk-2976     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] read_pages
     0.10%     0.10%  iou-wrk-2945     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.10%  fio              [kernel.vmlinux]  [k] slab_post_alloc_hook
     0.09%     0.09%  iou-wrk-2955     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] _raw_spin_lock
     0.09%     0.09%  iou-wrk-2971     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.09%  iou-wrk-2945     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.01%  iou-wrk-2961     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] read_pages
     0.09%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.03%  iou-wrk-2983     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.03%  iou-wrk-2960     [kernel.vmlinux]  [k] dequeue_entity
     0.09%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] submit_bio
     0.09%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] dequeue_entity
     0.09%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.09%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] read_pages
     0.09%     0.01%  iou-wrk-2966     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.09%  iou-wrk-2957     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.09%  iou-wrk-2972     [kernel.vmlinux]  [k] xas_load
     0.09%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  iou-wrk-2980     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] dequeue_entity
     0.09%     0.01%  iou-wrk-2945     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.03%  iou-wrk-2976     [kernel.vmlinux]  [k] update_load_avg
     0.09%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.02%  fio              [kernel.vmlinux]  [k] set_task_cpu
     0.09%     0.09%  iou-wrk-2951     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.09%  iou-wrk-2976     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.09%  iou-wrk-2960     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.09%  iou-wrk-2977     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.08%  iou-wrk-2961     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-2945     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.05%  iou-wrk-2980     [kernel.vmlinux]  [k] update_load_avg
     0.08%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.08%     0.08%  iou-wrk-2959     [kernel.vmlinux]  [k] xas_load
     0.08%     0.08%  iou-wrk-2981     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.08%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] read_pages
     0.08%     0.08%  iou-wrk-2959     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.08%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] read_pages
     0.08%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.08%  iou-wrk-2962     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] __submit_bio
     0.08%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] submit_bio_noacct
     0.08%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] read_pages
     0.08%     0.08%  iou-wrk-2960     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.08%  iou-wrk-2966     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.08%     0.02%  iou-wrk-2973     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.08%  iou-wrk-2967     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.05%  fio              [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.08%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.08%     0.01%  iou-wrk-2966     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.07%  swapper          [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.08%     0.06%  fio              [kernel.vmlinux]  [k] ttwu_queue_wakelist
     0.08%     0.08%  iou-wrk-2966     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.08%  iou-wrk-2972     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.08%  iou-wrk-2979     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] __submit_bio
     0.08%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] submit_bio
     0.08%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] submit_bio_noacct
     0.08%     0.03%  iou-wrk-2950     [kernel.vmlinux]  [k] _raw_spin_lock
     0.08%     0.03%  iou-wrk-2952     [kernel.vmlinux]  [k] _raw_spin_lock
     0.08%     0.03%  iou-wrk-2948     [kernel.vmlinux]  [k] update_curr
     0.08%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] __submit_bio
     0.08%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] submit_bio
     0.08%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] submit_bio_noacct
     0.08%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.08%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] read_pages
     0.08%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.08%  iou-wrk-2982     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] __submit_bio
     0.08%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.07%  iou-wrk-2980     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.07%  iou-wrk-2968     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.03%  iou-wrk-2964     [kernel.vmlinux]  [k] update_curr
     0.07%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2973     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.07%  iou-wrk-2950     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] read_pages
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.07%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] read_pages
     0.07%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.07%     0.07%  iou-wrk-2959     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-2968     [kernel.vmlinux]  [k] xas_load
     0.07%     0.04%  iou-wrk-2965     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.02%  iou-wrk-2951     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.00%  iou-wrk-2972     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.02%  iou-wrk-2951     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.02%  iou-wrk-2961     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.06%  fio              [kernel.vmlinux]  [k] place_entity
     0.07%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.07%     0.07%  fio              [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.07%     0.01%  iou-wrk-2974     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2977     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.06%  fio              [kernel.vmlinux]  [k] rb_insert_color
     0.07%     0.07%  iou-wrk-2964     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.03%  fio              [kernel.vmlinux]  [k] migrate_task_rq_fair
     0.07%     0.01%  swapper          [kernel.vmlinux]  [k] finish_task_switch
     0.07%     0.07%  iou-wrk-2965     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.07%  iou-wrk-2962     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.01%  swapper          [kernel.vmlinux]  [k] tick_nohz_get_sleep_length
     0.07%     0.03%  swapper          [kernel.vmlinux]  [k] set_next_entity
     0.07%     0.06%  iou-wrk-2982     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.04%  iou-wrk-2959     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2969     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.02%  iou-wrk-2959     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.03%  iou-wrk-2960     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.07%  iou-wrk-2974     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.00%  iou-wrk-2950     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] io_req_complete_post
     0.07%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] kiocb_done
     0.07%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.01%  iou-wrk-2944     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.03%  iou-wrk-2946     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2965     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] lock_timer_base
     0.07%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.03%  iou-wrk-2967     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2946     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.03%  iou-wrk-2968     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2978     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2948     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.07%  iou-wrk-2970     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.07%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] read_pages
     0.07%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.03%  iou-wrk-2947     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.01%  iou-wrk-2944     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  iou-wrk-2944     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-2974     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.06%  fio              [kernel.vmlinux]  [k] kmalloc_slab
     0.06%     0.03%  iou-wrk-2972     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-2944     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-2946     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.00%  iou-wrk-2946     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] del_timer_sync
     0.06%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] read_pages
     0.06%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-2963     [kernel.vmlinux]  [k] psi_group_change
