# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2302828998275
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     1.49%     0.00%  iou-wrk-2889     [kernel.vmlinux]  [k] ret_from_fork
     1.48%     1.48%  swapper          [kernel.vmlinux]  [k] intel_idle
     1.45%     1.45%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     1.39%     0.01%  iou-wrk-2897     [kernel.vmlinux]  [k] io_wqe_worker
     1.39%     0.00%  iou-wrk-2897     [kernel.vmlinux]  [k] ret_from_fork
     1.38%     0.04%  iou-wrk-2908     [kernel.vmlinux]  [k] io_worker_handle_work
     1.35%     0.02%  iou-wrk-2902     [kernel.vmlinux]  [k] io_wqe_worker
     1.35%     0.00%  iou-wrk-2902     [kernel.vmlinux]  [k] ret_from_fork
     1.34%     0.01%  iou-wrk-2891     [kernel.vmlinux]  [k] io_wqe_worker
     1.34%     0.00%  iou-wrk-2891     [kernel.vmlinux]  [k] ret_from_fork
     1.34%     0.04%  iou-wrk-2915     [kernel.vmlinux]  [k] io_worker_handle_work
     1.33%     0.02%  iou-wrk-2894     [kernel.vmlinux]  [k] io_wqe_worker
     1.33%     0.00%  iou-wrk-2894     [kernel.vmlinux]  [k] ret_from_fork
     1.30%     1.28%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     1.28%     0.01%  iou-wrk-2905     [kernel.vmlinux]  [k] io_worker_handle_work
     1.28%     0.02%  iou-wrk-2917     [kernel.vmlinux]  [k] io_worker_handle_work
     1.28%     0.02%  iou-wrk-2885     [kernel.vmlinux]  [k] io_worker_handle_work
     1.25%     0.02%  iou-wrk-2916     [kernel.vmlinux]  [k] io_worker_handle_work
     1.22%     0.03%  iou-wrk-2913     [kernel.vmlinux]  [k] io_worker_handle_work
     1.22%     0.01%  iou-wrk-2919     [kernel.vmlinux]  [k] io_wqe_worker
     1.22%     0.00%  iou-wrk-2919     [kernel.vmlinux]  [k] ret_from_fork
     1.21%     0.01%  iou-wrk-2890     [kernel.vmlinux]  [k] io_worker_handle_work
     1.21%     0.03%  iou-wrk-2920     [kernel.vmlinux]  [k] io_worker_handle_work
     1.20%     0.01%  iou-wrk-2915     [kernel.vmlinux]  [k] io_issue_sqe
     1.20%     0.00%  iou-wrk-2915     [kernel.vmlinux]  [k] io_wq_submit_work
     1.19%     0.26%  iou-wrk-2915     [kernel.vmlinux]  [k] io_read
     1.18%     0.04%  iou-wrk-2896     [kernel.vmlinux]  [k] io_worker_handle_work
     1.18%     0.01%  iou-wrk-2884     [kernel.vmlinux]  [k] io_wqe_worker
     1.18%     0.00%  iou-wrk-2884     [kernel.vmlinux]  [k] ret_from_fork
     1.16%     0.01%  iou-wrk-2917     [kernel.vmlinux]  [k] io_wq_submit_work
     1.16%     0.01%  iou-wrk-2885     [kernel.vmlinux]  [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-2885     [kernel.vmlinux]  [k] io_wq_submit_work
     1.16%     0.01%  iou-wrk-2917     [kernel.vmlinux]  [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-2885     [kernel.vmlinux]  [k] io_read
     1.15%     0.02%  iou-wrk-2903     [kernel.vmlinux]  [k] io_worker_handle_work
     1.15%     0.01%  iou-wrk-2905     [kernel.vmlinux]  [k] io_read
     1.15%     0.00%  iou-wrk-2905     [kernel.vmlinux]  [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-2905     [kernel.vmlinux]  [k] io_wq_submit_work
     1.15%     0.02%  iou-wrk-2917     [kernel.vmlinux]  [k] io_read
     1.13%     0.02%  iou-wrk-2912     [kernel.vmlinux]  [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-2923     [kernel.vmlinux]  [k] io_wqe_worker
     1.12%     0.00%  iou-wrk-2923     [kernel.vmlinux]  [k] ret_from_fork
     1.12%     0.05%  swapper          [kernel.vmlinux]  [k] __schedule
     1.12%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     1.12%     0.01%  iou-wrk-2890     [kernel.vmlinux]  [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-2890     [kernel.vmlinux]  [k] io_read
     1.11%     0.00%  iou-wrk-2890     [kernel.vmlinux]  [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-2900     [kernel.vmlinux]  [k] io_wqe_worker
     1.11%     0.00%  iou-wrk-2900     [kernel.vmlinux]  [k] ret_from_fork
     1.10%     0.01%  iou-wrk-2918     [kernel.vmlinux]  [k] io_worker_handle_work
     1.10%     0.01%  iou-wrk-2908     [kernel.vmlinux]  [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-2908     [kernel.vmlinux]  [k] io_wq_submit_work
     1.09%     0.00%  iou-wrk-2908     [kernel.vmlinux]  [k] io_read
     1.08%     0.01%  iou-wrk-2907     [kernel.vmlinux]  [k] io_worker_handle_work
     1.08%     0.00%  iou-wrk-2922     [kernel.vmlinux]  [k] io_wqe_worker
     1.08%     0.00%  iou-wrk-2922     [kernel.vmlinux]  [k] ret_from_fork
     1.07%     0.06%  iou-wrk-2917     [kernel.vmlinux]  [k] filemap_read
     1.07%     0.02%  iou-wrk-2920     [kernel.vmlinux]  [k] io_read
     1.07%     0.00%  iou-wrk-2920     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-2920     [kernel.vmlinux]  [k] io_wq_submit_work
     1.06%     0.00%  iou-wrk-2888     [kernel.vmlinux]  [k] io_worker_handle_work
     1.06%     0.00%  iou-wrk-2893     [kernel.vmlinux]  [k] io_worker_handle_work
     1.06%     0.51%  fio              [kernel.vmlinux]  [k] update_curr
     1.04%     0.01%  iou-wrk-2916     [kernel.vmlinux]  [k] io_wq_submit_work
     1.04%     0.02%  iou-wrk-2920     [kernel.vmlinux]  [k] filemap_read
     1.04%     0.01%  iou-wrk-2903     [kernel.vmlinux]  [k] io_wq_submit_work
     1.04%     0.02%  iou-wrk-2898     [kernel.vmlinux]  [k] io_worker_handle_work
     1.04%     0.02%  iou-wrk-2885     [kernel.vmlinux]  [k] filemap_read
     1.04%     0.02%  iou-wrk-2921     [kernel.vmlinux]  [k] io_wqe_worker
     1.04%     0.00%  iou-wrk-2921     [kernel.vmlinux]  [k] ret_from_fork
     1.04%     0.03%  iou-wrk-2916     [kernel.vmlinux]  [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-2903     [kernel.vmlinux]  [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-2903     [kernel.vmlinux]  [k] io_read
     1.03%     0.00%  iou-wrk-2913     [kernel.vmlinux]  [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-2913     [kernel.vmlinux]  [k] io_read
     1.03%     0.00%  iou-wrk-2913     [kernel.vmlinux]  [k] io_wq_submit_work
     1.03%     0.08%  iou-wrk-2908     [kernel.vmlinux]  [k] filemap_read
     1.02%     0.48%  fio              [kernel.vmlinux]  [k] put_prev_entity
     1.01%     0.00%  iou-wrk-2886     [kernel.vmlinux]  [k] io_worker_handle_work
     1.01%     0.01%  iou-wrk-2911     [kernel.vmlinux]  [k] io_worker_handle_work
     1.01%     0.02%  iou-wrk-2916     [kernel.vmlinux]  [k] io_read
     1.00%     0.08%  iou-wrk-2890     [kernel.vmlinux]  [k] filemap_read
     1.00%     0.03%  iou-wrk-2889     [kernel.vmlinux]  [k] io_worker_handle_work
     1.00%     0.02%  iou-wrk-2904     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.03%  iou-wrk-2918     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-2918     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.01%  iou-wrk-2912     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-2912     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.00%  iou-wrk-2896     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-2896     [kernel.vmlinux]  [k] io_read
     0.98%     0.00%  iou-wrk-2896     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.02%  iou-wrk-2887     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.00%  iou-wrk-2893     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-2893     [kernel.vmlinux]  [k] io_read
     0.98%     0.00%  iou-wrk-2893     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.01%  iou-wrk-2899     [kernel.vmlinux]  [k] io_wqe_worker
     0.98%     0.00%  iou-wrk-2899     [kernel.vmlinux]  [k] ret_from_fork
     0.98%     0.02%  iou-wrk-2912     [kernel.vmlinux]  [k] io_read
     0.97%     0.01%  iou-wrk-2907     [kernel.vmlinux]  [k] io_wq_submit_work
     0.96%     0.00%  iou-wrk-2907     [kernel.vmlinux]  [k] io_issue_sqe
     0.96%     0.00%  iou-wrk-2907     [kernel.vmlinux]  [k] io_read
     0.96%     0.06%  iou-wrk-2903     [kernel.vmlinux]  [k] filemap_read
     0.96%     0.00%  iou-wrk-2918     [kernel.vmlinux]  [k] io_read
     0.95%     0.03%  iou-wrk-2916     [kernel.vmlinux]  [k] filemap_read
     0.95%     0.01%  iou-wrk-2888     [kernel.vmlinux]  [k] schedule_timeout
     0.95%     0.50%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.94%     0.03%  iou-wrk-2914     [kernel.vmlinux]  [k] io_worker_handle_work
     0.94%     0.04%  iou-wrk-2893     [kernel.vmlinux]  [k] filemap_read
     0.94%     0.01%  iou-wrk-2909     [kernel.vmlinux]  [k] io_worker_handle_work
     0.94%     0.09%  iou-wrk-2907     [kernel.vmlinux]  [k] filemap_read
     0.93%     0.03%  iou-wrk-2906     [kernel.vmlinux]  [k] io_worker_handle_work
     0.93%     0.05%  iou-wrk-2910     [kernel.vmlinux]  [k] io_worker_handle_work
     0.92%     0.00%  iou-wrk-2918     [kernel.vmlinux]  [k] filemap_read
     0.91%     0.01%  iou-wrk-2889     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.05%  iou-wrk-2896     [kernel.vmlinux]  [k] filemap_read
     0.91%     0.00%  iou-wrk-2888     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-2888     [kernel.vmlinux]  [k] io_read
     0.91%     0.00%  iou-wrk-2888     [kernel.vmlinux]  [k] io_wq_submit_work
     0.90%     0.00%  iou-wrk-2889     [kernel.vmlinux]  [k] io_issue_sqe
     0.90%     0.00%  iou-wrk-2889     [kernel.vmlinux]  [k] io_read
     0.90%     0.01%  iou-wrk-2911     [kernel.vmlinux]  [k] io_wq_submit_work
     0.89%     0.06%  iou-wrk-2912     [kernel.vmlinux]  [k] filemap_read
     0.89%     0.02%  iou-wrk-2895     [kernel.vmlinux]  [k] io_worker_handle_work
     0.89%     0.00%  iou-wrk-2911     [kernel.vmlinux]  [k] io_issue_sqe
     0.89%     0.00%  iou-wrk-2911     [kernel.vmlinux]  [k] io_read
     0.87%     0.55%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.87%     0.02%  iou-wrk-2891     [kernel.vmlinux]  [k] io_worker_handle_work
     0.86%     0.03%  iou-wrk-2889     [kernel.vmlinux]  [k] filemap_read
     0.86%     0.01%  iou-wrk-2898     [kernel.vmlinux]  [k] io_issue_sqe
     0.86%     0.00%  iou-wrk-2898     [kernel.vmlinux]  [k] io_wq_submit_work
     0.86%     0.00%  iou-wrk-2919     [kernel.vmlinux]  [k] io_worker_handle_work
     0.86%     0.08%  iou-wrk-2915     [kernel.vmlinux]  [k] filemap_read
     0.85%     0.02%  iou-wrk-2898     [kernel.vmlinux]  [k] io_read
     0.85%     0.00%  iou-wrk-2892     [kernel.vmlinux]  [k] io_worker_handle_work
     0.83%     0.00%  iou-wrk-2909     [kernel.vmlinux]  [k] io_issue_sqe
     0.83%     0.00%  iou-wrk-2909     [kernel.vmlinux]  [k] io_read
     0.83%     0.00%  iou-wrk-2909     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.07%  iou-wrk-2888     [kernel.vmlinux]  [k] filemap_read
     0.82%     0.03%  iou-wrk-2897     [kernel.vmlinux]  [k] io_worker_handle_work
     0.82%     0.05%  iou-wrk-2911     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.00%  iou-wrk-2888     [kernel.vmlinux]  [k] schedule
     0.81%     0.01%  iou-wrk-2885     [kernel.vmlinux]  [k] filemap_get_pages
     0.81%     0.02%  iou-wrk-2905     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.01%  iou-wrk-2904     [kernel.vmlinux]  [k] io_read
     0.81%     0.00%  iou-wrk-2904     [kernel.vmlinux]  [k] io_issue_sqe
     0.81%     0.00%  iou-wrk-2904     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.01%  iou-wrk-2901     [kernel.vmlinux]  [k] io_worker_handle_work
     0.80%     0.02%  iou-wrk-2887     [kernel.vmlinux]  [k] io_read
     0.80%     0.00%  iou-wrk-2887     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-2887     [kernel.vmlinux]  [k] io_wq_submit_work
     0.80%     0.06%  iou-wrk-2888     [kernel.vmlinux]  [k] __schedule
     0.79%     0.01%  iou-wrk-2901     [kernel.vmlinux]  [k] schedule_timeout
     0.79%     0.02%  iou-wrk-2895     [kernel.vmlinux]  [k] io_issue_sqe
     0.79%     0.00%  iou-wrk-2895     [kernel.vmlinux]  [k] io_wq_submit_work
     0.79%     0.01%  iou-wrk-2892     [kernel.vmlinux]  [k] io_read
     0.79%     0.00%  iou-wrk-2892     [kernel.vmlinux]  [k] io_issue_sqe
     0.79%     0.00%  iou-wrk-2892     [kernel.vmlinux]  [k] io_wq_submit_work
     0.79%     0.03%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.78%     0.02%  iou-wrk-2892     [kernel.vmlinux]  [k] schedule_timeout
     0.77%     0.00%  iou-wrk-2910     [kernel.vmlinux]  [k] io_issue_sqe
     0.77%     0.00%  iou-wrk-2910     [kernel.vmlinux]  [k] io_read
     0.77%     0.00%  iou-wrk-2910     [kernel.vmlinux]  [k] io_wq_submit_work
     0.77%     0.01%  iou-wrk-2909     [kernel.vmlinux]  [k] schedule_timeout
     0.77%     0.01%  iou-wrk-2895     [kernel.vmlinux]  [k] io_read
     0.77%     0.05%  iou-wrk-2898     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.77%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.77%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.77%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.77%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.76%     0.01%  iou-wrk-2919     [kernel.vmlinux]  [k] io_issue_sqe
     0.76%     0.00%  iou-wrk-2919     [kernel.vmlinux]  [k] io_wq_submit_work
     0.76%     0.09%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     0.75%     0.01%  iou-wrk-2891     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.00%  iou-wrk-2919     [kernel.vmlinux]  [k] io_read
     0.75%     0.07%  iou-wrk-2909     [kernel.vmlinux]  [k] filemap_read
     0.75%     0.04%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.75%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.75%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.75%     0.00%  iou-wrk-2922     [kernel.vmlinux]  [k] io_worker_handle_work
     0.75%     0.01%  iou-wrk-2891     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-2906     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-2906     [kernel.vmlinux]  [k] io_read
     0.75%     0.00%  iou-wrk-2906     [kernel.vmlinux]  [k] io_wq_submit_work
     0.74%     0.02%  iou-wrk-2904     [kernel.vmlinux]  [k] filemap_read
     0.74%     0.02%  iou-wrk-2891     [kernel.vmlinux]  [k] io_read
     0.73%     0.07%  iou-wrk-2895     [kernel.vmlinux]  [k] filemap_read
     0.73%     0.01%  iou-wrk-2914     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-2914     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.02%  iou-wrk-2906     [kernel.vmlinux]  [k] filemap_read
     0.73%     0.06%  iou-wrk-2913     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.04%  iou-wrk-2892     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.02%  iou-wrk-2914     [kernel.vmlinux]  [k] io_read
     0.72%     0.03%  iou-wrk-2887     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.01%  iou-wrk-2886     [kernel.vmlinux]  [k] io_issue_sqe
     0.72%     0.00%  iou-wrk-2886     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.02%  iou-wrk-2901     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.00%  iou-wrk-2886     [kernel.vmlinux]  [k] io_read
     0.70%     0.00%  iou-wrk-2901     [kernel.vmlinux]  [k] io_issue_sqe
     0.70%     0.00%  iou-wrk-2901     [kernel.vmlinux]  [k] io_read
     0.70%     0.06%  iou-wrk-2910     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.03%  iou-wrk-2900     [kernel.vmlinux]  [k] io_worker_handle_work
     0.69%     0.10%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.69%     0.03%  iou-wrk-2923     [kernel.vmlinux]  [k] io_worker_handle_work
     0.69%     0.01%  iou-wrk-2908     [kernel.vmlinux]  [k] schedule_timeout
     0.68%     0.00%  iou-wrk-2902     [kernel.vmlinux]  [k] io_worker_handle_work
     0.68%     0.02%  iou-wrk-2922     [kernel.vmlinux]  [k] io_read
     0.68%     0.00%  iou-wrk-2922     [kernel.vmlinux]  [k] io_issue_sqe
     0.68%     0.00%  iou-wrk-2922     [kernel.vmlinux]  [k] io_wq_submit_work
     0.68%     0.01%  iou-wrk-2892     [kernel.vmlinux]  [k] schedule
     0.68%     0.00%  iou-wrk-2898     [kernel.vmlinux]  [k] schedule_timeout
     0.68%     0.01%  iou-wrk-2890     [kernel.vmlinux]  [k] filemap_get_pages
     0.68%     0.02%  iou-wrk-2913     [kernel.vmlinux]  [k] schedule_timeout
     0.67%     0.05%  iou-wrk-2914     [kernel.vmlinux]  [k] filemap_read
     0.67%     0.01%  iou-wrk-2884     [kernel.vmlinux]  [k] io_worker_handle_work
     0.67%     0.00%  iou-wrk-2894     [kernel.vmlinux]  [k] io_worker_handle_work
     0.67%     0.04%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.67%     0.00%  iou-wrk-2916     [kernel.vmlinux]  [k] filemap_get_pages
     0.66%     0.66%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.66%     0.07%  iou-wrk-2886     [kernel.vmlinux]  [k] filemap_read
     0.65%     0.30%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.65%     0.00%  iou-wrk-2885     [kernel.vmlinux]  [k] schedule_timeout
     0.65%     0.04%  iou-wrk-2901     [kernel.vmlinux]  [k] filemap_read
     0.65%     0.00%  iou-wrk-2905     [kernel.vmlinux]  [k] filemap_get_pages
     0.65%     0.03%  iou-wrk-2891     [kernel.vmlinux]  [k] filemap_read
     0.64%     0.01%  iou-wrk-2897     [kernel.vmlinux]  [k] io_issue_sqe
     0.64%     0.00%  iou-wrk-2897     [kernel.vmlinux]  [k] io_wq_submit_work
     0.64%     0.63%  swapper          [kernel.vmlinux]  [k] poll_idle
     0.64%     0.01%  iou-wrk-2895     [kernel.vmlinux]  [k] schedule_timeout
