# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 853K of event 'cycles'
# Event count (approx.): 81032972670636
#
# Children      Self  Command          Shared Object       Symbol                                    
# ........  ........  ...............  ..................  ..........................................
#
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] sugov_iowait_boost
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] __vunmap
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] free_work
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] remove_vm_area
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] queue_core_balance
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] io_queue_worker_create
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] get_pfnblock_flags_mask
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] release_task
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  kworker/48:1-ev  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/48:1-ev  [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] getname_flags
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/72:2-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  kworker/26:1-ev  [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/26:1-ev  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/26:1-ev  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] update_fast_timekeeper
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] timekeeping_update
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  kworker/34:1-ev  [kernel.vmlinux]    [k] psi_group_change
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] do_exit
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] queued_write_lock_slowpath
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] release_task
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] release_task
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] blocking_notifier_call_chain
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] irq_work_run_list
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] select_task_rq_fair
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] tick_do_update_jiffies64
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] acct_account_cputime
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __perf_event__output_id_sample
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] perf_event_comm
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] perf_event_comm_output
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] native_sched_clock
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] psi_memstall_leave
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] psi_task_change
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] asm_sysvec_call_function_single
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] update_dl_rq_load_avg
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] kfree_rcu_shrink_count
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] psi_group_change
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] get_swappiness
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] place_entity
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] insert_work
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] __sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] ttwu_do_activate
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] dequeue_entity
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] dequeue_task_fair
     0.00%     0.00%  kworker/2:2-eve  [kernel.vmlinux]    [k] update_curr
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irq_work_run_list
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  kworker/54:2-mm  [kernel.vmlinux]    [k] collect_percpu_times
     0.00%     0.00%  kworker/54:2-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  kworker/54:2-mm  [kernel.vmlinux]    [k] psi_avgs_work
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bus_for_each_dev
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] free_pid
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] radix_tree_delete_item
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] mutex_unlock
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] vmpressure_work_fn
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] attach_entity_cfs_rq
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] attach_task_cfs_rq
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] sched_move_task
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  kworker/44:4-ev  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/44:4-ev  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] kprobe_flush_task
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] place_entity
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] sched_ttwu_pending
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] io_worker_handle_work
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] perf_iterate_sb
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] perf_event_comm
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] complete
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] available_idle_cpu
