# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 41K of event 'cycles'
# Event count (approx.): 8152358521559
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     1.60%     0.01%  iou-wrk-3109     [kernel.vmlinux]            [k] io_wqe_worker
     1.60%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] ret_from_fork
     1.58%     0.01%  iou-wrk-3122     [kernel.vmlinux]            [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] ret_from_fork
     1.58%     0.01%  iou-wrk-3112     [kernel.vmlinux]            [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] ret_from_fork
     1.57%     0.01%  iou-wrk-3104     [kernel.vmlinux]            [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] ret_from_fork
     1.57%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] ret_from_fork
     1.53%     0.01%  iou-wrk-3105     [kernel.vmlinux]            [k] io_wqe_worker
     1.53%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] ret_from_fork
     1.51%     0.02%  iou-wrk-3095     [kernel.vmlinux]            [k] io_worker_handle_work
     1.50%     0.01%  iou-wrk-3120     [kernel.vmlinux]            [k] io_wqe_worker
     1.50%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] ret_from_fork
     1.47%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_wqe_worker
     1.47%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] ret_from_fork
     1.47%     0.01%  iou-wrk-3096     [kernel.vmlinux]            [k] io_wqe_worker
     1.47%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] ret_from_fork
     1.44%     0.03%  iou-wrk-3116     [kernel.vmlinux]            [k] io_worker_handle_work
     1.43%     0.03%  iou-wrk-3121     [kernel.vmlinux]            [k] io_worker_handle_work
     1.42%     0.01%  iou-wrk-3100     [kernel.vmlinux]            [k] io_worker_handle_work
     1.42%     0.01%  iou-wrk-3107     [kernel.vmlinux]            [k] io_worker_handle_work
     1.40%     0.02%  iou-wrk-3106     [kernel.vmlinux]            [k] io_worker_handle_work
     1.37%     0.01%  iou-wrk-3095     [kernel.vmlinux]            [k] io_issue_sqe
     1.37%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_wq_submit_work
     1.36%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_read
     1.35%     0.03%  iou-wrk-3130     [kernel.vmlinux]            [k] io_worker_handle_work
     1.34%     0.02%  iou-wrk-3124     [kernel.vmlinux]            [k] io_worker_handle_work
     1.34%     0.03%  iou-wrk-3101     [kernel.vmlinux]            [k] io_worker_handle_work
     1.33%     0.02%  iou-wrk-3125     [kernel.vmlinux]            [k] io_worker_handle_work
     1.33%     0.01%  iou-wrk-3115     [kernel.vmlinux]            [k] io_worker_handle_work
     1.32%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter_state
     1.32%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter
     1.32%     0.02%  iou-wrk-3108     [kernel.vmlinux]            [k] io_worker_handle_work
     1.31%     0.01%  iou-wrk-3116     [kernel.vmlinux]            [k] io_issue_sqe
     1.31%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] io_wq_submit_work
     1.31%     0.01%  iou-wrk-3107     [kernel.vmlinux]            [k] io_read
     1.31%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_issue_sqe
     1.31%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_wq_submit_work
     1.30%     0.03%  iou-wrk-3131     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] io_wq_submit_work
     1.30%     0.01%  iou-wrk-3116     [kernel.vmlinux]            [k] io_read
     1.30%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] io_issue_sqe
     1.30%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_wq_submit_work
     1.30%     0.01%  iou-wrk-3114     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] io_read
     1.29%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_read
     1.28%     0.01%  iou-wrk-3117     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.01%  iou-wrk-3121     [kernel.vmlinux]            [k] io_issue_sqe
     1.28%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.01%  iou-wrk-3121     [kernel.vmlinux]            [k] io_read
     1.28%     0.62%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     1.28%     0.04%  iou-wrk-3095     [kernel.vmlinux]            [k] filemap_read
     1.27%     0.01%  iou-wrk-3126     [kernel.vmlinux]            [k] io_worker_handle_work
     1.27%     0.03%  iou-wrk-3102     [kernel.vmlinux]            [k] io_worker_handle_work
     1.26%     0.07%  iou-wrk-3107     [kernel.vmlinux]            [k] filemap_read
     1.25%     0.01%  iou-wrk-3130     [kernel.vmlinux]            [k] io_issue_sqe
     1.25%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.02%  iou-wrk-3128     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.08%  kswapd0          [kernel.vmlinux]            [k] shrink_page_list
     1.24%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] io_issue_sqe
     1.24%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.02%  iou-wrk-3099     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_read
     1.24%     0.05%  iou-wrk-3106     [kernel.vmlinux]            [k] filemap_read
     1.24%     0.01%  iou-wrk-3101     [kernel.vmlinux]            [k] io_read
     1.24%     0.01%  iou-wrk-3115     [kernel.vmlinux]            [k] io_read
     1.24%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] io_issue_sqe
     1.24%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.04%  iou-wrk-3100     [kernel.vmlinux]            [k] filemap_read
     1.23%     0.05%  iou-wrk-3116     [kernel.vmlinux]            [k] filemap_read
     1.23%     0.02%  iou-wrk-3127     [kernel.vmlinux]            [k] io_worker_handle_work
     1.22%     0.02%  iou-wrk-3111     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.02%  iou-wrk-3113     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_issue_sqe
     1.21%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_wq_submit_work
     1.21%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_read
     1.21%     0.02%  iou-wrk-3133     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.03%  iou-wrk-3121     [kernel.vmlinux]            [k] filemap_read
     1.21%     0.01%  iou-wrk-3103     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.02%  iou-wrk-3119     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.10%  iou-wrk-3131     [kernel.vmlinux]            [k] io_issue_sqe
     1.20%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] io_wq_submit_work
     1.20%     0.04%  iou-wrk-3130     [kernel.vmlinux]            [k] filemap_read
     1.19%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_read
     1.19%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.01%  iou-wrk-3117     [kernel.vmlinux]            [k] io_read
     1.19%     0.04%  iou-wrk-3101     [kernel.vmlinux]            [k] filemap_read
     1.19%     0.04%  iou-wrk-3115     [kernel.vmlinux]            [k] filemap_read
     1.19%     0.02%  iou-wrk-3118     [kernel.vmlinux]            [k] io_worker_handle_work
     1.18%     0.02%  iou-wrk-3122     [kernel.vmlinux]            [k] io_worker_handle_work
     1.17%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] io_issue_sqe
     1.17%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] io_wq_submit_work
     1.17%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] io_read
     1.16%     0.01%  iou-wrk-3108     [kernel.vmlinux]            [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.01%  iou-wrk-3110     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.01%  iou-wrk-3120     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_read
     1.15%     0.02%  iou-wrk-3098     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.03%  iou-wrk-3104     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.04%  iou-wrk-3124     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.01%  iou-wrk-3112     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.01%  iou-wrk-3128     [kernel.vmlinux]            [k] io_read
     1.14%     0.04%  iou-wrk-3114     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.01%  iou-wrk-3102     [kernel.vmlinux]            [k] io_read
     1.13%     0.04%  iou-wrk-3126     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.01%  iou-wrk-3125     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.02%  iou-wrk-3109     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.02%  iou-wrk-3094     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3125     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.01%  iou-wrk-3111     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3127     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.02%  iou-wrk-3097     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3111     [kernel.vmlinux]            [k] io_read
     1.11%     1.10%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.11%     0.01%  iou-wrk-3123     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3133     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3118     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_worker_handle_work
     1.10%     0.01%  iou-wrk-3103     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3131     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.05%  iou-wrk-3108     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] io_read
     1.09%     0.01%  iou-wrk-3119     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_read
     1.08%     0.04%  iou-wrk-3102     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.04%  iou-wrk-3099     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.03%  iou-wrk-3128     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.01%  iou-wrk-3098     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3112     [kernel.vmlinux]            [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] io_wq_submit_work
     1.07%     0.01%  iou-wrk-3105     [kernel.vmlinux]            [k] io_worker_handle_work
     1.07%     0.03%  iou-wrk-3103     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_issue_sqe
     1.07%     0.01%  iou-wrk-3096     [kernel.vmlinux]            [k] io_worker_handle_work
     1.07%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_read
     1.07%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] io_read
     1.06%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.02%  iou-wrk-3125     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.04%  iou-wrk-3113     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.01%  iou-wrk-3120     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_read
     1.06%     0.01%  iou-wrk-3104     [kernel.vmlinux]            [k] io_read
     1.05%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_wq_submit_work
     1.05%     0.03%  iou-wrk-3111     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.03%  iou-wrk-3117     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.04%  iou-wrk-3127     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_issue_sqe
     1.05%     0.02%  iou-wrk-3118     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] io_read
     1.05%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_read
     1.04%     0.04%  iou-wrk-3132     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.02%  iou-wrk-3133     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.06%  iou-wrk-3131     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.04%  iou-wrk-3119     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_wq_submit_work
     1.03%     0.03%  iou-wrk-3122     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_read
     1.02%     0.04%  iou-wrk-3110     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.04%  iou-wrk-3104     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_issue_sqe
     1.02%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] io_issue_sqe
     1.02%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_read
     1.02%     0.04%  iou-wrk-3112     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.01%  iou-wrk-3109     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] io_read
     1.01%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.03%  iou-wrk-3098     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] io_read
     1.01%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_read
     1.00%     0.01%  iou-wrk-3109     [kernel.vmlinux]            [k] io_read
     1.00%     0.02%  iou-wrk-3120     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.04%  iou-wrk-3097     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.01%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.98%     0.05%  iou-wrk-3094     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.04%  iou-wrk-3105     [kernel.vmlinux]            [k] filemap_read
