# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 9102693993722
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.02%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3149     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3132     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.01%  iou-wrk-3134     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3164     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3140     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-3166     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3127     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-3144     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3140     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.01%  iou-wrk-3135     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.02%  iou-wrk-3161     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3135     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-3137     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.01%  iou-wrk-3157     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3147     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3137     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3153     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] xa_load
     0.02%     0.02%  iou-wrk-3146     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3127     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3150     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3135     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3140     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3147     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3127     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3163     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3135     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.02%  iou-wrk-3146     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-3162     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.02%  iou-wrk-3158     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3151     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.02%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.01%  iou-wrk-3150     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.01%  iou-wrk-3161     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  fio              [kernel.vmlinux]  [k] __entry_text_start
     0.02%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3154     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  iou-wrk-3158     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3131     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-3159     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3139     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-3143     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] blk_throtl_bio
     0.02%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3158     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3127     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.02%  iou-wrk-3135     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-3137     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.02%  iou-wrk-3165     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.02%  iou-wrk-3153     [kernel.vmlinux]  [k] xas_create
     0.02%     0.02%  iou-wrk-3132     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.01%  iou-wrk-3132     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3132     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.02%  iou-wrk-3165     [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.02%  iou-wrk-3136     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.02%  iou-wrk-3152     [kernel.vmlinux]  [k] xas_clear_mark
     0.02%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.02%  iou-wrk-3156     [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.01%  iou-wrk-3157     [kernel.vmlinux]  [k] lru_gen_del_page
     0.02%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  kcompactd0       [kernel.vmlinux]  [k] copy_page
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] migrate_page_copy
     0.02%     0.01%  iou-wrk-3153     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-3150     [kernel.vmlinux]  [k] xas_init_marks
     0.02%     0.01%  iou-wrk-3166     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.02%  iou-wrk-3134     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-3140     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3136     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3166     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3145     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3155     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.01%  iou-wrk-3165     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-3158     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.01%  iou-wrk-3144     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.01%  iou-wrk-3127     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-3127     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3128     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  iou-wrk-3151     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.02%     0.02%  iou-wrk-3137     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-3152     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3148     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3147     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3144     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3151     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.02%  iou-wrk-3132     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.02%  iou-wrk-3142     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.02%  iou-wrk-3134     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-3131     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3156     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.02%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.02%  iou-wrk-3145     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3147     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3156     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-3137     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3159     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3158     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3128     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.01%  iou-wrk-3144     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-3130     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.02%  iou-wrk-3141     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.02%  iou-wrk-3162     [kernel.vmlinux]  [k] kfree
     0.02%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.01%  iou-wrk-3159     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-3162     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3143     [kernel.vmlinux]  [k] xas_find_conflict
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.01%  iou-wrk-3143     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3139     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-3166     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.01%  iou-wrk-3153     [kernel.vmlinux]  [k] lru_gen_add_page
     0.02%     0.02%  iou-wrk-3135     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3132     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.02%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3152     [kernel.vmlinux]  [k] kfree
     0.02%     0.02%  iou-wrk-3147     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3147     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3129     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-3141     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3130     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3150     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] tick_sched_timer
     0.02%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.02%  iou-wrk-3131     [kernel.vmlinux]  [k] cpuacct_charge
     0.02%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.01%  iou-wrk-3140     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] put_prev_entity
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.02%  iou-wrk-3155     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.02%  iou-wrk-3153     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-3144     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3138     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] xa_get_order
     0.02%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3137     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] ext4_map_blocks
     0.02%     0.01%  iou-wrk-3154     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.02%     0.02%  iou-wrk-3145     [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3152     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] xa_load
     0.02%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.01%  iou-wrk-3151     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] charge_memcg
     0.02%     0.02%  iou-wrk-3146     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] internal_add_timer
     0.02%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.02%     0.02%  iou-wrk-3161     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.02%  iou-wrk-3150     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3129     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3163     [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3134     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] io_req_complete_post
