# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 2819917169225
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     0.14%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.13%  iou-wrk-3031     [kernel.vmlinux]            [k] xas_load
     0.13%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] shrink_active_list
     0.13%     0.01%  iou-wrk-3029     [kernel.vmlinux]            [k] shrink_active_list
     0.13%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.13%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] shrink_lruvec
     0.13%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] shrink_node
     0.13%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] read_pages
     0.13%     0.08%  iou-wrk-3030     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.13%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.13%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] shrink_lruvec
     0.13%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] shrink_node
     0.13%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.03%  iou-wrk-2998     [kernel.vmlinux]            [k] dequeue_task_fair
     0.13%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] lru_note_cost
     0.13%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] read_pages
     0.13%     0.12%  iou-wrk-3029     [kernel.vmlinux]            [k] xas_load
     0.13%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.13%  iou-wrk-3004     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.13%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] copyout
     0.13%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] submit_bio
     0.13%     0.01%  iou-wrk-3010     [kernel.vmlinux]            [k] lru_note_cost
     0.13%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.13%  iou-wrk-3014     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] copy_page_to_iter
     0.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] copyout
     0.13%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __alloc_pages
     0.13%     0.13%  fio              [kernel.vmlinux]            [k] memcpy_erms
     0.13%     0.12%  iou-wrk-3009     [kernel.vmlinux]            [k] xas_load
     0.13%     0.02%  swapper          [kernel.vmlinux]            [k] load_balance
     0.13%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] psi_task_switch
     0.13%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] read_pages
     0.13%     0.05%  iou-wrk-3017     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.13%     0.05%  iou-wrk-3007     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.00%  swapper          [kernel.vmlinux]            [k] newidle_balance
     0.12%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] shrink_active_list
     0.12%     0.07%  kswapd0          [kernel.vmlinux]            [k] move_pages_to_lru
     0.12%     0.00%  fio              [kernel.vmlinux]            [k] schedule
     0.12%     0.02%  iou-wrk-3015     [kernel.vmlinux]            [k] dequeue_task_fair
     0.12%     0.04%  iou-wrk-3014     [kernel.vmlinux]            [k] pick_next_task_fair
     0.12%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] read_pages
     0.12%     0.00%  iou-wrk-3012     [nd_pmem]                   [k] pmem_submit_bio
     0.12%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.12%  iou-wrk-3026     [kernel.vmlinux]            [k] xas_load
     0.12%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] lru_note_cost
     0.12%     0.01%  iou-wrk-2997     [kernel.vmlinux]            [k] dequeue_task_fair
     0.12%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] lru_note_cost
     0.12%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] workingset_refault
     0.12%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] shrink_active_list
     0.12%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] read_pages
     0.12%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] lru_note_cost
     0.12%     0.11%  fio              [kernel.vmlinux]            [k] psi_flags_change
     0.12%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] shrink_active_list
     0.12%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] shrink_active_list
     0.12%     0.09%  fio              [kernel.vmlinux]            [k] finish_task_switch
     0.12%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] shrink_active_list
     0.12%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __alloc_pages
     0.12%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.12%     0.07%  iou-wrk-2997     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.08%  iou-wrk-3021     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.01%  iou-wrk-3001     [kernel.vmlinux]            [k] workingset_refault
     0.12%     0.06%  iou-wrk-2996     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] lru_note_cost
     0.12%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __submit_bio
     0.12%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] submit_bio
     0.12%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] submit_bio_noacct
     0.12%     0.00%  iou-wrk-3010     [nd_pmem]                   [k] pmem_submit_bio
     0.12%     0.10%  iou-wrk-3006     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.01%  iou-wrk-3003     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.12%  kswapd0          [kernel.vmlinux]            [k] __list_del_entry_valid
     0.12%     0.12%  iou-wrk-3008     [kernel.vmlinux]            [k] xas_load
     0.12%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] read_pages
     0.12%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] submit_bio
     0.12%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] read_pages
     0.12%     0.09%  iou-wrk-3022     [kernel.vmlinux]            [k] _raw_spin_lock
     0.12%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.12%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] read_pages
     0.12%     0.01%  iou-wrk-3023     [kernel.vmlinux]            [k] __alloc_pages
     0.11%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] read_pages
     0.11%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] read_pages
     0.11%     0.01%  iou-wrk-3026     [kernel.vmlinux]            [k] dequeue_task_fair
     0.11%     0.01%  iou-wrk-3034     [kernel.vmlinux]            [k] lru_note_cost
     0.11%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] __submit_bio
     0.11%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] submit_bio_noacct
     0.11%     0.00%  iou-wrk-3004     [nd_pmem]                   [k] pmem_submit_bio
     0.11%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.11%  fio              [kernel.vmlinux]            [k] set_next_buddy
     0.11%     0.11%  iou-wrk-3020     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.11%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] copy_page_to_iter
     0.11%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] copyout
     0.11%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] read_pages
     0.11%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.11%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] lru_note_cost
     0.11%     0.05%  iou-wrk-3004     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.11%     0.06%  iou-wrk-3016     [kernel.vmlinux]            [k] _raw_spin_lock
     0.11%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.11%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] shrink_lruvec
     0.11%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] shrink_node
     0.11%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] try_to_free_pages
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __alloc_pages
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] shrink_lruvec
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] shrink_node
     0.11%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] try_to_free_pages
     0.11%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] lru_note_cost
     0.11%     0.10%  iou-wrk-3030     [kernel.vmlinux]            [k] xas_load
     0.11%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] workingset_activation
     0.11%     0.10%  iou-wrk-3010     [kernel.vmlinux]            [k] copy_mc_fragile
     0.11%     0.00%  iou-wrk-3010     [nd_pmem]                   [k] pmem_do_read
     0.11%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.07%  iou-wrk-3019     [kernel.vmlinux]            [k] _raw_spin_lock
     0.11%     0.01%  iou-wrk-3028     [kernel.vmlinux]            [k] lru_note_cost
     0.11%     0.09%  iou-wrk-3017     [kernel.vmlinux]            [k] xas_load
     0.11%     0.11%  iou-wrk-3033     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.11%     0.01%  iou-wrk-3021     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] read_pages
     0.11%     0.11%  iou-wrk-2999     [kernel.vmlinux]            [k] xas_load
     0.11%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] submit_bio_noacct
     0.11%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.01%  iou-wrk-3007     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] read_pages
     0.11%     0.10%  iou-wrk-3028     [kernel.vmlinux]            [k] xas_load
     0.11%     0.04%  iou-wrk-3023     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.11%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] read_pages
     0.11%     0.11%  iou-wrk-3005     [kernel.vmlinux]            [k] xas_load
     0.11%     0.02%  iou-wrk-3006     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.11%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.11%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.11%     0.03%  iou-wrk-3024     [kernel.vmlinux]            [k] psi_task_switch
     0.11%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __submit_bio
     0.11%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] submit_bio_noacct
     0.11%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] lru_note_cost
     0.11%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] submit_bio
     0.11%     0.01%  iou-wrk-2999     [kernel.vmlinux]            [k] submit_bio_noacct
     0.11%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.11%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] read_pages
     0.11%     0.11%  iou-wrk-3004     [kernel.vmlinux]            [k] copy_mc_fragile
     0.11%     0.00%  iou-wrk-3004     [nd_pmem]                   [k] pmem_do_read
     0.11%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.02%  iou-wrk-3032     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.11%  iou-wrk-3026     [kernel.vmlinux]            [k] psi_group_change
     0.11%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] shrink_active_list
     0.11%     0.02%  iou-wrk-3019     [kernel.vmlinux]            [k] psi_task_switch
     0.10%     0.05%  iou-wrk-3029     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.00%  swapper          [kernel.vmlinux]            [k] psi_task_switch
     0.10%     0.08%  iou-wrk-3033     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] __alloc_pages
     0.10%     0.01%  iou-wrk-3001     [kernel.vmlinux]            [k] dequeue_task_fair
     0.10%     0.07%  iou-wrk-3032     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] read_pages
     0.10%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __submit_bio
     0.10%     0.10%  iou-wrk-3012     [kernel.vmlinux]            [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-3012     [nd_pmem]                   [k] pmem_do_read
     0.10%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.10%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] read_pages
     0.10%     0.10%  iou-wrk-2997     [kernel.vmlinux]            [k] xas_load
     0.10%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] __submit_bio
     0.10%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] read_pages
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] __submit_bio
     0.10%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] submit_bio
     0.10%     0.04%  iou-wrk-3008     [kernel.vmlinux]            [k] mark_page_accessed
     0.10%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.10%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] shrink_lruvec
     0.10%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] shrink_node
     0.10%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] try_to_free_pages
     0.10%     0.09%  fio              [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.10%     0.10%  iou-wrk-3011     [kernel.vmlinux]            [k] xas_load
     0.10%     0.02%  iou-wrk-3019     [kernel.vmlinux]            [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-3006     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.03%  iou-wrk-3016     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.10%     0.05%  iou-wrk-3033     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.10%     0.01%  iou-wrk-3007     [kernel.vmlinux]            [k] workingset_refault
     0.10%     0.04%  iou-wrk-3009     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.03%  iou-wrk-2997     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.10%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] shrink_active_list
     0.10%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] lru_note_cost
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] shrink_node
     0.10%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] try_to_free_pages
     0.10%     0.06%  iou-wrk-3012     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] shrink_active_list
     0.10%     0.01%  iou-wrk-3010     [kernel.vmlinux]            [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] read_pages
     0.10%     0.06%  iou-wrk-3004     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] submit_bio
     0.10%     0.00%  iou-wrk-3009     [nd_pmem]                   [k] pmem_submit_bio
     0.10%     0.09%  iou-wrk-3026     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.07%  iou-wrk-3008     [kernel.vmlinux]            [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] __submit_bio
     0.10%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] submit_bio
     0.10%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-3013     [nd_pmem]                   [k] pmem_submit_bio
     0.10%     0.10%  iou-wrk-3018     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.10%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] copy_page_to_iter
     0.10%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] copyout
     0.09%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.07%  iou-wrk-3035     [kernel.vmlinux]            [k] _raw_spin_lock
     0.09%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.03%  iou-wrk-3016     [kernel.vmlinux]            [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] shrink_node
     0.09%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-3030     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.09%  iou-wrk-3004     [kernel.vmlinux]            [k] xas_load
     0.09%     0.02%  iou-wrk-2997     [kernel.vmlinux]            [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-2999     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.01%  iou-wrk-3008     [kernel.vmlinux]            [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] dequeue_task_fair
     0.09%     0.09%  iou-wrk-3007     [kernel.vmlinux]            [k] xas_load
     0.09%     0.01%  iou-wrk-3003     [kernel.vmlinux]            [k] lru_note_cost
     0.09%     0.00%  iou-wrk-3023     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.09%  iou-wrk-3024     [kernel.vmlinux]            [k] xas_load
     0.09%     0.09%  iou-wrk-3021     [kernel.vmlinux]            [k] xas_load
     0.09%     0.09%  fio              [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] shrink_active_list
     0.09%     0.05%  kswapd0          [kernel.vmlinux]            [k] workingset_eviction
     0.09%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] lru_note_cost
     0.09%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] shrink_active_list
     0.09%     0.01%  iou-wrk-3031     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.09%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] shrink_active_list
     0.09%     0.05%  iou-wrk-3002     [kernel.vmlinux]            [k] _raw_spin_lock
     0.09%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] shrink_lruvec
     0.09%     0.01%  iou-wrk-3027     [kernel.vmlinux]            [k] psi_task_switch
     0.09%     0.01%  iou-wrk-3027     [kernel.vmlinux]            [k] shrink_active_list
     0.09%     0.09%  iou-wrk-3005     [kernel.vmlinux]            [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-3005     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3005     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] psi_task_switch
     0.09%     0.08%  iou-wrk-3034     [kernel.vmlinux]            [k] xas_load
     0.09%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.09%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.09%     0.04%  iou-wrk-3021     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.09%     0.02%  iou-wrk-3031     [kernel.vmlinux]            [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-3013     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.09%  iou-wrk-3003     [kernel.vmlinux]            [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-3003     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3003     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.09%  iou-wrk-3017     [kernel.vmlinux]            [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __submit_bio
     0.09%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-3017     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3017     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.09%  swapper          [kernel.vmlinux]            [k] psi_group_change
     0.09%     0.08%  iou-wrk-3027     [kernel.vmlinux]            [k] xas_load
     0.09%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] lru_note_cost
     0.09%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3030     [kernel.vmlinux]            [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3030     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.03%  iou-wrk-3023     [kernel.vmlinux]            [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.09%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] read_pages
     0.09%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] read_pages
     0.09%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.09%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] read_pages
     0.09%     0.01%  iou-wrk-3029     [kernel.vmlinux]            [k] lru_note_cost
     0.09%     0.00%  iou-wrk-3033     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.02%  iou-wrk-3025     [kernel.vmlinux]            [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-2999     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] submit_bio
     0.09%     0.01%  iou-wrk-2996     [nd_pmem]                   [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-2996     [nd_pmem]                   [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] lru_note_cost
     0.09%     0.01%  iou-wrk-3030     [kernel.vmlinux]            [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] __submit_bio
