# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 2819917169225
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     1.35%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] io_issue_sqe
     1.35%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] io_wq_submit_work
     1.34%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] io_read
     1.33%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_worker_handle_work
     1.32%     0.02%  iou-wrk-3013     [kernel.vmlinux]            [k] io_worker_handle_work
     1.31%     0.01%  iou-wrk-3035     [kernel.vmlinux]            [k] io_wqe_worker
     1.31%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] ret_from_fork
     1.30%     0.01%  iou-wrk-3010     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.01%  iou-wrk-3003     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.02%  iou-wrk-3006     [kernel.vmlinux]            [k] io_worker_handle_work
     1.29%     0.01%  iou-wrk-3014     [kernel.vmlinux]            [k] io_read
     1.29%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_wq_submit_work
     1.29%     0.03%  iou-wrk-3001     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.07%  iou-wrk-2998     [kernel.vmlinux]            [k] filemap_read
     1.28%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] io_issue_sqe
     1.28%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] io_read
     1.28%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] io_worker_handle_work
     1.26%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] io_issue_sqe
     1.26%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] io_read
     1.26%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] io_wq_submit_work
     1.25%     0.01%  iou-wrk-3018     [kernel.vmlinux]            [k] io_wqe_worker
     1.25%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] ret_from_fork
     1.25%     0.01%  iou-wrk-3010     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.01%  iou-wrk-3002     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.03%  iou-wrk-3014     [kernel.vmlinux]            [k] filemap_read
     1.24%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] io_issue_sqe
     1.24%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] io_read
     1.24%     0.00%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     1.23%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.01%  iou-wrk-3020     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.03%  iou-wrk-3029     [kernel.vmlinux]            [k] filemap_read
     1.23%     0.03%  iou-wrk-2999     [kernel.vmlinux]            [k] filemap_read
     1.23%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] io_read
     1.23%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] io_issue_sqe
     1.23%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] io_wq_submit_work
     1.22%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] io_worker_handle_work
     1.22%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] filemap_read
     1.22%     0.03%  iou-wrk-3009     [kernel.vmlinux]            [k] io_worker_handle_work
     1.22%     0.01%  iou-wrk-3001     [kernel.vmlinux]            [k] io_issue_sqe
     1.22%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] io_wq_submit_work
     1.21%     0.02%  iou-wrk-3023     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.01%  iou-wrk-3013     [kernel.vmlinux]            [k] io_read
     1.21%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_issue_sqe
     1.21%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_wq_submit_work
     1.21%     0.02%  iou-wrk-3001     [kernel.vmlinux]            [k] io_read
     1.20%     0.02%  iou-wrk-3019     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] io_issue_sqe
     1.20%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] io_wq_submit_work
     1.20%     0.02%  iou-wrk-3032     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3003     [kernel.vmlinux]            [k] io_read
     1.19%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.03%  iou-wrk-2996     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] io_read
     1.19%     0.01%  iou-wrk-3033     [kernel.vmlinux]            [k] filemap_read
     1.18%     0.02%  iou-wrk-3027     [kernel.vmlinux]            [k] io_worker_handle_work
     1.17%     0.01%  iou-wrk-3006     [kernel.vmlinux]            [k] io_issue_sqe
     1.17%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.03%  iou-wrk-2997     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.01%  iou-wrk-3006     [kernel.vmlinux]            [k] io_read
     1.15%     0.03%  iou-wrk-3013     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.06%  iou-wrk-3017     [kernel.vmlinux]            [k] filemap_read
     1.14%     1.13%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.14%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.03%  iou-wrk-3001     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.01%  iou-wrk-3012     [kernel.vmlinux]            [k] filemap_get_pages
     1.13%     0.03%  iou-wrk-3028     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.03%  iou-wrk-3008     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.01%  iou-wrk-3030     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3021     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.04%  iou-wrk-3020     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.04%  iou-wrk-3006     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.01%  iou-wrk-3030     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-3007     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.01%  iou-wrk-3032     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_read
     1.10%     0.02%  iou-wrk-3015     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3032     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.03%  iou-wrk-3003     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_worker_handle_work
     1.09%     0.03%  iou-wrk-3023     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] io_read
     1.09%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_worker_handle_work
     1.08%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] io_read
     1.08%     0.03%  iou-wrk-3002     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] io_read
     1.08%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] io_issue_sqe
     1.08%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] io_wq_submit_work
     1.07%     0.07%  iou-wrk-3030     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.36%  fio              [kernel.vmlinux]            [k] update_curr
     1.07%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] io_read
     1.07%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] io_read
     1.07%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] io_issue_sqe
     1.05%     0.01%  iou-wrk-3031     [kernel.vmlinux]            [k] io_worker_handle_work
     1.05%     0.03%  iou-wrk-3032     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] io_worker_handle_work
     1.05%     0.01%  iou-wrk-3008     [kernel.vmlinux]            [k] io_issue_sqe
     1.05%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] io_wq_submit_work
     1.05%     0.01%  iou-wrk-3026     [kernel.vmlinux]            [k] io_worker_handle_work
     1.04%     0.04%  iou-wrk-3019     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.01%  iou-wrk-3008     [kernel.vmlinux]            [k] io_read
     1.04%     0.01%  iou-wrk-3028     [kernel.vmlinux]            [k] io_read
     1.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] io_issue_sqe
     1.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.04%  iou-wrk-3009     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_worker_handle_work
     1.03%     0.03%  iou-wrk-3016     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.01%  iou-wrk-3027     [kernel.vmlinux]            [k] io_read
     1.03%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] io_issue_sqe
     1.02%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] io_read
     1.02%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] io_worker_handle_work
     1.02%     0.01%  iou-wrk-3034     [kernel.vmlinux]            [k] io_worker_handle_work
     1.01%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] io_worker_handle_work
     1.01%     1.01%  fio              [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     1.01%     0.05%  iou-wrk-3028     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.02%  iou-wrk-3015     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.01%  iou-wrk-2999     [kernel.vmlinux]            [k] filemap_get_pages
     1.01%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.01%  iou-wrk-3035     [kernel.vmlinux]            [k] io_worker_handle_work
     1.01%     0.01%  iou-wrk-2997     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_read
     1.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] io_read
     1.00%     0.01%  iou-wrk-3018     [kernel.vmlinux]            [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_issue_sqe
     1.00%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] io_read
     1.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] io_issue_sqe
     0.99%     0.05%  iou-wrk-2996     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_read
     0.98%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_read
     0.98%     0.04%  iou-wrk-3027     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] io_worker_handle_work
     0.98%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_read
     0.98%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_wq_submit_work
     0.97%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] io_issue_sqe
     0.97%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] io_read
     0.97%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] io_wq_submit_work
     0.97%     0.05%  iou-wrk-3021     [kernel.vmlinux]            [k] filemap_read
     0.97%     0.02%  iou-wrk-3008     [kernel.vmlinux]            [k] filemap_read
     0.97%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] filemap_get_pages
     0.96%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] io_issue_sqe
     0.96%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] io_wq_submit_work
     0.96%     0.01%  iou-wrk-3026     [kernel.vmlinux]            [k] io_wq_submit_work
     0.96%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] io_read
     0.95%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] io_issue_sqe
     0.95%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] io_read
     0.95%     0.01%  iou-wrk-3035     [kernel.vmlinux]            [k] io_issue_sqe
     0.95%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] io_wq_submit_work
     0.95%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] io_read
     0.94%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] io_issue_sqe
     0.94%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] io_wq_submit_work
     0.94%     0.04%  iou-wrk-3011     [kernel.vmlinux]            [k] filemap_read
     0.94%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] io_issue_sqe
     0.94%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] io_read
     0.94%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] io_wq_submit_work
     0.94%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] io_read
     0.94%     0.05%  iou-wrk-2997     [kernel.vmlinux]            [k] filemap_read
     0.94%     0.02%  iou-wrk-3000     [kernel.vmlinux]            [k] filemap_read
     0.93%     0.03%  iou-wrk-3004     [kernel.vmlinux]            [k] filemap_read
     0.93%     0.05%  iou-wrk-3031     [kernel.vmlinux]            [k] filemap_read
     0.92%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] filemap_read
     0.92%     0.04%  iou-wrk-3007     [kernel.vmlinux]            [k] filemap_read
