# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8867488175834
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.01%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-3387     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.01%  iou-wrk-3391     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] native_load_tls
     0.01%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-3365     [kernel.vmlinux]  [k] set_next_buddy
     0.01%     0.01%  iou-wrk-3384     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.01%  iou-wrk-3387     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.01%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-3393     [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3368     [kernel.vmlinux]  [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] scheduler_tick
     0.01%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] update_process_times
     0.01%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3379     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.01%     0.01%  iou-wrk-3359     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3380     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] xa_load
     0.01%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-3361     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.01%     0.01%  iou-wrk-3357     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  iou-wrk-3359     [kernel.vmlinux]  [k] timestamp_truncate
     0.01%     0.01%  iou-wrk-3375     [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3374     [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.01%  iou-wrk-3375     [kernel.vmlinux]  [k] __page_cache_alloc
     0.01%     0.01%  iou-wrk-3370     [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3364     [kernel.vmlinux]  [k] mpage_end_io
     0.01%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] bad_range
     0.01%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] down_read
     0.01%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.01%  iou-wrk-3388     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3383     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-3380     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3360     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3357     [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3390     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3391     [kernel.vmlinux]  [k] alloc_pages
     0.01%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-3382     [kernel.vmlinux]  [k] __switch_to
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] syscall_enter_from_user_mode
     0.01%     0.01%  iou-wrk-3393     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.01%  iou-wrk-3361     [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-3355     [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-3358     [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3387     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] timestamp_truncate
     0.01%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] current_time
     0.01%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-3363     [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.01%     0.01%  iou-wrk-3374     [kernel.vmlinux]  [k] page_counter_try_charge
     0.01%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.01%  iou-wrk-3368     [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] xa_load
     0.01%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] release_pages
     0.01%     0.00%  iou-wrk-3372     [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3372     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] del_timer_sync
     0.01%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-3367     [kernel.vmlinux]  [k] bad_range
     0.01%     0.01%  iou-wrk-3356     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.01%  iou-wrk-3354     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.01%  iou-wrk-3370     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.01%  iou-wrk-3361     [kernel.vmlinux]  [k] set_next_buddy
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] __x2apic_send_IPI_dest
     0.01%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3372     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.01%     0.01%  iou-wrk-3392     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.01%  iou-wrk-3377     [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.01%  iou-wrk-3389     [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-3362     [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.01%  iou-wrk-3376     [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.01%  iou-wrk-3378     [kernel.vmlinux]  [k] fput_many
     0.01%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  swapper          [kernel.vmlinux]  [k] __list_del_entry_valid
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] load_balance
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] __schedule
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] newidle_balance
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] pick_next_task_fair
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] rcu_gp_kthread
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]  [k] schedule
     0.01%     0.01%  iou-wrk-3372     [kernel.vmlinux]  [k] workingset_eviction
     0.01%     0.01%  iou-wrk-3369     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] tick_irq_enter
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3386     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] update_rq_clock
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] do_wait
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] __free_one_page
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3366     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3364     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3383     [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-3371     [kernel.vmlinux]  [k] kfree
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3382     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] __slab_free
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] update_process_times
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3379     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3391     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3365     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-3359     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3388     [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] __free_one_page
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3377     [kernel.vmlinux]  [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3355     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] __x64_sys_io_uring_enter
     0.00%     0.00%  iou-wrk-3392     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3384     [kernel.vmlinux]  [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  iou-wrk-3390     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3363     [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-3375     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3378     [kernel.vmlinux]  [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3354     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3362     [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%  iou-wrk-3374     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] call_cpuidle
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-3368     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3358     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]  [k] rcu_gp_fqs_loop
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]  [k] schedule_timeout
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] page_mapping
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3393     [kernel.vmlinux]  [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3360     [kernel.vmlinux]  [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3376     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3389     [kernel.vmlinux]  [k] io_clean_op
     0.00%     0.00%  iou-wrk-3357     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3356     [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-3387     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3385     [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3373     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3361     [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3367     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3369     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3381     [kernel.vmlinux]  [k] dequeue_task
