# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8346681468178
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     0.17%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] read_pages
     0.17%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.17%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.16%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.16%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.16%  iou-wrk-3010     [kernel.vmlinux]            [k] xas_load
     0.16%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] submit_bio
     0.16%     0.16%  iou-wrk-2986     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.16%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] copyout
     0.16%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.11%  iou-wrk-2988     [kernel.vmlinux]            [k] _raw_spin_lock
     0.16%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.16%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.06%  iou-wrk-3014     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.16%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] copy_page_to_iter
     0.16%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] submit_bio_noacct
     0.16%     0.06%  iou-wrk-3021     [kernel.vmlinux]            [k] _raw_spin_lock
     0.16%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] read_pages
     0.16%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] submit_bio
     0.16%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] __submit_bio
     0.16%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.16%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] copy_page_to_iter
     0.16%     0.16%  fio              [kernel.vmlinux]            [k] __bitmap_and
     0.16%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] submit_bio
     0.16%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.02%  iou-wrk-3006     [kernel.vmlinux]            [k] pick_next_task_fair
     0.16%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.05%  iou-wrk-3017     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.16%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.16%     0.02%  iou-wrk-3001     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.10%  iou-wrk-3003     [kernel.vmlinux]            [k] _raw_spin_lock
     0.16%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.07%  iou-wrk-3002     [kernel.vmlinux]            [k] _raw_spin_lock
     0.16%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] read_pages
     0.16%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] __alloc_pages
     0.16%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] read_pages
     0.16%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.15%  iou-wrk-2991     [kernel.vmlinux]            [k] xas_load
     0.16%     0.08%  iou-wrk-2993     [kernel.vmlinux]            [k] _raw_spin_lock
     0.16%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.16%  iou-wrk-3020     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.16%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] copyout
     0.15%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.15%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] __alloc_pages
     0.15%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_wq_free_work
     0.15%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.02%  iou-wrk-3025     [kernel.vmlinux]            [k] psi_task_switch
     0.15%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.06%  iou-wrk-3003     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.15%     0.01%  iou-wrk-3013     [kernel.vmlinux]            [k] __io_free_req
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __alloc_pages
     0.15%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.15%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __alloc_pages
     0.15%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.14%  fio              [kernel.vmlinux]            [k] clear_buddies
     0.15%     0.00%  iou-wrk-3002     [nd_pmem]                   [k] pmem_submit_bio
     0.15%     0.15%  fio              [kernel.vmlinux]            [k] memcpy_erms
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  kswapd0          [kernel.vmlinux]            [k] free_pcppages_bulk
     0.15%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.09%  iou-wrk-3024     [kernel.vmlinux]            [k] _raw_spin_lock
     0.15%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.15%     0.15%  iou-wrk-3024     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.15%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] copyout
     0.15%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] __submit_bio
     0.15%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.15%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.15%     0.11%  fio              [kernel.vmlinux]            [k] finish_task_switch
     0.15%     0.14%  iou-wrk-2993     [kernel.vmlinux]            [k] xas_load
     0.15%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __submit_bio
     0.15%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.14%  iou-wrk-2992     [kernel.vmlinux]            [k] xas_load
     0.15%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] __submit_bio
     0.15%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __alloc_pages
     0.15%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.15%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.14%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.14%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] __alloc_pages
     0.14%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.01%  iou-wrk-3022     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] shrink_lruvec
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.01%  iou-wrk-3014     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.14%  fio              [kernel.vmlinux]            [k] cpuacct_charge
     0.14%     0.14%  iou-wrk-3011     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.14%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] copyout
     0.14%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] read_pages
     0.14%     0.04%  iou-wrk-2994     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.06%  iou-wrk-2986     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] shrink_lruvec
     0.14%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] shrink_lruvec
     0.14%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.05%  iou-wrk-3020     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.07%  iou-wrk-3007     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.14%  iou-wrk-2998     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.14%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.14%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.13%  iou-wrk-3002     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3013     [nd_pmem]                   [k] pmem_submit_bio
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3017     [nd_pmem]                   [k] pmem_submit_bio
     0.14%     0.00%  iou-wrk-3007     [nd_pmem]                   [k] pmem_submit_bio
     0.14%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] shrink_lruvec
     0.14%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.13%  iou-wrk-3023     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.13%  iou-wrk-3002     [kernel.vmlinux]            [k] copy_mc_fragile
     0.14%     0.00%  iou-wrk-3002     [nd_pmem]                   [k] pmem_do_read
     0.14%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] shrink_lruvec
     0.14%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.14%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] shrink_node
     0.14%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] try_to_free_pages
     0.14%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.06%  iou-wrk-3023     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.13%  iou-wrk-3006     [kernel.vmlinux]            [k] xas_load
     0.13%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] submit_bio
     0.13%     0.01%  fio              [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.13%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.13%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] shrink_lruvec
     0.13%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] shrink_node
     0.13%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.13%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] shrink_node
     0.13%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.00%  iou-wrk-3018     [nd_pmem]                   [k] pmem_submit_bio
     0.13%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] submit_bio_noacct
     0.13%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] submit_bio
     0.13%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.13%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] shrink_lruvec
     0.13%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] shrink_node
     0.13%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] try_to_free_pages
     0.13%     0.13%  iou-wrk-3007     [kernel.vmlinux]            [k] copy_mc_fragile
     0.13%     0.00%  iou-wrk-3007     [nd_pmem]                   [k] pmem_do_read
     0.13%     0.07%  iou-wrk-3014     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] shrink_lruvec
     0.13%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] read_pages
     0.13%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.06%  iou-wrk-3022     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.13%  iou-wrk-3012     [kernel.vmlinux]            [k] xas_load
     0.13%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.13%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_dismantle_req
     0.13%     0.00%  iou-wrk-3019     [nd_pmem]                   [k] pmem_submit_bio
     0.13%     0.13%  iou-wrk-3018     [kernel.vmlinux]            [k] xas_load
     0.13%     0.07%  iou-wrk-3001     [kernel.vmlinux]            [k] _raw_spin_lock
     0.13%     0.02%  iou-wrk-3016     [kernel.vmlinux]            [k] pick_next_task_fair
     0.13%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] ext4_mpage_readpages
