# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8346681468178
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     1.66%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] ret_from_fork
     1.66%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] ret_from_fork
     1.65%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_wqe_worker
     1.65%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] ret_from_fork
     1.65%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_wqe_worker
     1.65%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] ret_from_fork
     1.62%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] io_wqe_worker
     1.62%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] ret_from_fork
     1.61%     0.01%  iou-wrk-3009     [kernel.vmlinux]            [k] io_wqe_worker
     1.61%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] ret_from_fork
     1.61%     0.01%  iou-wrk-3018     [kernel.vmlinux]            [k] io_wqe_worker
     1.61%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] ret_from_fork
     1.61%     0.02%  iou-wrk-3011     [kernel.vmlinux]            [k] io_wqe_worker
     1.61%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] ret_from_fork
     1.56%     0.01%  iou-wrk-3017     [kernel.vmlinux]            [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] ret_from_fork
     1.56%     0.01%  iou-wrk-3007     [kernel.vmlinux]            [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] ret_from_fork
     1.55%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] io_wqe_worker
     1.55%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] ret_from_fork
     1.55%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_wqe_worker
     1.55%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] ret_from_fork
     1.54%     0.01%  iou-wrk-3020     [kernel.vmlinux]            [k] io_wqe_worker
     1.54%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] ret_from_fork
     1.52%     0.01%  iou-wrk-2996     [kernel.vmlinux]            [k] io_wqe_worker
     1.52%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] ret_from_fork
     1.45%     0.02%  iou-wrk-2992     [kernel.vmlinux]            [k] io_worker_handle_work
     1.42%     0.03%  iou-wrk-2993     [kernel.vmlinux]            [k] io_worker_handle_work
     1.41%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] io_wqe_worker
     1.41%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] ret_from_fork
     1.38%     0.02%  iou-wrk-3010     [kernel.vmlinux]            [k] io_worker_handle_work
     1.36%     0.01%  iou-wrk-3013     [kernel.vmlinux]            [k] io_worker_handle_work
     1.35%     0.02%  iou-wrk-3002     [kernel.vmlinux]            [k] io_worker_handle_work
     1.34%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] io_wq_submit_work
     1.34%     0.02%  iou-wrk-2987     [kernel.vmlinux]            [k] io_worker_handle_work
     1.34%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] io_issue_sqe
     1.33%     0.01%  iou-wrk-2992     [kernel.vmlinux]            [k] io_read
     1.32%     0.02%  iou-wrk-3023     [kernel.vmlinux]            [k] io_worker_handle_work
     1.31%     0.02%  iou-wrk-3003     [kernel.vmlinux]            [k] io_worker_handle_work
     1.30%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_worker_handle_work
     1.29%     0.02%  iou-wrk-3006     [kernel.vmlinux]            [k] io_worker_handle_work
     1.29%     0.02%  iou-wrk-2998     [kernel.vmlinux]            [k] io_worker_handle_work
     1.29%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] io_wq_submit_work
     1.29%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.03%  iou-wrk-3001     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] io_read
     1.28%     0.02%  iou-wrk-2995     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.02%  iou-wrk-2990     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] io_read
     1.28%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] io_issue_sqe
     1.28%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.65%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     1.26%     0.02%  iou-wrk-2997     [kernel.vmlinux]            [k] io_worker_handle_work
     1.26%     0.02%  iou-wrk-3004     [kernel.vmlinux]            [k] io_worker_handle_work
     1.25%     0.06%  kswapd0          [kernel.vmlinux]            [k] shrink_page_list
     1.24%     0.02%  iou-wrk-3021     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.03%  iou-wrk-2991     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.02%  iou-wrk-3022     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.01%  iou-wrk-3014     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.02%  iou-wrk-2999     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.02%  iou-wrk-2989     [kernel.vmlinux]            [k] io_worker_handle_work
     1.22%     0.04%  iou-wrk-2993     [kernel.vmlinux]            [k] filemap_read
     1.22%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] io_wq_submit_work
     1.22%     0.01%  iou-wrk-3002     [kernel.vmlinux]            [k] io_issue_sqe
     1.21%     0.01%  iou-wrk-3002     [kernel.vmlinux]            [k] io_read
     1.21%     0.02%  iou-wrk-3012     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] io_wq_submit_work
     1.21%     0.01%  iou-wrk-3008     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] io_issue_sqe
     1.20%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] io_read
     1.20%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.06%  iou-wrk-2992     [kernel.vmlinux]            [k] filemap_read
     1.19%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.01%  iou-wrk-3003     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.02%  iou-wrk-3005     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.02%  iou-wrk-3009     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3006     [kernel.vmlinux]            [k] io_read
     1.19%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.02%  iou-wrk-3017     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3015     [kernel.vmlinux]            [k] io_worker_handle_work
     1.18%     0.01%  iou-wrk-2998     [kernel.vmlinux]            [k] io_read
     1.18%     0.01%  iou-wrk-3023     [kernel.vmlinux]            [k] io_wq_submit_work
     1.18%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] io_issue_sqe
     1.18%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] io_wq_submit_work
     1.18%     0.01%  iou-wrk-3019     [kernel.vmlinux]            [k] io_read
     1.18%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] io_read
     1.18%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] io_read
     1.18%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_worker_handle_work
     1.17%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] io_issue_sqe
     1.17%     0.01%  iou-wrk-3023     [kernel.vmlinux]            [k] io_read
     1.17%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.01%  iou-wrk-2997     [kernel.vmlinux]            [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.01%  iou-wrk-3001     [kernel.vmlinux]            [k] io_read
     1.16%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] io_issue_sqe
     1.16%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.01%  iou-wrk-2997     [kernel.vmlinux]            [k] io_read
     1.15%     0.02%  iou-wrk-3007     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.02%  iou-wrk-3018     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.03%  iou-wrk-3010     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] io_read
     1.14%     0.04%  iou-wrk-3002     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.02%  iou-wrk-3000     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-3022     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.01%  iou-wrk-3012     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-2999     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-3004     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.05%  iou-wrk-3019     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.01%  iou-wrk-3022     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] io_read
     1.12%     0.01%  iou-wrk-3021     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.05%  iou-wrk-3003     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.04%  iou-wrk-3006     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] io_read
     1.12%     0.02%  iou-wrk-3016     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.01%  iou-wrk-2995     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.05%  iou-wrk-3023     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] io_read
     1.11%     0.04%  iou-wrk-2998     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.02%  iou-wrk-2996     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-2995     [kernel.vmlinux]            [k] io_read
     1.11%     1.10%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.10%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.01%  iou-wrk-3005     [kernel.vmlinux]            [k] io_read
     1.09%     0.04%  iou-wrk-3001     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.04%  iou-wrk-3013     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.06%  iou-wrk-2997     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.01%  iou-wrk-3011     [kernel.vmlinux]            [k] io_read
     1.08%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.03%  iou-wrk-3008     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] io_read
     1.08%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.02%  iou-wrk-3012     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.02%  iou-wrk-3020     [kernel.vmlinux]            [k] io_worker_handle_work
     1.08%     0.04%  iou-wrk-2987     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] io_issue_sqe
     1.07%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_read
     1.07%     0.52%  fio              [kernel.vmlinux]            [k] update_curr
     1.07%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.01%  iou-wrk-3000     [kernel.vmlinux]            [k] io_read
     1.06%     0.06%  iou-wrk-3004     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.05%  iou-wrk-3014     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.04%  iou-wrk-3021     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.05%  iou-wrk-2990     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.03%  iou-wrk-3022     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.05%  iou-wrk-2988     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.03%  iou-wrk-3025     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.04%  iou-wrk-2999     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.05%  iou-wrk-3017     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] io_read
     1.06%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] io_wq_submit_work
     1.05%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] io_read
     1.05%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] io_read
     1.05%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] io_issue_sqe
     1.05%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_issue_sqe
     1.04%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_read
     1.04%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.05%  iou-wrk-2989     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.03%  iou-wrk-2991     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] io_wq_submit_work
     1.03%     0.01%  iou-wrk-3024     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] io_wq_submit_work
     1.03%     0.05%  iou-wrk-2995     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.01%  iou-wrk-3016     [kernel.vmlinux]            [k] io_read
     1.03%     0.12%  iou-wrk-3015     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] io_read
     1.02%     0.03%  iou-wrk-3005     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.03%  iou-wrk-3000     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.02%  iou-wrk-3011     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.05%  iou-wrk-3007     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter
     1.02%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter_state
     1.00%     0.04%  iou-wrk-2996     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.02%  iou-wrk-2994     [kernel.vmlinux]            [k] io_worker_handle_work
     1.00%     0.04%  iou-wrk-3009     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.05%  fio              [kernel.vmlinux]            [k] ttwu_do_wakeup
     1.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] io_wq_submit_work
     0.99%     0.04%  iou-wrk-3018     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.01%  iou-wrk-3020     [kernel.vmlinux]            [k] io_read
     0.99%     0.04%  iou-wrk-3016     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.02%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
