# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31979551606917
#
# Children      Self  Command          Shared Object               Symbol                                              
# ........  ........  ...............  ..........................  ....................................................
#
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_wake_function
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] hrtimer_nanosleep
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3122     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] idr_find
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] uncharge_page
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] sync_regs
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] bio_uninit
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] update_process_times
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] affine_move_task
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_evaluate_dsm
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_evaluate_object
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_ns_evaluate
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_ps_execute_method
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_ps_parse_aml
     0.00%     0.00%  kworker/u160:1-  [nfit]                      [k] acpi_nfit_ctl
     0.00%     0.00%  kworker/u160:1-  [nfit]                      [k] acpi_nfit_scrub
     0.00%     0.00%  kworker/78:1-mm  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/78:1-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/78:1-mm  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_ps_parse_loop
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] acpi_ds_exec_end_op
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_wake_function
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] uncharge_page
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] total_mapcount
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] page_referenced
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] uncharge_page
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] io_wake_function
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] selinux_inode_permission
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] security_inode_permission
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] __calc_delta
