# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31979551606917
#
# Children      Self  Command          Shared Object               Symbol                                              
# ........  ........  ...............  ..........................  ....................................................
#
     0.18%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3105     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3121     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.01%  iou-wrk-3095     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.01%  iou-wrk-3104     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3097     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3115     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3102     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.18%     0.01%  iou-wrk-3114     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.01%  iou-wrk-3103     [kernel.vmlinux]            [k] mark_page_accessed
     0.18%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.17%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.17%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.17%     0.00%  fio              [kernel.vmlinux]            [k] schedule
     0.17%     0.01%  iou-wrk-3128     [kernel.vmlinux]            [k] mark_page_accessed
     0.17%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] pagevec_lru_move_fn
     0.16%     0.16%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     0.16%     0.15%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     0.15%     0.07%  fio              [kernel.vmlinux]            [k] update_curr
     0.15%     0.00%  fio              [kernel.vmlinux]            [k] schedule_timeout
     0.14%     0.01%  fio              [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.14%     0.02%  fio              [kernel.vmlinux]            [k] sched_clock_cpu
     0.14%     0.02%  fio              [kernel.vmlinux]            [k] put_prev_entity
     0.14%     0.03%  fio              [kernel.vmlinux]            [k] set_next_entity
     0.14%     0.13%  fio              [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.14%     0.02%  fio              [kernel.vmlinux]            [k] check_preempt_curr
     0.13%     0.00%  kswapd0          [kernel.vmlinux]            [k] xas_store
     0.13%     0.03%  swapper          [kernel.vmlinux]            [k] load_balance
     0.13%     0.13%  fio              [kernel.vmlinux]            [k] __list_del_entry_valid
     0.13%     0.12%  fio              [kernel.vmlinux]            [k] io_prep_rw
     0.13%     0.13%  kswapd0          [kernel.vmlinux]            [k] xas_create
     0.13%     0.00%  swapper          [kernel.vmlinux]            [k] schedule_idle
     0.13%     0.00%  swapper          [kernel.vmlinux]            [k] __sched_text_start
     0.13%     0.00%  swapper          [kernel.vmlinux]            [k] pick_next_task_fair
     0.13%     0.00%  swapper          [kernel.vmlinux]            [k] newidle_balance
     0.12%     0.04%  fio              [kernel.vmlinux]            [k] psi_task_switch
     0.12%     0.12%  fio              [kernel.vmlinux]            [k] __switch_to_asm
     0.12%     0.06%  fio              [kernel.vmlinux]            [k] check_preempt_wakeup
     0.12%     0.12%  fio              [kernel.vmlinux]            [k] native_sched_clock
     0.12%     0.11%  fio              [kernel.vmlinux]            [k] __io_file_supports_nowait
     0.11%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.03%  iou-wrk-3113     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.03%  iou-wrk-3116     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.03%  iou-wrk-3107     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.03%  iou-wrk-3106     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.03%  iou-wrk-3117     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.03%  iou-wrk-3109     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.03%  iou-wrk-3131     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.03%  iou-wrk-3134     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.02%  iou-wrk-3094     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.09%  fio              [kernel.vmlinux]            [k] __switch_to
     0.10%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] schedule_timeout
     0.10%     0.02%  iou-wrk-3126     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.10%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.03%  iou-wrk-3108     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.09%  fio              [kernel.vmlinux]            [k] io_worker_release
     0.09%     0.03%  iou-wrk-3129     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.02%  iou-wrk-3111     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.03%  iou-wrk-3091     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3102     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3119     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.03%  iou-wrk-3098     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.03%  iou-wrk-3125     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3112     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3096     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.06%  fio              [kernel.vmlinux]            [k] reweight_entity
     0.09%     0.02%  iou-wrk-3105     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.03%  iou-wrk-3100     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3104     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3124     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3095     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3099     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3118     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3103     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3092     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3122     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3123     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3128     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3093     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3110     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.01%  iou-wrk-3098     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] schedule
     0.09%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.02%  iou-wrk-3097     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3101     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.01%  iou-wrk-3118     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.01%  iou-wrk-3131     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] schedule
     0.09%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.01%  iou-wrk-3123     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.09%  fio              [kernel.vmlinux]            [k] __update_load_avg_se
     0.09%     0.01%  iou-wrk-3114     [kernel.vmlinux]            [k] __sched_text_start
     0.09%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.01%  iou-wrk-3133     [kernel.vmlinux]            [k] __sched_text_start
     0.09%     0.01%  iou-wrk-3109     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.08%  fio              [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.09%     0.07%  fio              [kernel.vmlinux]            [k] ___slab_alloc
     0.09%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.01%  iou-wrk-3098     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.01%  iou-wrk-3108     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] schedule_timeout
     0.09%     0.01%  iou-wrk-3099     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.02%  iou-wrk-3115     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.02%  iou-wrk-3121     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.09%     0.01%  iou-wrk-3107     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.01%  iou-wrk-3102     [kernel.vmlinux]            [k] shrink_page_list
     0.09%     0.01%  iou-wrk-3134     [kernel.vmlinux]            [k] copy_page_to_iter
     0.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3094     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3099     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.02%  iou-wrk-3133     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.08%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3116     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] schedule
     0.08%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.02%  iou-wrk-3114     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.08%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3091     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3098     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] schedule_timeout
     0.08%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] schedule_timeout
     0.08%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3106     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3110     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3131     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] schedule
     0.08%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.08%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3104     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] schedule
     0.08%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3106     [kernel.vmlinux]            [k] xas_load
     0.08%     0.01%  iou-wrk-3111     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] schedule
     0.08%     0.08%  iou-wrk-3116     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  fio              [kernel.vmlinux]            [k] _find_next_bit
     0.08%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3101     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.08%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.08%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3113     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3107     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  swapper          [kernel.vmlinux]            [k] find_busiest_group
     0.08%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] schedule
     0.08%     0.01%  iou-wrk-3101     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3093     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.01%  iou-wrk-3102     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3095     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3109     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3134     [kernel.vmlinux]            [k] xas_load
     0.08%     0.01%  iou-wrk-3128     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.01%  iou-wrk-3123     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.01%  iou-wrk-3115     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.08%  iou-wrk-3094     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.06%  swapper          [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.08%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3102     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] schedule
     0.08%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3102     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.08%  iou-wrk-3117     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  iou-wrk-3096     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3108     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3134     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.01%  iou-wrk-3124     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3107     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.08%  iou-wrk-3131     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3104     [kernel.vmlinux]            [k] xas_load
     0.08%     0.01%  iou-wrk-3111     [kernel.vmlinux]            [k] __sched_text_start
     0.08%     0.08%  iou-wrk-3094     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3126     [kernel.vmlinux]            [k] xas_load
     0.08%     0.01%  iou-wrk-3097     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3111     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] copyout
     0.08%     0.01%  iou-wrk-3113     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3129     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.08%  iou-wrk-3099     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.08%  iou-wrk-3091     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] shrink_page_list
     0.08%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3092     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.01%  iou-wrk-3100     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3125     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3112     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3098     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] copyout
     0.08%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] copyout
     0.08%     0.07%  iou-wrk-3109     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  iou-wrk-3117     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3099     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  iou-wrk-3116     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3122     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3095     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3119     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3106     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] copyout
     0.08%     0.01%  iou-wrk-3104     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.08%  iou-wrk-3112     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3124     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  iou-wrk-3110     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.08%  iou-wrk-3111     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] copyout
     0.08%     0.07%  iou-wrk-3129     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3103     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] copyout
     0.08%     0.08%  iou-wrk-3126     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] copyout
     0.08%     0.07%  iou-wrk-3128     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] schedule
     0.08%     0.07%  iou-wrk-3105     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3092     [kernel.vmlinux]            [k] xas_load
     0.08%     0.08%  iou-wrk-3121     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.08%     0.07%  iou-wrk-3103     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3096     [kernel.vmlinux]            [k] xas_load
     0.08%     0.07%  iou-wrk-3097     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.07%  iou-wrk-3110     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] mem_cgroup_flush_stats
     0.08%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] copy_page_to_iter
     0.08%     0.07%  iou-wrk-3093     [kernel.vmlinux]            [k] xas_load
     0.08%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] copyout
     0.07%     0.07%  iou-wrk-3100     [kernel.vmlinux]            [k] xas_load
     0.07%     0.07%  iou-wrk-3118     [kernel.vmlinux]            [k] xas_load
     0.07%     0.07%  iou-wrk-3101     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.07%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] schedule
     0.07%     0.01%  iou-wrk-3119     [kernel.vmlinux]            [k] __sched_text_start
     0.07%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] schedule
     0.07%     0.01%  iou-wrk-3095     [kernel.vmlinux]            [k] __sched_text_start
     0.07%     0.01%  iou-wrk-3107     [kernel.vmlinux]            [k] cgroup_rstat_flush_locked
     0.07%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] cgroup_rstat_flush_irqsafe
     0.07%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] copyout
     0.07%     0.07%  iou-wrk-3125     [kernel.vmlinux]            [k] xas_load
     0.07%     0.07%  iou-wrk-3123     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.07%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] schedule_timeout
     0.07%     0.00%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.07%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] schedule
     0.07%     0.07%  iou-wrk-3101     [kernel.vmlinux]            [k] xas_load
     0.07%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] copyout
     0.07%     0.07%  iou-wrk-3108     [kernel.vmlinux]            [k] xas_load
     0.07%     0.07%  iou-wrk-3123     [kernel.vmlinux]            [k] xas_load
     0.07%     0.01%  iou-wrk-3122     [kernel.vmlinux]            [k] __sched_text_start
     0.07%     0.07%  iou-wrk-3124     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.07%     0.01%  iou-wrk-3125     [kernel.vmlinux]            [k] __sched_text_start
     0.07%     0.00%  kswapd0          [kernel.vmlinux]            [k] free_unref_page_list
     0.07%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] schedule
     0.07%     0.01%  iou-wrk-3121     [kernel.vmlinux]            [k] __sched_text_start
     0.07%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] copyout
     0.07%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] schedule
