# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 35462259346850
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.74%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3118     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] filemap_get_pages
     0.68%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3115     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.67%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.66%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3118     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.08%  fio              [kernel.vmlinux]    [k] pick_next_task_fair
     0.64%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.64%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.63%  fio              [kernel.vmlinux]    [k] psi_group_change
     0.63%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.62%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.62%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.61%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.61%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.54%     0.54%  iou-wrk-3165     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3179     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3184     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3139     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3116     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3114     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3164     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3152     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.54%     0.54%  iou-wrk-3115     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3140     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3133     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3149     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3150     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3175     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3153     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3123     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3137     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3177     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3161     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3173     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3189     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3134     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3128     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3183     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3111     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3176     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3159     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3168     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3112     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3143     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3113     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3110     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3157     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3180     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3135     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3118     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3182     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3174     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3155     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3122     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3154     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3163     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3120     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3141     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3171     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3186     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.53%     0.53%  iou-wrk-3138     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3130     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3147     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3166     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3127     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3124     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3117     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3144     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3170     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3148     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3132     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3119     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3162     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3129     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3151     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3121     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3181     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3158     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3185     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3169     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3188     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3125     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3146     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3131     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3160     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3187     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3136     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.52%     0.52%  iou-wrk-3126     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3145     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3142     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3167     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3178     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3172     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.51%     0.51%  iou-wrk-3156     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.48%     0.19%  fio              [kernel.vmlinux]    [k] update_load_avg
     0.46%     0.02%  fio              [kernel.vmlinux]    [k] io_file_get_normal
     0.45%     0.45%  fio              [kernel.vmlinux]    [k] __fget_files
     0.41%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.11%  fio              [kernel.vmlinux]    [k] enqueue_entity
     0.41%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.01%  kswapd0          [kernel.vmlinux]    [k] shrink_active_list
     0.41%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.00%  iou-wrk-3115     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.00%  iou-wrk-3118     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.41%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.01%  iou-wrk-3155     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.01%  iou-wrk-3152     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.01%  iou-wrk-3154     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.01%  iou-wrk-3189     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.40%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.01%  iou-wrk-3182     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.39%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] _raw_spin_lock_irq
