# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 35462259346850
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] try_to_release_page
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] perf_pmu_enable.part.0
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] error_return
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] alloc_fd
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] resched_curr
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] list_lru_del
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3140     [megaraid_sas]      [k] megasas_build_and_issue_cmd_fusion
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __blk_mq_do_dispatch_sched
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __blk_mq_run_hw_queue
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_mq_flush_plug_list
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_mq_sched_insert_requests
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] scsi_queue_rq
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] next_demotion_node
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] switch_ldt
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  kworker/32:1-mm  [kernel.vmlinux]    [k] pwq_dec_nr_in_flight
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  fio              fio                 [.] get_io_u
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  kworker/2:1-mm_  [kernel.vmlinux]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/2:1-mm_  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  kworker/2:1-mm_  [kernel.vmlinux]    [k] vmstat_update
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] __dentry_kill
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] evict
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] switch_ldt
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] __mod_lruvec_kmem_state
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] avc_has_perm_noaudit
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] native_send_call_func_single_ipi
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] try_to_free_buffers
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] __mod_lruvec_kmem_state
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] cpuacct_account_field
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bio_associate_blkg_from_css
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] __swap_writepage
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_block_write_begin
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] __note_gp_changes
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  kworker/44:2-mm  [kernel.vmlinux]    [k] collect_percpu_times
     0.00%     0.00%  kworker/44:2-mm  [kernel.vmlinux]    [k] psi_avgs_work
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] perf_pmu_disable.part.0
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] xas_alloc
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] __next_timer_interrupt
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] mem_cgroup_from_obj
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] acct_account_cputime
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]    [k] update_curr
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]    [k] dequeue_entity
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]    [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] bio_put
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] update_group_capacity
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] mem_cgroup_from_id
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] drain_pages
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] drain_pages_zone
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/22:1-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __mod_lruvec_kmem_state
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  kworker/28:1-mm  [kernel.vmlinux]    [k] dequeue_entity
     0.00%     0.00%  kworker/28:1-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/28:1-mm  [kernel.vmlinux]    [k] dequeue_task_fair
     0.00%     0.00%  kworker/28:1-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] shmem_get_policy
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] vma_policy_mof
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] vmpressure
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] switch_ldt
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  kworker/24:1-mm  [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/24:1-mm  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] default_wake_function
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] copy_mc_to_kernel
