# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 64155171953591
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/45     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  top              [kernel.vmlinux]    [k] vma_interval_tree_remove
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __split_vma
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __vma_adjust
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __x64_sys_mprotect
     0.00%     0.00%  top              [kernel.vmlinux]    [k] do_mprotect_pkey
     0.00%     0.00%  top              [kernel.vmlinux]    [k] mprotect_fixup
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] copy_page_from_iter_atomic
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  migration/63     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  migration/63     [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] tsc_verify_tsc_adjust
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] arch_cpu_idle_enter
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  lvmetad          [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] timekeeping_max_deferment
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  bash             [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  bash             [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  migration/1      [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] __x64_sys_epoll_wait
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] do_epoll_wait
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] hrtimer_get_next_event
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] ext4_end_io_rsv_work
     0.00%     0.00%  migration/75     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/75     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] __x64_sys_poll
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] do_sys_poll
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  gmain            [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] ext4_finish_bio
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] ext4_release_io_end
     0.00%     0.00%  kworker/61:1-mm  [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/53     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] native_sched_clock
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] sched_clock_cpu
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  kworker/13:1-mm  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  top              [kernel.vmlinux]    [k] mutex_lock
     0.00%     0.00%  top              [kernel.vmlinux]    [k] proc_task_name
     0.00%     0.00%  top              [kernel.vmlinux]    [k] wq_worker_comm
     0.00%     0.00%  kworker/u162:2-  [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.00%     0.00%  kworker/u162:2-  [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  migration/9      [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  top              [kernel.vmlinux]    [k] security_inode_permission
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] stop_this_handle
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __x64_sys_ioctl
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] _perf_ioctl
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] event_function
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] event_function_call
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] perf_event_for_each_child
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] perf_ioctl
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] remote_function
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] smp_call_function_single
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  lvmetad          [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_read_unlock_strict
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] copy_user_enhanced_fast_string
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] copyin
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ns_get_secondary_object
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] tick_check_oneshot_broadcast_this_cpu
     0.00%     0.00%  top              [kernel.vmlinux]    [k] selinux_inode_permission
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __do_sys_newstat
     0.00%     0.00%  top              [kernel.vmlinux]    [k] filename_lookup
     0.00%     0.00%  top              [kernel.vmlinux]    [k] path_lookupat.isra.0
     0.00%     0.00%  top              [kernel.vmlinux]    [k] user_path_at_empty
     0.00%     0.00%  top              [kernel.vmlinux]    [k] vfs_statx
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  kworker/59:1-ev  [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  kworker/59:1-ev  [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  kworker/59:1-ev  [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __switch_to_asm
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/7      [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/23     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/37     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  kworker/61:1-mm  [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] charge_memcg
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/25     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/33     [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  kworker/61:1-mm  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/61:1-mm  [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/13     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/27     [kernel.vmlinux]    [k] put_prev_task_balance
