# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 8276759233968
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     1.93%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] io_wqe_worker
     1.93%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] ret_from_fork
     1.92%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] io_wqe_worker
     1.92%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] ret_from_fork
     1.90%     1.90%  swapper          [kernel.vmlinux]            [k] intel_idle
     1.88%     0.02%  iou-wrk-3269     [kernel.vmlinux]            [k] io_wqe_worker
     1.88%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] ret_from_fork
     1.88%     0.02%  iou-wrk-3253     [kernel.vmlinux]            [k] io_wqe_worker
     1.88%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] ret_from_fork
     1.87%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] io_wqe_worker
     1.87%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] ret_from_fork
     1.87%     0.02%  iou-wrk-3268     [kernel.vmlinux]            [k] io_wqe_worker
     1.87%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] ret_from_fork
     1.86%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] io_wqe_worker
     1.86%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] ret_from_fork
     1.84%     0.02%  iou-wrk-3248     [kernel.vmlinux]            [k] io_wqe_worker
     1.84%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] ret_from_fork
     1.82%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] io_wqe_worker
     1.82%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] ret_from_fork
     1.81%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] io_wqe_worker
     1.81%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] ret_from_fork
     1.80%     0.01%  iou-wrk-3259     [kernel.vmlinux]            [k] io_wqe_worker
     1.80%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] ret_from_fork
     1.80%     0.01%  iou-wrk-3266     [kernel.vmlinux]            [k] io_wqe_worker
     1.80%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] ret_from_fork
     1.78%     0.23%  fio              [kernel.vmlinux]            [k] pick_next_task_fair
     1.77%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] io_wqe_worker
     1.77%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] ret_from_fork
     1.74%     0.01%  iou-wrk-3264     [kernel.vmlinux]            [k] io_wqe_worker
     1.74%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] ret_from_fork
     1.74%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] io_wqe_worker
     1.74%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] ret_from_fork
     1.72%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] io_wqe_worker
     1.72%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] ret_from_fork
     1.71%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] io_wqe_worker
     1.71%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] ret_from_fork
     1.71%     0.01%  iou-wrk-3241     [kernel.vmlinux]            [k] io_wqe_worker
     1.71%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] ret_from_fork
     1.70%     0.01%  iou-wrk-3258     [kernel.vmlinux]            [k] io_wqe_worker
     1.70%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] ret_from_fork
     1.70%     0.01%  iou-wrk-3235     [kernel.vmlinux]            [k] io_wqe_worker
     1.70%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] ret_from_fork
     1.69%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] io_wqe_worker
     1.69%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] ret_from_fork
     1.69%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] io_wqe_worker
     1.69%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] ret_from_fork
     1.66%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] ret_from_fork
     1.63%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] io_wqe_worker
     1.63%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] ret_from_fork
     1.63%     0.02%  iou-wrk-3244     [kernel.vmlinux]            [k] io_wqe_worker
     1.63%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] ret_from_fork
     1.62%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] io_wqe_worker
     1.62%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] ret_from_fork
     1.61%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] io_worker_handle_work
     1.60%     0.36%  fio              [kernel.vmlinux]            [k] enqueue_entity
     1.60%     0.62%  fio              [kernel.vmlinux]            [k] update_load_avg
     1.60%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] io_wqe_worker
     1.60%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] ret_from_fork
     1.59%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] io_wqe_worker
     1.59%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] ret_from_fork
     1.57%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] ret_from_fork
     1.57%     0.00%  kswapd0          [kernel.vmlinux]            [k] shrink_inactive_list
     1.57%     0.02%  iou-wrk-3254     [kernel.vmlinux]            [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] ret_from_fork
     1.56%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] ret_from_fork
     1.55%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_wqe_worker
     1.55%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] ret_from_fork
     1.54%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] io_wqe_worker
     1.54%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] ret_from_fork
     1.53%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] io_wqe_worker
     1.53%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] ret_from_fork
     1.51%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] io_wqe_worker
     1.51%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] ret_from_fork
     1.51%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] io_wqe_worker
     1.51%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] ret_from_fork
     1.50%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] io_issue_sqe
     1.50%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] io_wq_submit_work
     1.50%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] io_read
     1.48%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] io_wqe_worker
     1.48%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] ret_from_fork
     1.48%     0.02%  iou-wrk-3245     [kernel.vmlinux]            [k] io_worker_handle_work
     1.48%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] io_worker_handle_work
     1.47%     0.02%  iou-wrk-3232     [kernel.vmlinux]            [k] io_worker_handle_work
     1.43%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] io_worker_handle_work
     1.43%     0.02%  iou-wrk-3239     [kernel.vmlinux]            [k] filemap_read
     1.42%     0.02%  iou-wrk-3253     [kernel.vmlinux]            [k] io_worker_handle_work
     1.41%     0.01%  iou-wrk-3268     [kernel.vmlinux]            [k] io_worker_handle_work
     1.39%     0.71%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     1.39%     0.02%  iou-wrk-3259     [kernel.vmlinux]            [k] io_worker_handle_work
     1.38%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] io_issue_sqe
     1.38%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] io_wq_submit_work
     1.37%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] io_read
     1.37%     0.03%  iou-wrk-3269     [kernel.vmlinux]            [k] io_worker_handle_work
     1.37%     0.02%  iou-wrk-3248     [kernel.vmlinux]            [k] io_worker_handle_work
     1.36%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] io_worker_handle_work
     1.35%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] io_wq_submit_work
     1.35%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] io_issue_sqe
     1.35%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] io_read
     1.35%     0.02%  iou-wrk-3233     [kernel.vmlinux]            [k] io_worker_handle_work
     1.33%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] io_wq_submit_work
     1.33%     0.02%  iou-wrk-3266     [kernel.vmlinux]            [k] io_worker_handle_work
     1.33%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] io_read
     1.33%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] io_issue_sqe
     1.33%     0.04%  iou-wrk-3245     [kernel.vmlinux]            [k] filemap_read
     1.30%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] io_wq_submit_work
     1.30%     0.05%  iou-wrk-3232     [kernel.vmlinux]            [k] filemap_read
     1.29%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] io_wq_submit_work
     1.29%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] io_wq_submit_work
     1.29%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] io_read
     1.29%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] io_read
     1.28%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] io_issue_sqe
     1.28%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] io_read
     1.28%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] io_read
     1.27%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] io_worker_handle_work
     1.27%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] io_issue_sqe
     1.27%     0.02%  iou-wrk-3249     [kernel.vmlinux]            [k] io_worker_handle_work
     1.27%     0.02%  iou-wrk-3267     [kernel.vmlinux]            [k] io_worker_handle_work
     1.27%     0.01%  iou-wrk-3259     [kernel.vmlinux]            [k] io_read
     1.26%     0.02%  iou-wrk-3235     [kernel.vmlinux]            [k] io_worker_handle_work
     1.26%     0.05%  iou-wrk-3261     [kernel.vmlinux]            [k] filemap_read
     1.25%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] io_worker_handle_work
     1.25%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] io_worker_handle_work
     1.25%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.02%  iou-wrk-3258     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] io_wq_submit_work
     1.23%     0.04%  iou-wrk-3252     [kernel.vmlinux]            [k] filemap_read
     1.23%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] io_issue_sqe
     1.23%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] io_read
     1.23%     0.04%  iou-wrk-3268     [kernel.vmlinux]            [k] filemap_read
     1.22%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] io_wq_submit_work
     1.22%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] io_issue_sqe
     1.22%     0.02%  iou-wrk-3248     [kernel.vmlinux]            [k] filemap_read
     1.22%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] io_read
     1.22%     0.02%  iou-wrk-3256     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.02%  iou-wrk-3265     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.02%  iou-wrk-3241     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.03%  iou-wrk-3240     [kernel.vmlinux]            [k] filemap_read
     1.20%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] io_wq_submit_work
     1.20%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] io_issue_sqe
     1.20%     0.02%  iou-wrk-3236     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.04%  iou-wrk-3259     [kernel.vmlinux]            [k] filemap_read
     1.20%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] io_read
     1.19%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.02%  iou-wrk-3238     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] io_read
     1.19%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.02%  iou-wrk-3264     [kernel.vmlinux]            [k] io_worker_handle_work
     1.18%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] io_wq_submit_work
     1.18%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] io_worker_handle_work
     1.18%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] io_issue_sqe
     1.18%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] io_worker_handle_work
     1.17%     0.04%  iou-wrk-3253     [kernel.vmlinux]            [k] filemap_read
     1.17%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] io_read
     1.17%     0.05%  iou-wrk-3233     [kernel.vmlinux]            [k] filemap_read
     1.17%     1.14%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.16%     0.03%  iou-wrk-3260     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] io_read
     1.16%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] io_wq_submit_work
     1.16%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.01%  iou-wrk-3235     [kernel.vmlinux]            [k] io_read
     1.15%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] io_read
     1.15%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.01%  iou-wrk-3258     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.02%  iou-wrk-3269     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] io_read
     1.13%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.05%  iou-wrk-3231     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.02%  iou-wrk-3263     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.04%  iou-wrk-3267     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3266     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] io_read
     1.11%     0.03%  iou-wrk-3251     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.02%  iou-wrk-3254     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.02%  iou-wrk-3243     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.04%  iou-wrk-3235     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3265     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.02%  iou-wrk-3262     [kernel.vmlinux]            [k] io_worker_handle_work
     1.09%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] io_read
     1.09%     0.04%  iou-wrk-3234     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.06%  kswapd0          [kernel.vmlinux]            [k] shrink_page_list
     1.09%     0.01%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     1.08%     0.03%  iou-wrk-3246     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.01%  iou-wrk-3264     [kernel.vmlinux]            [k] io_read
     1.08%     0.02%  iou-wrk-3270     [kernel.vmlinux]            [k] io_worker_handle_work
     1.08%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] filemap_get_pages
     1.07%     0.04%  iou-wrk-3249     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.03%  iou-wrk-3258     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.04%  iou-wrk-3256     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.04%  iou-wrk-3266     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.05%  iou-wrk-3250     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] io_read
     1.05%     0.03%  iou-wrk-3238     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.03%  iou-wrk-3237     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.05%  iou-wrk-3265     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] io_issue_sqe
     1.04%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.05%  iou-wrk-3243     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] io_issue_sqe
     1.04%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] io_wq_submit_work
     1.04%     0.06%  iou-wrk-3255     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.03%  iou-wrk-3264     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] io_read
     1.04%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] io_read
     1.04%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] io_read
     1.03%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] io_read
     1.03%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] io_issue_sqe
     1.03%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] io_wq_submit_work
     1.03%     0.02%  iou-wrk-3241     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] io_issue_sqe
     1.02%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] io_read
     1.01%     0.04%  iou-wrk-3236     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.03%  iou-wrk-3260     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.05%  iou-wrk-3263     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] io_read
     0.99%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] io_read
     0.99%     0.03%  iou-wrk-3244     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] io_wq_submit_work
     0.98%     0.03%  iou-wrk-3242     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] io_read
