# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32094324233218
#
# Children      Self  Command          Shared Object       Symbol                                              
# ........  ........  ...............  ..................  ....................................................
#
     1.84%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.77%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.77%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.77%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] filemap_get_pages
     1.76%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.76%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] filemap_get_pages
     1.76%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] filemap_get_pages
     1.75%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] filemap_get_pages
     1.74%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] filemap_get_pages
     1.72%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.68%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.67%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.67%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.66%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.65%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.65%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.64%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.62%     0.08%  fio              [kernel.vmlinux]    [k] io_issue_sqe
     1.56%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_inactive_list
     1.54%     0.12%  fio              [kernel.vmlinux]    [k] io_read
     1.35%     1.35%  iou-wrk-3646     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-3631     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-3633     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.29%     1.28%  iou-wrk-3637     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.28%     1.28%  iou-wrk-3625     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.26%  iou-wrk-3645     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-3653     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-3667     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3629     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3649     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-3628     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     0.11%  fio              [kernel.vmlinux]    [k] io_setup_async_rw
     1.22%     1.22%  iou-wrk-3638     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3665     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3648     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3647     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3643     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3627     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3660     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-3663     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3641     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3639     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3656     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.21%     1.21%  iou-wrk-3644     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3640     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3659     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3664     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3632     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3657     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3634     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.20%     1.20%  iou-wrk-3661     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.19%     1.19%  iou-wrk-3635     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.19%     1.19%  iou-wrk-3650     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3626     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3666     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3652     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.18%     1.18%  iou-wrk-3655     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.17%     1.17%  iou-wrk-3636     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.17%     1.17%  iou-wrk-3642     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.17%     1.17%  iou-wrk-3654     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.17%     1.17%  iou-wrk-3630     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.07%     0.18%  fio              [kernel.vmlinux]    [k] __kmalloc
     1.06%     0.02%  fio              [kernel.vmlinux]    [k] ttwu_do_activate
     0.96%     0.01%  iou-wrk-3646     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-3633     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3631     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3637     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-3625     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3667     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3653     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-3645     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-3649     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3629     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3628     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-3648     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3638     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.14%  fio              [kernel.vmlinux]    [k] __sched_text_start
     0.83%     0.01%  iou-wrk-3660     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3656     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3627     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3663     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3641     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.83%     0.01%  iou-wrk-3665     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.82%     0.01%  iou-wrk-3639     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.82%     0.01%  iou-wrk-3647     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.82%     0.01%  kswapd0          [kernel.vmlinux]    [k] shrink_active_list
     0.82%     0.01%  iou-wrk-3644     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.82%     0.01%  iou-wrk-3634     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3657     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3643     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3659     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3635     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3650     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3652     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3664     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.81%     0.01%  iou-wrk-3642     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3626     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3640     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3661     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3632     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.80%     0.01%  iou-wrk-3666     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.79%     0.01%  iou-wrk-3654     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.79%     0.01%  iou-wrk-3655     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.79%     0.01%  iou-wrk-3636     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.78%     0.01%  iou-wrk-3630     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.77%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] __alloc_pages
     0.76%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.76%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.74%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] try_to_free_pages
     0.73%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] shrink_node
     0.73%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] do_try_to_free_pages
     0.73%     0.04%  fio              [kernel.vmlinux]    [k] __cond_resched
     0.72%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] shrink_lruvec
     0.72%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.68%     0.02%  fio              [kernel.vmlinux]    [k] preempt_schedule_common
     0.68%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.67%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.66%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.66%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.66%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.66%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] __alloc_pages
     0.66%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.66%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.66%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.65%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.65%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.65%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __alloc_pages
     0.65%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
