# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2377160966936
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.07%     0.04%  iou-wrk-3457     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.03%  iou-wrk-3457     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.02%  iou-wrk-3466     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.03%  iou-wrk-3469     [kernel.vmlinux]  [k] io_req_complete_post
     0.07%     0.07%  iou-wrk-3474     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.07%  iou-wrk-3464     [kernel.vmlinux]  [k] xas_load
     0.07%     0.00%  iou-wrk-3466     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  swapper          [kernel.vmlinux]  [k] newidle_balance
     0.07%     0.03%  iou-wrk-3472     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.04%  iou-wrk-3472     [kernel.vmlinux]  [k] update_curr
     0.07%     0.02%  iou-wrk-3441     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-3441     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.01%  iou-wrk-3443     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.01%  iou-wrk-3447     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-3452     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.02%  iou-wrk-3479     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3438     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.07%  iou-wrk-3447     [kernel.vmlinux]  [k] xas_load
     0.07%     0.01%  iou-wrk-3451     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3443     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.07%  iou-wrk-3473     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-3448     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3448     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3448     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.06%  iou-wrk-3460     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.02%  iou-wrk-3448     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.07%  iou-wrk-3453     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3453     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.07%  iou-wrk-3473     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3473     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3473     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.03%  iou-wrk-3471     [kernel.vmlinux]  [k] lock_timer_base
     0.07%     0.01%  iou-wrk-3440     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3441     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.02%  iou-wrk-3464     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3476     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.02%  iou-wrk-3478     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3438     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.00%  iou-wrk-3477     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.01%  iou-wrk-3452     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3437     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.01%  iou-wrk-3461     [kernel.vmlinux]  [k] update_curr
     0.07%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.07%  iou-wrk-3478     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3478     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.02%  iou-wrk-3453     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.05%  fio              [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.07%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] kiocb_done
     0.07%     0.00%  iou-wrk-3479     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-3479     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-3479     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.07%  iou-wrk-3447     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3445     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.07%  iou-wrk-3457     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.01%  iou-wrk-3444     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.01%  iou-wrk-3473     [kernel.vmlinux]  [k] update_curr
     0.07%     0.07%  iou-wrk-3462     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3462     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.03%  swapper          [kernel.vmlinux]  [k] menu_select
     0.07%     0.00%  swapper          [kernel.vmlinux]  [k] find_busiest_group
     0.07%     0.07%  iou-wrk-3452     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.02%  iou-wrk-3451     [kernel.vmlinux]  [k] _raw_spin_lock
     0.07%     0.06%  swapper          [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.06%     0.01%  iou-wrk-3466     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.02%  iou-wrk-3479     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.04%  iou-wrk-3439     [kernel.vmlinux]  [k] _raw_spin_lock
     0.06%     0.03%  iou-wrk-3452     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-3452     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3456     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.01%  iou-wrk-3452     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.02%  iou-wrk-3443     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.06%  iou-wrk-3444     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3466     [kernel.vmlinux]  [k] update_curr
     0.06%     0.06%  iou-wrk-3472     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.00%  iou-wrk-3457     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  iou-wrk-3448     [kernel.vmlinux]  [k] xas_load
     0.06%     0.02%  iou-wrk-3469     [kernel.vmlinux]  [k] update_curr
     0.06%     0.03%  iou-wrk-3466     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3444     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3445     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3463     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-3475     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3475     [kernel.vmlinux]  [k] del_timer_sync
     0.06%     0.02%  iou-wrk-3437     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3441     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-3448     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3462     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3476     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3458     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3472     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] lock_timer_base
     0.06%     0.02%  iou-wrk-3476     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3460     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3475     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.02%  iou-wrk-3449     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3472     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.03%  iou-wrk-3450     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3450     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3449     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.02%  iou-wrk-3471     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-3471     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3442     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3469     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3479     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3479     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.06%     0.01%  iou-wrk-3453     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3439     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.06%  fio              [kernel.vmlinux]  [k] import_single_range
     0.06%     0.02%  iou-wrk-3477     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3473     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.01%  iou-wrk-3472     [kernel.vmlinux]  [k] del_timer_sync
     0.06%     0.06%  iou-wrk-3476     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.03%  iou-wrk-3440     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  fio              [kernel.vmlinux]  [k] set_task_cpu
     0.06%     0.06%  iou-wrk-3455     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.02%  iou-wrk-3465     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-3452     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.02%  iou-wrk-3452     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.01%  iou-wrk-3447     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3441     [kernel.vmlinux]  [k] io_dismantle_req
     0.06%     0.06%  iou-wrk-3466     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3466     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.01%  iou-wrk-3455     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3466     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3443     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.02%  iou-wrk-3443     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.02%  iou-wrk-3447     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3469     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.03%  iou-wrk-3458     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  iou-wrk-3472     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.02%  iou-wrk-3448     [kernel.vmlinux]  [k] io_dismantle_req
     0.06%     0.00%  iou-wrk-3448     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.02%  iou-wrk-3451     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.06%  iou-wrk-3474     [kernel.vmlinux]  [k] xas_load
     0.06%     0.00%  iou-wrk-3439     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3463     [kernel.vmlinux]  [k] io_dismantle_req
     0.06%     0.01%  iou-wrk-3441     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3465     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3455     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.03%  iou-wrk-3472     [kernel.vmlinux]  [k] reweight_entity
     0.06%     0.02%  iou-wrk-3455     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.01%  iou-wrk-3470     [kernel.vmlinux]  [k] set_next_entity
     0.06%     0.02%  iou-wrk-3475     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] read_pages
     0.05%     0.02%  iou-wrk-3478     [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3437     [kernel.vmlinux]  [k] update_curr
     0.05%     0.05%  iou-wrk-3443     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.05%  iou-wrk-3467     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.05%  iou-wrk-3474     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.00%  iou-wrk-3474     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.05%  iou-wrk-3443     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.01%  iou-wrk-3468     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] rb_erase
     0.05%     0.01%  iou-wrk-3442     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3479     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.03%  fio              [kernel.vmlinux]  [k] rcu_note_context_switch
     0.05%     0.02%  iou-wrk-3442     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] __list_add_valid
     0.05%     0.02%  iou-wrk-3468     [kernel.vmlinux]  [k] set_next_entity
     0.05%     0.02%  iou-wrk-3442     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] scheduler_tick
     0.05%     0.03%  iou-wrk-3465     [kernel.vmlinux]  [k] update_curr
     0.05%     0.05%  iou-wrk-3470     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.01%  iou-wrk-3470     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.02%  iou-wrk-3437     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.02%  iou-wrk-3472     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] slab_post_alloc_hook
     0.05%     0.01%  iou-wrk-3447     [kernel.vmlinux]  [k] update_curr
     0.05%     0.02%  fio              [kernel.vmlinux]  [k] sugov_update_single_freq
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] update_cfs_rq_h_load
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] task_work_run
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_exit
     0.05%     0.05%  swapper          [kernel.vmlinux]  [k] __switch_to_asm
     0.05%     0.05%  iou-wrk-3475     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.05%     0.05%  kswapd0          [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.05%     0.00%  kswapd0          [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.05%     0.05%  migration/53     [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] __schedule
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] balance_fair
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] find_busiest_group
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] kthread
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] load_balance
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] newidle_balance
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] put_prev_task_balance
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] ret_from_fork
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] schedule
     0.05%     0.00%  migration/53     [kernel.vmlinux]  [k] smpboot_thread_fn
     0.05%     0.00%  iou-wrk-3437     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-3460     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-3461     [kernel.vmlinux]  [k] io_assign_current_work
     0.05%     0.00%  perf             [kernel.vmlinux]  [k] do_syscall_64
     0.05%     0.00%  perf             [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.05%     0.00%  iou-wrk-3464     [kernel.vmlinux]  [k] io_assign_current_work
     0.05%     0.05%  iou-wrk-3449     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.05%     0.02%  iou-wrk-3476     [kernel.vmlinux]  [k] io_req_complete_post
     0.05%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] set_next_entity
     0.05%     0.00%  iou-wrk-3448     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.01%  iou-wrk-3469     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.05%     0.01%  iou-wrk-3470     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3470     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3440     [kernel.vmlinux]  [k] security_file_permission
     0.05%     0.05%  iou-wrk-3466     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-3466     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.00%  iou-wrk-3466     [kernel.vmlinux]  [k] pmem_submit_bio
     0.05%     0.03%  iou-wrk-3471     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3455     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.02%  iou-wrk-3453     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3453     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3468     [kernel.vmlinux]  [k] io_assign_current_work
     0.05%     0.05%  iou-wrk-3447     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.05%     0.01%  iou-wrk-3456     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3472     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3450     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.05%  iou-wrk-3461     [kernel.vmlinux]  [k] __switch_to_asm
     0.05%     0.02%  iou-wrk-3479     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-3437     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.00%  iou-wrk-3437     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3437     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3458     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  iou-wrk-3463     [kernel.vmlinux]  [k] io_clean_op
     0.05%     0.04%  iou-wrk-3450     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.05%     0.05%  iou-wrk-3451     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.01%  iou-wrk-3473     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.01%  iou-wrk-3472     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.05%     0.01%  iou-wrk-3467     [kernel.vmlinux]  [k] update_curr
     0.05%     0.01%  iou-wrk-3478     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.05%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] submit_bio
     0.05%     0.04%  fio              [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.05%     0.02%  iou-wrk-3465     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.03%  iou-wrk-3461     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.05%  iou-wrk-3472     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.05%     0.01%  iou-wrk-3467     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.02%  iou-wrk-3476     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  iou-wrk-3474     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.02%  iou-wrk-3466     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.00%  iou-wrk-3466     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.03%  iou-wrk-3462     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.04%  fio              [kernel.vmlinux]  [k] native_load_tls
     0.05%     0.00%  iou-wrk-3463     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.02%  iou-wrk-3474     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.05%  iou-wrk-3447     [kernel.vmlinux]  [k] __switch_to_asm
     0.05%     0.05%  iou-wrk-3443     [kernel.vmlinux]  [k] pick_next_entity
     0.05%     0.03%  iou-wrk-3440     [kernel.vmlinux]  [k] io_req_complete_post
     0.05%     0.00%  iou-wrk-3440     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.00%  iou-wrk-3442     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3458     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3458     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3438     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.05%  iou-wrk-3438     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.02%  iou-wrk-3452     [kernel.vmlinux]  [k] update_curr
     0.05%     0.01%  iou-wrk-3479     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.01%  iou-wrk-3477     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.02%  iou-wrk-3451     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.05%  iou-wrk-3470     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.05%     0.01%  iou-wrk-3457     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3457     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3474     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] create_io_worker
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] create_worker_cb
     0.04%     0.04%  swapper          [kernel.vmlinux]  [k] nr_iowait_cpu
     0.04%     0.00%  swapper          [kernel.vmlinux]  [k] update_ts_time_stats
     0.04%     0.00%  perf             [kernel.vmlinux]  [k] __x64_sys_poll
     0.04%     0.00%  perf             [kernel.vmlinux]  [k] do_sys_poll
     0.04%     0.00%  perf             [kernel.vmlinux]  [k] perf_poll
     0.04%     0.02%  kswapd0          [kernel.vmlinux]  [k] lru_gen_del_page
     0.04%     0.04%  perf             [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.04%     0.00%  perf             [kernel.vmlinux]  [k] add_wait_queue
     0.04%     0.03%  swapper          [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.04%     0.00%  iou-wrk-3469     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.01%  swapper          [kernel.vmlinux]  [k] sched_clock_cpu
     0.04%     0.04%  iou-wrk-3451     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.04%     0.03%  swapper          [kernel.vmlinux]  [k] finish_task_switch
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] evict_pages
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] shrink_lruvec
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] shrink_node
     0.04%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] try_to_free_pages
     0.04%     0.00%  swapper          [kernel.vmlinux]  [k] start_kernel
     0.04%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] io_dismantle_req
     0.04%     0.04%  iou-wrk-3453     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.04%     0.02%  iou-wrk-3450     [kernel.vmlinux]  [k] pick_next_task_fair
     0.04%     0.00%  iou-wrk-3444     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.00%  iou-wrk-3438     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.00%  iou-wrk-3447     [kernel.vmlinux]  [k] __io_free_req
     0.04%     0.00%  iou-wrk-3447     [kernel.vmlinux]  [k] io_dismantle_req
     0.04%     0.01%  iou-wrk-3464     [kernel.vmlinux]  [k] __alloc_pages
     0.04%     0.03%  iou-wrk-3473     [kernel.vmlinux]  [k] update_load_avg
     0.04%     0.01%  iou-wrk-3444     [kernel.vmlinux]  [k] dequeue_entity
     0.04%     0.00%  iou-wrk-3447     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.04%     0.02%  iou-wrk-3439     [kernel.vmlinux]  [k] update_curr
     0.04%     0.02%  iou-wrk-3444     [kernel.vmlinux]  [k] update_curr
     0.04%     0.04%  iou-wrk-3479     [kernel.vmlinux]  [k] psi_group_change
     0.04%     0.04%  iou-wrk-3472     [kernel.vmlinux]  [k] __switch_to_asm
     0.04%     0.04%  iou-wrk-3440     [kernel.vmlinux]  [k] selinux_file_permission
     0.04%     0.01%  iou-wrk-3457     [kernel.vmlinux]  [k] io_wq_worker_sleeping
