# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2377160966936
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     0.85%     0.01%  iou-wrk-3462     [kernel.vmlinux]  [k] io_issue_sqe
     0.85%     0.00%  iou-wrk-3462     [kernel.vmlinux]  [k] io_wq_submit_work
     0.84%     0.00%  iou-wrk-3467     [kernel.vmlinux]  [k] io_read
     0.84%     0.01%  iou-wrk-3462     [kernel.vmlinux]  [k] io_read
     0.84%     0.01%  iou-wrk-3471     [kernel.vmlinux]  [k] schedule_timeout
     0.84%     0.02%  iou-wrk-3451     [kernel.vmlinux]  [k] io_worker_handle_work
     0.84%     0.01%  iou-wrk-3450     [kernel.vmlinux]  [k] io_issue_sqe
     0.84%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.01%  iou-wrk-3470     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.00%  iou-wrk-3450     [kernel.vmlinux]  [k] io_read
     0.83%     0.02%  iou-wrk-3464     [kernel.vmlinux]  [k] io_worker_handle_work
     0.83%     0.00%  iou-wrk-3470     [kernel.vmlinux]  [k] io_issue_sqe
     0.83%     0.00%  iou-wrk-3470     [kernel.vmlinux]  [k] io_read
     0.82%     0.04%  iou-wrk-3471     [kernel.vmlinux]  [k] io_worker_handle_work
     0.81%     0.00%  iou-wrk-3455     [kernel.vmlinux]  [k] io_issue_sqe
     0.81%     0.00%  iou-wrk-3455     [kernel.vmlinux]  [k] io_read
     0.81%     0.00%  iou-wrk-3455     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.02%  iou-wrk-3452     [kernel.vmlinux]  [k] io_issue_sqe
     0.81%     0.00%  iou-wrk-3452     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] io_worker_handle_work
     0.81%     0.03%  iou-wrk-3478     [kernel.vmlinux]  [k] io_worker_handle_work
     0.81%     0.40%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.81%     0.01%  iou-wrk-3476     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.02%  iou-wrk-3437     [kernel.vmlinux]  [k] io_read
     0.81%     0.00%  iou-wrk-3437     [kernel.vmlinux]  [k] io_issue_sqe
     0.81%     0.00%  iou-wrk-3437     [kernel.vmlinux]  [k] io_wq_submit_work
     0.81%     0.05%  iou-wrk-3479     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.08%  iou-wrk-3439     [kernel.vmlinux]  [k] filemap_read
     0.80%     0.00%  iou-wrk-3468     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-3468     [kernel.vmlinux]  [k] io_read
     0.80%     0.00%  iou-wrk-3468     [kernel.vmlinux]  [k] io_wq_submit_work
     0.80%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-3476     [kernel.vmlinux]  [k] io_read
     0.80%     0.05%  iou-wrk-3440     [kernel.vmlinux]  [k] filemap_read
     0.80%     0.01%  iou-wrk-3456     [kernel.vmlinux]  [k] io_issue_sqe
     0.80%     0.00%  iou-wrk-3456     [kernel.vmlinux]  [k] io_wq_submit_work
     0.80%     0.00%  iou-wrk-3472     [kernel.vmlinux]  [k] filemap_get_pages
     0.80%     0.01%  iou-wrk-3452     [kernel.vmlinux]  [k] io_read
     0.80%     0.03%  iou-wrk-3458     [kernel.vmlinux]  [k] io_worker_handle_work
     0.79%     0.00%  iou-wrk-3456     [kernel.vmlinux]  [k] io_read
     0.79%     0.07%  iou-wrk-3455     [kernel.vmlinux]  [k] filemap_read
     0.79%     0.02%  iou-wrk-3467     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.78%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.78%     0.06%  iou-wrk-3460     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.04%  iou-wrk-3462     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.06%  iou-wrk-3470     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.02%  iou-wrk-3473     [kernel.vmlinux]  [k] schedule
     0.76%     0.10%  iou-wrk-3444     [kernel.vmlinux]  [k] _raw_spin_lock
     0.75%     0.02%  iou-wrk-3457     [kernel.vmlinux]  [k] schedule_timeout
     0.75%     0.07%  iou-wrk-3468     [kernel.vmlinux]  [k] filemap_read
     0.75%     0.01%  iou-wrk-3473     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.02%  iou-wrk-3477     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-3477     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.03%  iou-wrk-3450     [kernel.vmlinux]  [k] filemap_read
     0.75%     0.01%  iou-wrk-3451     [kernel.vmlinux]  [k] io_read
     0.75%     0.00%  iou-wrk-3451     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-3451     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.01%  iou-wrk-3463     [kernel.vmlinux]  [k] io_read
     0.75%     0.00%  iou-wrk-3463     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-3463     [kernel.vmlinux]  [k] io_wq_submit_work
     0.74%     0.00%  kswapd0          [kernel.vmlinux]  [k] xas_store
     0.74%     0.01%  iou-wrk-3473     [kernel.vmlinux]  [k] io_issue_sqe
     0.74%     0.01%  iou-wrk-3465     [kernel.vmlinux]  [k] io_issue_sqe
     0.74%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] io_wq_submit_work
     0.74%     0.01%  iou-wrk-3441     [kernel.vmlinux]  [k] io_issue_sqe
     0.74%     0.00%  iou-wrk-3441     [kernel.vmlinux]  [k] io_wq_submit_work
     0.74%     0.06%  iou-wrk-3473     [kernel.vmlinux]  [k] __schedule
     0.74%     0.00%  iou-wrk-3473     [kernel.vmlinux]  [k] io_read
     0.74%     0.74%  kswapd0          [kernel.vmlinux]  [k] xas_create
     0.74%     0.00%  iou-wrk-3477     [kernel.vmlinux]  [k] io_read
     0.74%     0.04%  iou-wrk-3456     [kernel.vmlinux]  [k] filemap_read
     0.74%     0.00%  iou-wrk-3465     [kernel.vmlinux]  [k] io_read
     0.73%     0.01%  iou-wrk-3441     [kernel.vmlinux]  [k] io_read
     0.73%     0.01%  iou-wrk-3453     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3453     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.01%  iou-wrk-3442     [kernel.vmlinux]  [k] io_read
     0.73%     0.00%  iou-wrk-3442     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3442     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.02%  iou-wrk-3447     [kernel.vmlinux]  [k] io_read
     0.73%     0.00%  iou-wrk-3447     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3447     [kernel.vmlinux]  [k] io_wq_submit_work
     0.72%     0.16%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.72%     0.01%  iou-wrk-3453     [kernel.vmlinux]  [k] io_read
     0.72%     0.06%  iou-wrk-3463     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.04%  iou-wrk-3437     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.16%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.71%     0.01%  iou-wrk-3471     [kernel.vmlinux]  [k] schedule
     0.71%     0.01%  iou-wrk-3443     [kernel.vmlinux]  [k] io_issue_sqe
     0.71%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.01%  iou-wrk-3464     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.02%  iou-wrk-3451     [kernel.vmlinux]  [k] filemap_read
     0.71%     0.02%  iou-wrk-3439     [kernel.vmlinux]  [k] schedule_timeout
     0.70%     0.05%  fio              [kernel.vmlinux]  [k] io_file_get_normal
     0.70%     0.01%  iou-wrk-3445     [kernel.vmlinux]  [k] io_worker_handle_work
     0.70%     0.01%  iou-wrk-3475     [kernel.vmlinux]  [k] io_worker_handle_work
     0.70%     0.00%  iou-wrk-3443     [kernel.vmlinux]  [k] io_read
     0.70%     0.02%  iou-wrk-3464     [kernel.vmlinux]  [k] io_issue_sqe
     0.70%     0.00%  iou-wrk-3453     [kernel.vmlinux]  [k] schedule_timeout
     0.70%     0.02%  iou-wrk-3443     [kernel.vmlinux]  [k] schedule_timeout
     0.70%     0.00%  iou-wrk-3438     [kernel.vmlinux]  [k] filemap_get_pages
     0.70%     0.03%  iou-wrk-3477     [kernel.vmlinux]  [k] filemap_read
     0.69%     0.05%  iou-wrk-3452     [kernel.vmlinux]  [k] filemap_read
