# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31618580708647
#
# Children      Self  Command          Shared Object         Symbol                                        
# ........  ........  ...............  ....................  ..............................................
#
     0.20%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3066     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  kswapd0          [kernel.vmlinux]      [k] lru_note_cost
     0.20%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.04%  swapper          [kernel.vmlinux]      [k] load_balance
     0.20%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] workingset_refault
     0.20%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3066     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3083     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.20%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.20%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  swapper          [kernel.vmlinux]      [k] schedule_idle
     0.19%     0.00%  swapper          [kernel.vmlinux]      [k] __sched_text_start
     0.19%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  swapper          [kernel.vmlinux]      [k] newidle_balance
     0.19%     0.00%  swapper          [kernel.vmlinux]      [k] pick_next_task_fair
     0.19%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] workingset_refault
     0.19%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.19%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.19%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.18%     0.01%  kswapd0          [kernel.vmlinux]      [k] shrink_page_list
     0.18%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.18%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.18%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.18%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.18%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.18%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] read_pages
     0.18%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3089     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3030     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3061     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3030     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3089     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3061     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] read_pages
     0.17%     0.00%  iou-wrk-3066     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3066     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3083     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3083     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] read_pages
     0.16%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] submit_bio
     0.16%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] submit_bio_noacct
     0.16%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] __submit_bio
     0.16%     0.00%  iou-wrk-3056     [nd_pmem]             [k] pmem_submit_bio
     0.15%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3100     [nd_pmem]             [k] pmem_submit_bio
     0.15%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] __submit_bio
     0.15%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] submit_bio
     0.15%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] __submit_bio
