# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31618580708647
#
# Children      Self  Command          Shared Object         Symbol                                        
# ........  ........  ...............  ....................  ..............................................
#
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] __next_timer_interrupt
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3075     [kvm]                 [k] mmu_shrink_count
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] page_vma_mapped_walk
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] rmap_walk_anon
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] try_to_unmap
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] try_to_unmap_one
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] __swap_duplicate
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] rmap_walk_anon
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] swap_duplicate
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] try_to_unmap
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] try_to_unmap_one
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] can_demote
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] make_kuid
     0.00%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] should_failslab
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] __calc_delta
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] anon_vma_interval_tree_iter_next
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] rmap_walk_anon
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] __bitmap_and
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] clear_buddies
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] place_entity
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] tick_program_event
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] bvec_free
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] klist_next
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] klist_next
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] vmpressure
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] rcu_gp_kthread_wake
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] bvec_free
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] default_wake_function
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] super_cache_count
     0.00%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] sched_slice
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] hrtimer_active
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] __sysvec_call_function
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] asm_sysvec_call_function
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] sysvec_call_function
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] ext4_es_count
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] sbitmap_get
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] __blk_mq_do_dispatch_sched
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] process_one_work
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] scsi_mq_get_budget
     0.00%     0.00%  kworker/28:1H-e  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] __swap_duplicate
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] swap_duplicate
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] make_kgid
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] __do_softirq
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] __calc_delta
     0.00%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] __do_softirq
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] rcu_qs
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] __do_softirq
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] page_mapped
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3050     [kernel.vmlinux]      [k] mempool_free
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] super_cache_count
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] mem_cgroup_from_id
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] __xas_next
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3068     [bnxt_en]             [k] bnxt_poll
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] __do_softirq
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] __napi_poll
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] __netif_receive_skb_list_core
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] __udp4_lib_rcv
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] asm_common_interrupt
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] common_interrupt
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] free_unref_page
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] gro_normal_list.part.0
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_list_rcv
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_local_deliver
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_local_deliver_finish
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_protocol_deliver_rcu
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_sublist_rcv
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] ip_sublist_rcv_finish
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] kfree_skb
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] napi_complete_done
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] net_rx_action
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] netif_receive_skb_list_internal
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] skb_release_data
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] set_next_buddy
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] drain_pages
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] drain_pages_zone
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/26:1-mm  [kernel.vmlinux]      [k] process_one_work
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] native_load_tls
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] klist_next
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] __queue_work
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] put_task_stack
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] queue_work_on
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] sched_clock
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] bio_put
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] should_failslab
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] dequeue_task
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] __queue_work
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] queue_work_on
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] update_rt_rq_load_avg
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] super_cache_count
     0.00%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] generic_file_read_iter
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]      [k] rb_erase
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]      [k] __sched_text_start
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] rcu_qs
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] cpumask_next
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] mem_cgroup_iter
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] drain_pages
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] drain_pages_zone
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] process_one_work
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/4:1-mm_  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]      [k] place_entity
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] switch_ldt
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] tick_program_event
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] node_page_state
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] native_load_tls
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] mem_cgroup_from_id
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] idr_find
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] native_read_msr
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] klist_next
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] klist_next
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] bvec_free
     0.00%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3056     [kernel.vmlinux]      [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] make_kuid
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] rb_insert_color
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] acpi_ev_address_space_dispatch
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] __wake_up
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] tick_do_update_jiffies64
     0.00%     0.00%  kworker/20:1-mm  [kernel.vmlinux]      [k] dequeue_task
     0.00%     0.00%  kworker/20:1-mm  [kernel.vmlinux]      [k] __sched_text_start
     0.00%     0.00%  kworker/20:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  iou-wrk-3032     [kernel.vmlinux]      [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] update_wall_time
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]      [k] resched_curr
     0.00%     0.00%  iou-wrk-3075     [kernel.vmlinux]      [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] clear_buddies
     0.00%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3067     [kernel.vmlinux]      [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] node_page_state
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]      [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] rcu_qs
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] refill_stock
     0.00%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3051     [kernel.vmlinux]      [k] switch_ldt
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] dequeue_task
     0.00%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] load_new_mm_cr3
