# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32050145111127
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.01%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3288     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3335     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] dequeue_task_fair
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] isolate_lru_pages
     0.01%     0.01%  iou-wrk-3304     [kernel.vmlinux]    [k] _raw_spin_lock
     0.01%     0.00%  iou-wrk-3314     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3314     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3342     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3341     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3306     [kernel.vmlinux]    [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  swapper          [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] __sched_text_start
     0.01%     0.00%  iou-wrk-3327     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3285     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3336     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3268     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3304     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3282     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3328     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]    [k] rcu_gp_fqs_loop
     0.01%     0.00%  iou-wrk-3306     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.01%  fio              [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3335     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] io_req_complete_post
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3304     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3282     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  rcu_sched        [kernel.vmlinux]    [k] schedule_timeout
     0.01%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3344     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3321     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3322     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3290     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3334     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] psi_task_switch
     0.01%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.01%  fio              [kernel.vmlinux]    [k] __restore_fpregs_from_fpstate
     0.01%     0.00%  iou-wrk-3318     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3314     [kernel.vmlinux]    [k] schedule_timeout
     0.01%     0.00%  iou-wrk-3344     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3334     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3275     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] schedule
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3318     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] dequeue_task_fair
     0.01%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] psi_task_switch
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3331     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3285     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3299     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3341     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] psi_task_switch
     0.01%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.01%  iou-wrk-3270     [kernel.vmlinux]    [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3322     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3295     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3336     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3290     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3321     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3268     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3291     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3275     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] dequeue_task_fair
     0.01%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3327     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3299     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] schedule_timeout
     0.01%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] dequeue_task_fair
     0.01%     0.00%  iou-wrk-3342     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3291     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3314     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3321     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] dequeue_task_fair
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3322     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3328     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  fio              [kernel.vmlinux]    [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3327     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.01%  iou-wrk-3339     [kernel.vmlinux]    [k] _raw_spin_lock
     0.01%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] __wake_up_common
     0.01%     0.00%  iou-wrk-3304     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3336     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3331     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] lru_add_drain
     0.01%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3295     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3344     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] schedule_timeout
     0.01%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] charge_memcg
     0.01%     0.00%  iou-wrk-3306     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3291     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3331     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] __activate_page
     0.01%     0.00%  iou-wrk-3342     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] io_dismantle_req
     0.01%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.01%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] pick_next_task_fair
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] io_cqring_ev_posted
