# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2349040424760
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     1.90%     0.00%  iou-wrk-2988     [kernel.vmlinux]  [k] ret_from_fork
     1.87%     0.28%  fio              [kernel.vmlinux]  [k] pick_next_task_fair
     1.79%     0.02%  iou-wrk-2995     [kernel.vmlinux]  [k] io_wqe_worker
     1.79%     0.00%  iou-wrk-2995     [kernel.vmlinux]  [k] ret_from_fork
     1.77%     0.02%  iou-wrk-3000     [kernel.vmlinux]  [k] io_wqe_worker
     1.77%     0.00%  iou-wrk-3000     [kernel.vmlinux]  [k] ret_from_fork
     1.75%     0.02%  iou-wrk-3003     [kernel.vmlinux]  [k] io_wqe_worker
     1.75%     0.00%  iou-wrk-3003     [kernel.vmlinux]  [k] ret_from_fork
     1.74%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] io_wqe_worker
     1.74%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] ret_from_fork
     1.74%     0.00%  iou-wrk-2987     [kernel.vmlinux]  [k] io_wqe_worker
     1.74%     0.00%  iou-wrk-2987     [kernel.vmlinux]  [k] ret_from_fork
     1.72%     0.01%  iou-wrk-3002     [kernel.vmlinux]  [k] io_wqe_worker
     1.72%     0.00%  iou-wrk-3002     [kernel.vmlinux]  [k] ret_from_fork
     1.64%     0.02%  iou-wrk-3012     [kernel.vmlinux]  [k] io_wqe_worker
     1.64%     0.00%  iou-wrk-3012     [kernel.vmlinux]  [k] ret_from_fork
     1.58%     0.01%  iou-wrk-2999     [kernel.vmlinux]  [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-2999     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.02%  iou-wrk-2990     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-2990     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.00%  iou-wrk-3004     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3004     [kernel.vmlinux]  [k] ret_from_fork
     1.56%     0.03%  iou-wrk-2979     [kernel.vmlinux]  [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] ret_from_fork
     1.56%     0.01%  iou-wrk-3009     [kernel.vmlinux]  [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-3009     [kernel.vmlinux]  [k] ret_from_fork
     1.53%     0.02%  iou-wrk-3017     [kernel.vmlinux]  [k] io_wqe_worker
     1.53%     0.00%  iou-wrk-3017     [kernel.vmlinux]  [k] ret_from_fork
     1.51%     0.01%  iou-wrk-2986     [kernel.vmlinux]  [k] io_wqe_worker
     1.51%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] ret_from_fork
     1.50%     0.02%  iou-wrk-3005     [kernel.vmlinux]  [k] io_wqe_worker
     1.50%     0.00%  iou-wrk-3005     [kernel.vmlinux]  [k] ret_from_fork
     1.49%     0.02%  iou-wrk-2994     [kernel.vmlinux]  [k] io_wqe_worker
     1.49%     0.00%  iou-wrk-2994     [kernel.vmlinux]  [k] ret_from_fork
     1.46%     0.03%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     1.46%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] io_wqe_worker
     1.46%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] ret_from_fork
     1.44%     0.03%  iou-wrk-2992     [kernel.vmlinux]  [k] io_wqe_worker
     1.44%     0.00%  iou-wrk-2992     [kernel.vmlinux]  [k] ret_from_fork
     1.42%     0.01%  iou-wrk-3011     [kernel.vmlinux]  [k] io_wqe_worker
     1.42%     0.00%  iou-wrk-3011     [kernel.vmlinux]  [k] ret_from_fork
     1.36%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] io_worker_handle_work
     1.35%     0.00%  iou-wrk-2996     [kernel.vmlinux]  [k] io_wqe_worker
     1.35%     0.00%  iou-wrk-2996     [kernel.vmlinux]  [k] ret_from_fork
     1.34%     0.04%  iou-wrk-2984     [kernel.vmlinux]  [k] io_worker_handle_work
     1.34%     0.02%  iou-wrk-3016     [kernel.vmlinux]  [k] io_wqe_worker
     1.34%     0.00%  iou-wrk-3016     [kernel.vmlinux]  [k] ret_from_fork
     1.33%     0.03%  iou-wrk-2997     [kernel.vmlinux]  [k] io_wqe_worker
     1.33%     0.00%  iou-wrk-2997     [kernel.vmlinux]  [k] ret_from_fork
     1.32%     0.01%  iou-wrk-3015     [kernel.vmlinux]  [k] io_wqe_worker
     1.32%     0.00%  iou-wrk-3015     [kernel.vmlinux]  [k] ret_from_fork
     1.30%     0.03%  iou-wrk-3007     [kernel.vmlinux]  [k] io_wqe_worker
     1.30%     0.00%  iou-wrk-3007     [kernel.vmlinux]  [k] ret_from_fork
     1.30%     0.03%  iou-wrk-2993     [kernel.vmlinux]  [k] io_worker_handle_work
     1.25%     0.52%  fio              [kernel.vmlinux]  [k] update_curr
     1.24%     0.02%  iou-wrk-3001     [kernel.vmlinux]  [k] io_wqe_worker
     1.24%     0.00%  iou-wrk-3001     [kernel.vmlinux]  [k] ret_from_fork
     1.24%     0.05%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     1.23%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] io_wqe_worker
     1.23%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] ret_from_fork
     1.23%     0.02%  iou-wrk-3013     [kernel.vmlinux]  [k] io_wqe_worker
     1.23%     0.00%  iou-wrk-3013     [kernel.vmlinux]  [k] ret_from_fork
     1.21%     0.04%  iou-wrk-2980     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.10%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     1.17%     1.16%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     1.17%     0.02%  iou-wrk-3010     [kernel.vmlinux]  [k] io_wqe_worker
     1.17%     0.00%  iou-wrk-3010     [kernel.vmlinux]  [k] ret_from_fork
     1.16%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] io_read
     1.16%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] io_wq_submit_work
     1.13%     1.12%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     1.13%     0.03%  iou-wrk-3012     [kernel.vmlinux]  [k] io_worker_handle_work
     1.12%     0.04%  iou-wrk-2989     [kernel.vmlinux]  [k] io_worker_handle_work
     1.12%     0.02%  iou-wrk-2993     [kernel.vmlinux]  [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-2993     [kernel.vmlinux]  [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3006     [kernel.vmlinux]  [k] io_wqe_worker
     1.11%     0.00%  iou-wrk-3006     [kernel.vmlinux]  [k] ret_from_fork
     1.11%     0.00%  iou-wrk-2993     [kernel.vmlinux]  [k] io_read
     1.10%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] io_wq_submit_work
     1.09%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] io_read
     1.09%     0.04%  iou-wrk-2979     [kernel.vmlinux]  [k] io_worker_handle_work
     1.08%     0.26%  iou-wrk-2995     [kernel.vmlinux]  [k] io_worker_handle_work
     1.08%     0.02%  iou-wrk-2998     [kernel.vmlinux]  [k] io_wqe_worker
     1.08%     0.00%  iou-wrk-2998     [kernel.vmlinux]  [k] ret_from_fork
     1.07%     0.22%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     1.06%     0.06%  iou-wrk-2982     [kernel.vmlinux]  [k] filemap_read
     1.06%     0.06%  iou-wrk-2993     [kernel.vmlinux]  [k] filemap_read
     1.06%     0.02%  iou-wrk-2999     [kernel.vmlinux]  [k] io_worker_handle_work
     1.06%     0.01%  iou-wrk-2987     [kernel.vmlinux]  [k] io_worker_handle_work
     1.05%     0.01%  iou-wrk-3008     [kernel.vmlinux]  [k] io_wqe_worker
     1.05%     0.00%  iou-wrk-3008     [kernel.vmlinux]  [k] ret_from_fork
     1.05%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] io_wq_submit_work
     1.03%     0.06%  iou-wrk-2984     [kernel.vmlinux]  [k] filemap_read
     1.03%     0.01%  iou-wrk-3003     [kernel.vmlinux]  [k] io_worker_handle_work
     1.02%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] io_issue_sqe
     1.02%     0.02%  iou-wrk-3005     [kernel.vmlinux]  [k] io_worker_handle_work
     1.01%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] io_read
     1.01%     0.03%  iou-wrk-2986     [kernel.vmlinux]  [k] io_worker_handle_work
     1.00%     0.01%  iou-wrk-2991     [kernel.vmlinux]  [k] io_wqe_worker
     1.00%     0.00%  iou-wrk-2991     [kernel.vmlinux]  [k] ret_from_fork
     0.99%     0.03%  iou-wrk-3017     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.01%  iou-wrk-3012     [kernel.vmlinux]  [k] io_read
     0.98%     0.00%  iou-wrk-3012     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-3012     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.04%  iou-wrk-3004     [kernel.vmlinux]  [k] io_worker_handle_work
     0.98%     0.02%  iou-wrk-3000     [kernel.vmlinux]  [k] io_worker_handle_work
     0.97%     0.02%  iou-wrk-3014     [kernel.vmlinux]  [k] io_wqe_worker
     0.97%     0.00%  iou-wrk-3014     [kernel.vmlinux]  [k] ret_from_fork
     0.96%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] io_wqe_worker
     0.96%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] ret_from_fork
     0.96%     0.07%  swapper          [kernel.vmlinux]  [k] __schedule
     0.96%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     0.96%     0.05%  iou-wrk-2980     [kernel.vmlinux]  [k] filemap_read
     0.96%     0.01%  iou-wrk-3002     [kernel.vmlinux]  [k] io_worker_handle_work
     0.96%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] io_read
     0.96%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] io_issue_sqe
     0.96%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] io_wq_submit_work
     0.95%     0.02%  iou-wrk-2988     [kernel.vmlinux]  [k] io_worker_handle_work
     0.94%     0.94%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.93%     0.01%  iou-wrk-2996     [kernel.vmlinux]  [k] io_worker_handle_work
     0.93%     0.01%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.93%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.93%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.93%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.93%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.92%     0.01%  iou-wrk-2989     [kernel.vmlinux]  [k] io_wq_submit_work
     0.92%     0.01%  iou-wrk-2989     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.01%  iou-wrk-2999     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-2999     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.01%  iou-wrk-2987     [kernel.vmlinux]  [k] io_wq_submit_work
     0.91%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.91%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.91%     0.02%  iou-wrk-2979     [kernel.vmlinux]  [k] filemap_read
     0.91%     0.05%  iou-wrk-3012     [kernel.vmlinux]  [k] filemap_read
     0.91%     0.03%  iou-wrk-3015     [kernel.vmlinux]  [k] io_worker_handle_work
     0.91%     0.02%  iou-wrk-2989     [kernel.vmlinux]  [k] io_read
     0.91%     0.00%  iou-wrk-2987     [kernel.vmlinux]  [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-2987     [kernel.vmlinux]  [k] io_read
     0.91%     0.00%  iou-wrk-2999     [kernel.vmlinux]  [k] io_read
     0.90%     0.08%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.89%     0.03%  iou-wrk-2990     [kernel.vmlinux]  [k] io_worker_handle_work
     0.88%     0.02%  iou-wrk-2994     [kernel.vmlinux]  [k] io_worker_handle_work
     0.88%     0.02%  iou-wrk-3003     [kernel.vmlinux]  [k] io_issue_sqe
     0.88%     0.00%  iou-wrk-3003     [kernel.vmlinux]  [k] io_wq_submit_work
     0.88%     0.03%  iou-wrk-2985     [kernel.vmlinux]  [k] io_worker_handle_work
     0.88%     0.01%  iou-wrk-3016     [kernel.vmlinux]  [k] io_worker_handle_work
     0.87%     0.06%  iou-wrk-2999     [kernel.vmlinux]  [k] filemap_read
     0.87%     0.00%  iou-wrk-3003     [kernel.vmlinux]  [k] io_read
     0.86%     0.02%  iou-wrk-2997     [kernel.vmlinux]  [k] io_worker_handle_work
     0.86%     0.01%  iou-wrk-3009     [kernel.vmlinux]  [k] io_worker_handle_work
     0.86%     0.01%  iou-wrk-2988     [kernel.vmlinux]  [k] schedule_timeout
     0.85%     0.00%  iou-wrk-3005     [kernel.vmlinux]  [k] io_issue_sqe
     0.85%     0.00%  iou-wrk-3005     [kernel.vmlinux]  [k] io_read
     0.85%     0.00%  iou-wrk-3005     [kernel.vmlinux]  [k] io_wq_submit_work
     0.85%     0.80%  fio              [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.84%     0.01%  iou-wrk-3000     [kernel.vmlinux]  [k] io_issue_sqe
     0.84%     0.00%  iou-wrk-3000     [kernel.vmlinux]  [k] io_wq_submit_work
     0.84%     0.00%  iou-wrk-2988     [kernel.vmlinux]  [k] io_issue_sqe
     0.84%     0.00%  iou-wrk-2988     [kernel.vmlinux]  [k] io_read
     0.84%     0.00%  iou-wrk-2988     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.02%  iou-wrk-2992     [kernel.vmlinux]  [k] io_worker_handle_work
     0.83%     0.05%  iou-wrk-2987     [kernel.vmlinux]  [k] filemap_read
     0.83%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] io_issue_sqe
     0.83%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] io_read
     0.83%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.03%  iou-wrk-3013     [kernel.vmlinux]  [k] io_worker_handle_work
     0.83%     0.01%  iou-wrk-3000     [kernel.vmlinux]  [k] io_read
     0.83%     0.00%  iou-wrk-3017     [kernel.vmlinux]  [k] io_issue_sqe
     0.83%     0.00%  iou-wrk-3017     [kernel.vmlinux]  [k] io_read
     0.83%     0.00%  iou-wrk-3017     [kernel.vmlinux]  [k] io_wq_submit_work
     0.83%     0.04%  iou-wrk-2989     [kernel.vmlinux]  [k] filemap_read
     0.82%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] io_wq_submit_work
     0.82%     0.04%  iou-wrk-3003     [kernel.vmlinux]  [k] filemap_read
     0.81%     0.02%  iou-wrk-3010     [kernel.vmlinux]  [k] io_worker_handle_work
     0.81%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] io_read
     0.81%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] io_issue_sqe
     0.79%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] io_worker_handle_work
     0.78%     0.01%  iou-wrk-3004     [kernel.vmlinux]  [k] io_read
     0.78%     0.00%  iou-wrk-3004     [kernel.vmlinux]  [k] io_issue_sqe
     0.78%     0.00%  iou-wrk-3004     [kernel.vmlinux]  [k] io_wq_submit_work
     0.78%     0.02%  iou-wrk-3000     [kernel.vmlinux]  [k] filemap_read
     0.78%     0.01%  iou-wrk-3015     [kernel.vmlinux]  [k] io_read
     0.78%     0.00%  iou-wrk-3015     [kernel.vmlinux]  [k] io_issue_sqe
     0.78%     0.00%  iou-wrk-3015     [kernel.vmlinux]  [k] io_wq_submit_work
     0.78%     0.08%  iou-wrk-2986     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.08%  iou-wrk-3005     [kernel.vmlinux]  [k] filemap_read
     0.77%     0.40%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.76%     0.01%  iou-wrk-2996     [kernel.vmlinux]  [k] io_wq_submit_work
     0.76%     0.01%  iou-wrk-2997     [kernel.vmlinux]  [k] io_issue_sqe
     0.76%     0.00%  iou-wrk-2997     [kernel.vmlinux]  [k] io_wq_submit_work
     0.76%     0.05%  iou-wrk-2988     [kernel.vmlinux]  [k] filemap_read
     0.76%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] io_issue_sqe
     0.76%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] io_wq_submit_work
     0.76%     0.01%  iou-wrk-3006     [kernel.vmlinux]  [k] io_worker_handle_work
     0.76%     0.02%  iou-wrk-2997     [kernel.vmlinux]  [k] io_read
     0.76%     0.01%  iou-wrk-2996     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.02%  iou-wrk-2988     [kernel.vmlinux]  [k] schedule
     0.75%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] io_read
     0.75%     0.01%  iou-wrk-2994     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.00%  iou-wrk-2990     [kernel.vmlinux]  [k] io_issue_sqe
     0.75%     0.00%  iou-wrk-2990     [kernel.vmlinux]  [k] io_read
     0.75%     0.00%  iou-wrk-2990     [kernel.vmlinux]  [k] io_wq_submit_work
     0.75%     0.01%  iou-wrk-3007     [kernel.vmlinux]  [k] io_worker_handle_work
     0.75%     0.00%  iou-wrk-2996     [kernel.vmlinux]  [k] io_read
     0.75%     0.02%  iou-wrk-3001     [kernel.vmlinux]  [k] io_worker_handle_work
     0.74%     0.02%  iou-wrk-2994     [kernel.vmlinux]  [k] io_issue_sqe
     0.74%     0.02%  iou-wrk-3000     [kernel.vmlinux]  [k] schedule_timeout
     0.74%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] filemap_get_pages
     0.73%     0.02%  iou-wrk-3013     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3013     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.05%  iou-wrk-2988     [kernel.vmlinux]  [k] __schedule
     0.73%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.00%  iou-wrk-2994     [kernel.vmlinux]  [k] io_read
     0.73%     0.01%  iou-wrk-2992     [kernel.vmlinux]  [k] io_wq_submit_work
     0.72%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] schedule_timeout
     0.72%     0.00%  iou-wrk-3016     [kernel.vmlinux]  [k] io_issue_sqe
     0.72%     0.00%  iou-wrk-3016     [kernel.vmlinux]  [k] io_read
     0.72%     0.00%  iou-wrk-3016     [kernel.vmlinux]  [k] io_wq_submit_work
     0.72%     0.03%  iou-wrk-3017     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.04%  iou-wrk-2978     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.02%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.72%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] io_read
     0.72%     0.01%  iou-wrk-2992     [kernel.vmlinux]  [k] io_read
     0.72%     0.00%  iou-wrk-2992     [kernel.vmlinux]  [k] io_issue_sqe
     0.72%     0.01%  iou-wrk-3008     [kernel.vmlinux]  [k] io_worker_handle_work
     0.72%     0.00%  iou-wrk-3013     [kernel.vmlinux]  [k] io_read
     0.71%     0.00%  iou-wrk-3009     [kernel.vmlinux]  [k] io_issue_sqe
     0.71%     0.00%  iou-wrk-3009     [kernel.vmlinux]  [k] io_read
     0.71%     0.00%  iou-wrk-3009     [kernel.vmlinux]  [k] io_wq_submit_work
     0.71%     0.06%  iou-wrk-3004     [kernel.vmlinux]  [k] filemap_read
     0.71%     0.01%  iou-wrk-2989     [kernel.vmlinux]  [k] schedule_timeout
     0.71%     0.05%  iou-wrk-2996     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.04%  iou-wrk-2981     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.00%  iou-wrk-3002     [kernel.vmlinux]  [k] schedule_timeout
     0.70%     0.05%  iou-wrk-3015     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.03%  iou-wrk-3013     [kernel.vmlinux]  [k] filemap_read
     0.69%     0.01%  iou-wrk-2995     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-2995     [kernel.vmlinux]  [k] io_wq_submit_work
     0.69%     0.03%  iou-wrk-2990     [kernel.vmlinux]  [k] filemap_read
     0.69%     0.01%  iou-wrk-3010     [kernel.vmlinux]  [k] io_wq_submit_work
     0.69%     0.00%  iou-wrk-3007     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-3007     [kernel.vmlinux]  [k] io_read
     0.69%     0.00%  iou-wrk-3007     [kernel.vmlinux]  [k] io_wq_submit_work
     0.69%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] filemap_read
     0.69%     0.03%  fio              [kernel.vmlinux]  [k] io_prep_async_link
     0.69%     0.00%  iou-wrk-3006     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-3006     [kernel.vmlinux]  [k] io_read
     0.69%     0.00%  iou-wrk-3006     [kernel.vmlinux]  [k] io_wq_submit_work
     0.68%     0.01%  iou-wrk-2995     [kernel.vmlinux]  [k] io_read
     0.68%     0.00%  iou-wrk-3003     [kernel.vmlinux]  [k] schedule_timeout
     0.68%     0.00%  iou-wrk-3010     [kernel.vmlinux]  [k] io_issue_sqe
     0.68%     0.00%  iou-wrk-3010     [kernel.vmlinux]  [k] io_read
     0.68%     0.02%  iou-wrk-3016     [kernel.vmlinux]  [k] filemap_read
     0.68%     0.03%  iou-wrk-2983     [kernel.vmlinux]  [k] io_worker_handle_work
     0.68%     0.02%  iou-wrk-3011     [kernel.vmlinux]  [k] io_worker_handle_work
     0.67%     0.63%  fio              [kernel.vmlinux]  [k] _find_next_bit
     0.67%     0.02%  iou-wrk-2991     [kernel.vmlinux]  [k] io_worker_handle_work
     0.67%     0.00%  iou-wrk-3011     [kernel.vmlinux]  [k] schedule_timeout
     0.67%     0.16%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.67%     0.02%  iou-wrk-2998     [kernel.vmlinux]  [k] io_worker_handle_work
     0.67%     0.66%  fio              [kernel.vmlinux]  [k] io_prep_rw
     0.67%     0.03%  iou-wrk-3009     [kernel.vmlinux]  [k] filemap_read
     0.67%     0.06%  iou-wrk-2997     [kernel.vmlinux]  [k] filemap_read
     0.66%     0.04%  iou-wrk-3010     [kernel.vmlinux]  [k] filemap_read
     0.66%     0.66%  fio              [kernel.vmlinux]  [k] io_prep_async_work
     0.66%     0.01%  iou-wrk-3000     [kernel.vmlinux]  [k] schedule
     0.66%     0.00%  iou-wrk-3008     [kernel.vmlinux]  [k] io_issue_sqe
     0.66%     0.00%  iou-wrk-3008     [kernel.vmlinux]  [k] io_read
     0.66%     0.00%  iou-wrk-3008     [kernel.vmlinux]  [k] io_wq_submit_work
     0.65%     0.06%  iou-wrk-3000     [kernel.vmlinux]  [k] __schedule
     0.65%     0.02%  iou-wrk-3001     [kernel.vmlinux]  [k] io_read
     0.65%     0.00%  iou-wrk-3001     [kernel.vmlinux]  [k] io_issue_sqe
     0.65%     0.00%  iou-wrk-3001     [kernel.vmlinux]  [k] io_wq_submit_work
     0.65%     0.00%  iou-wrk-3002     [kernel.vmlinux]  [k] schedule
