# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 721K of event 'cycles'
# Event count (approx.): 64064804027726
#
# Children      Self  Command          Shared Object       Symbol                                 
# ........  ........  ...............  ..................  .......................................
#
     0.02%     0.00%  iou-wrk-3421     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3391     [kernel.vmlinux]    [k] update_curr
     0.02%     0.02%  iou-wrk-3438     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3406     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3466     [kernel.vmlinux]    [k] xas_store
     0.02%     0.02%  iou-wrk-3412     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3458     [kernel.vmlinux]    [k] update_curr
     0.02%     0.02%  iou-wrk-3461     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3417     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3423     [kernel.vmlinux]    [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3407     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3443     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3447     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3431     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3447     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3426     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3402     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3398     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3394     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3443     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3439     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.02%  iou-wrk-3427     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3414     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3456     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3439     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3399     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3430     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3429     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3395     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3388     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3413     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3432     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3434     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3462     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3411     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3449     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3457     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3424     [kernel.vmlinux]    [k] update_curr
     0.02%     0.02%  iou-wrk-3413     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3447     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3453     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.01%  iou-wrk-3403     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3402     [kernel.vmlinux]    [k] xas_store
     0.02%     0.01%  iou-wrk-3421     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3425     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3395     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3397     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3384     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3435     [kernel.vmlinux]    [k] update_curr
     0.02%     0.01%  iou-wrk-3462     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3417     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3440     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3456     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3442     [kernel.vmlinux]    [k] update_curr
     0.02%     0.01%  iou-wrk-3437     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3429     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3412     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3417     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3413     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3440     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3465     [kernel.vmlinux]    [k] update_curr
     0.02%     0.02%  iou-wrk-3460     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3426     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3418     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3402     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3386     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3438     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3409     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3461     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3410     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3408     [kernel.vmlinux]    [k] xas_store
     0.02%     0.01%  iou-wrk-3457     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3402     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3391     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3385     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3445     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3393     [kernel.vmlinux]    [k] xas_create
     0.02%     0.00%  iou-wrk-3420     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3405     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3426     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3460     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3448     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3396     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3441     [kernel.vmlinux]    [k] del_timer_sync
     0.02%     0.01%  iou-wrk-3409     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3418     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3405     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3431     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3404     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3466     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3463     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3457     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.01%  fio              [kernel.vmlinux]    [k] fget
     0.02%     0.00%  iou-wrk-3464     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3446     [kernel.vmlinux]    [k] update_curr
     0.02%     0.01%  iou-wrk-3417     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3430     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3392     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3399     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3459     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3451     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3441     [kernel.vmlinux]    [k] xas_store
     0.02%     0.01%  iou-wrk-3466     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3436     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3452     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3433     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-3385     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3451     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3454     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3446     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3435     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3454     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3386     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3403     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3447     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3398     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3407     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3424     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.02%  iou-wrk-3393     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]    [k] kiocb_done
     0.02%     0.00%  iou-wrk-3411     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3435     [kernel.vmlinux]    [k] __remove_mapping
     0.02%     0.00%  iou-wrk-3457     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3424     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3443     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3460     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3454     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3453     [kernel.vmlinux]    [k] xas_store
     0.02%     0.01%  iou-wrk-3466     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3387     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3410     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-3452     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3451     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3442     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3439     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3438     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-3388     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3446     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.01%  iou-wrk-3459     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3462     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3418     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3390     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3403     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3420     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3423     [kernel.vmlinux]    [k] del_timer_sync
     0.02%     0.02%  iou-wrk-3447     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3427     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3411     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3422     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3464     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3428     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3423     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3430     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3451     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3412     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3411     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  kswapd0          [kernel.vmlinux]    [k] lru_gen_del_page
     0.02%     0.00%  iou-wrk-3413     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3400     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3408     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3384     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3452     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3429     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3441     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3398     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3440     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3410     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.01%  iou-wrk-3452     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3401     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3417     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3449     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.02%  iou-wrk-3432     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3441     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3397     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3451     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3448     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3432     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3463     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3398     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.02%  iou-wrk-3448     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3405     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3419     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3457     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3430     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3442     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3464     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3402     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3405     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3419     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.02%  iou-wrk-3434     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3392     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3425     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3419     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3399     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3412     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3397     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3445     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.02%  iou-wrk-3409     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3397     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3424     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3428     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.01%  iou-wrk-3458     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3424     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3419     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3403     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3424     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3465     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3407     [kernel.vmlinux]    [k] kiocb_done
     0.02%     0.01%  iou-wrk-3427     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3461     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.02%  iou-wrk-3428     [kernel.vmlinux]    [k] xas_create
     0.02%     0.02%  iou-wrk-3466     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3458     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3458     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3409     [kernel.vmlinux]    [k] xas_store
     0.02%     0.01%  iou-wrk-3466     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3460     [kernel.vmlinux]    [k] kiocb_done
     0.02%     0.00%  iou-wrk-3459     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3454     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3403     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3390     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3392     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3416     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3437     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3387     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3407     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3456     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3392     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3432     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3402     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3422     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3387     [kernel.vmlinux]    [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3387     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3436     [kernel.vmlinux]    [k] xas_store
     0.02%     0.02%  iou-wrk-3422     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3385     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.01%  iou-wrk-3430     [kernel.vmlinux]    [k] update_curr
     0.02%     0.00%  iou-wrk-3449     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3459     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3387     [kernel.vmlinux]    [k] xas_create
     0.02%     0.00%  iou-wrk-3391     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3453     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3384     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3452     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3461     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3422     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3405     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3414     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3422     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3416     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3418     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3441     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3420     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3456     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3466     [kernel.vmlinux]    [k] xas_create
     0.02%     0.00%  iou-wrk-3426     [kernel.vmlinux]    [k] io_wq_free_work
     0.02%     0.00%  iou-wrk-3400     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3393     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3452     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3400     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3446     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3420     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3388     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3421     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.01%  iou-wrk-3443     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-3464     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3438     [kernel.vmlinux]    [k] xas_store
     0.02%     0.02%  iou-wrk-3396     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3419     [kernel.vmlinux]    [k] update_curr
     0.02%     0.01%  iou-wrk-3395     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3416     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3402     [kernel.vmlinux]    [k] xas_create
     0.02%     0.00%  iou-wrk-3429     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3436     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3421     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3415     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3395     [kernel.vmlinux]    [k] xas_store
     0.02%     0.00%  iou-wrk-3461     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3448     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3453     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.00%  iou-wrk-3389     [kernel.vmlinux]    [k] xas_store
     0.02%     0.02%  iou-wrk-3400     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3390     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.02%  iou-wrk-3422     [kernel.vmlinux]    [k] xas_create
     0.02%     0.00%  iou-wrk-3434     [kernel.vmlinux]    [k] kiocb_done
     0.02%     0.00%  iou-wrk-3446     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3433     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3442     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-3396     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-3433     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.00%  iou-wrk-3414     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.02%     0.00%  iou-wrk-3422     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.00%  iou-wrk-3447     [kernel.vmlinux]    [k] __io_free_req
     0.02%     0.01%  iou-wrk-3421     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-3407     [kernel.vmlinux]    [k] lock_timer_base
     0.02%     0.01%  iou-wrk-3451     [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.02%     0.00%  iou-wrk-3461     [kernel.vmlinux]    [k] dequeue_entity
     0.02%     0.02%  iou-wrk-3389     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3404     [kernel.vmlinux]    [k] update_curr
     0.02%     0.02%  iou-wrk-3465     [kernel.vmlinux]    [k] __switch_to_asm
