# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31306094655244
#
# Children      Self  Command          Shared Object               Symbol                                       
# ........  ........  ...............  ..........................  .............................................
#
     0.05%     0.05%  iou-wrk-3040     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  kswapd0          [kernel.vmlinux]            [k] __list_del_entry_valid
     0.05%     0.05%  iou-wrk-3016     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3014     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3015     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3042     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3032     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3028     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3035     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3013     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3021     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3029     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3037     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3008     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] schedule_timeout
     0.05%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3010     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3034     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3038     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3011     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.01%  iou-wrk-3040     [kernel.vmlinux]            [k] __sched_text_start
     0.05%     0.05%  iou-wrk-3026     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3030     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3033     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3004     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] schedule
     0.05%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3025     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3020     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3017     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3043     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3006     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.01%  fio              [kernel.vmlinux]            [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.05%     0.05%  iou-wrk-3019     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.05%  iou-wrk-3027     [kernel.vmlinux]            [k] mem_cgroup_css_rstat_flush
     0.05%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] schedule_timeout
     0.04%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] schedule_timeout
     0.04%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.01%  iou-wrk-3021     [kernel.vmlinux]            [k] __sched_text_start
     0.04%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.00%  fio              [kernel.vmlinux]            [k] syscall_exit_to_user_mode
     0.04%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __sched_text_start
     0.04%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] schedule
     0.04%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.04%     0.04%  fio              [kernel.vmlinux]            [k] __enqueue_entity
     0.04%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] schedule
     0.04%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] __sched_text_start
     0.04%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __sched_text_start
     0.04%     0.00%  iou-wrk-3012     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.02%  kswapd0          [kernel.vmlinux]            [k] workingset_eviction
     0.04%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3015     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] xas_store
     0.04%     0.01%  fio              [kernel.vmlinux]            [k] exit_to_user_mode_prepare
     0.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3024     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3013     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3032     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] schedule_timeout
     0.04%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] schedule
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] schedule
     0.04%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3038     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3017     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3022     [kernel.vmlinux]            [k] xas_store
     0.04%     0.04%  iou-wrk-3031     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.04%     0.03%  kswapd0          [kernel.vmlinux]            [k] __free_one_page
     0.04%     0.04%  fio              [kernel.vmlinux]            [k] __bitmap_and
     0.04%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.04%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] xas_store
     0.04%     0.00%  iou-wrk-3016     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.03%     0.01%  iou-wrk-3042     [kernel.vmlinux]            [k] get_page_from_freelist
     0.03%     0.03%  iou-wrk-3030     [kernel.vmlinux]            [k] xas_create
     0.03%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] xas_store
     0.03%     0.00%  iou-wrk-3019     [kernel.vmlinux]            [k] xas_store
     0.03%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] schedule_timeout
     0.03%     0.03%  iou-wrk-3033     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] xas_store
     0.03%     0.03%  iou-wrk-3034     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  iou-wrk-3035     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.03%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] xas_store
     0.03%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.03%     0.00%  iou-wrk-3018     [kernel.vmlinux]            [k] xas_store
     0.03%     0.03%  iou-wrk-3022     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.03%  iou-wrk-3009     [kernel.vmlinux]            [k] xas_create
     0.03%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] __sched_text_start
     0.03%     0.03%  iou-wrk-3043     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.00%  iou-wrk-3043     [kernel.vmlinux]            [k] schedule_timeout
     0.03%     0.03%  iou-wrk-3015     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  iou-wrk-3043     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  iou-wrk-3009     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.03%  iou-wrk-3023     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.03%  fio              [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.03%     0.03%  iou-wrk-3014     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  fio              [kernel.vmlinux]            [k] slab_post_alloc_hook
     0.03%     0.01%  iou-wrk-3025     [kernel.vmlinux]            [k] get_page_from_freelist
     0.03%     0.03%  iou-wrk-3012     [kernel.vmlinux]            [k] xas_create
     0.03%     0.01%  iou-wrk-3023     [kernel.vmlinux]            [k] get_page_from_freelist
     0.03%     0.03%  iou-wrk-3010     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  iou-wrk-3027     [kernel.vmlinux]            [k] xas_create
     0.03%     0.03%  iou-wrk-3012     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.02%  fio              [kernel.vmlinux]            [k] pick_next_entity
     0.03%     0.03%  iou-wrk-3034     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.03%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] __sched_text_start
     0.03%     0.03%  iou-wrk-3016     [kernel.vmlinux]            [k] workingset_age_nonresident
