# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.10%     0.10%  iou-wrk-3064     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] pmem_do_read
     0.10%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.10%  iou-wrk-3061     [kernel.vmlinux]  [k] xas_load
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] evict_pages
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] shrink_lruvec
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] shrink_node
     0.10%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] try_to_free_pages
     0.10%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] read_pages
     0.10%     0.10%  iou-wrk-3079     [kernel.vmlinux]  [k] psi_group_change
     0.10%     0.10%  iou-wrk-3064     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __submit_bio
     0.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] submit_bio_noacct
     0.10%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.10%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] read_pages
     0.10%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.03%  iou-wrk-3055     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.10%  iou-wrk-3084     [kernel.vmlinux]  [k] psi_group_change
     0.10%     0.10%  iou-wrk-3059     [kernel.vmlinux]  [k] psi_group_change
     0.10%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-3058     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-3069     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] pmem_do_read
     0.10%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] submit_bio
     0.10%     0.09%  fio              [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.10%     0.10%  iou-wrk-3074     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.08%  fio              [kernel.vmlinux]  [k] ttwu_queue_wakelist
     0.10%     0.10%  iou-wrk-3055     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] pmem_submit_bio
     0.10%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.06%  iou-wrk-3048     [kernel.vmlinux]  [k] _raw_spin_lock
     0.10%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] read_pages
     0.10%     0.03%  iou-wrk-3055     [kernel.vmlinux]  [k] _raw_spin_lock
     0.10%     0.10%  iou-wrk-3078     [kernel.vmlinux]  [k] xas_load
     0.10%     0.10%  iou-wrk-3060     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.10%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] copyout
     0.10%     0.03%  iou-wrk-3075     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.03%  iou-wrk-3080     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.09%  iou-wrk-3057     [kernel.vmlinux]  [k] xas_load
     0.10%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.09%  iou-wrk-3074     [kernel.vmlinux]  [k] xas_load
     0.10%     0.06%  iou-wrk-3082     [kernel.vmlinux]  [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.10%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.08%  iou-wrk-3080     [kernel.vmlinux]  [k] xas_load
     0.09%     0.09%  iou-wrk-3085     [kernel.vmlinux]  [k] xas_load
     0.09%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.09%  fio              [kernel.vmlinux]  [k] __list_add_valid
     0.09%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.09%  fio              [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.09%     0.09%  iou-wrk-3079     [kernel.vmlinux]  [k] xas_load
     0.09%     0.09%  iou-wrk-3060     [kernel.vmlinux]  [k] xas_load
     0.09%     0.06%  iou-wrk-3062     [kernel.vmlinux]  [k] xas_load
     0.09%     0.04%  iou-wrk-3062     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  fio              [kernel.vmlinux]  [k] slab_post_alloc_hook
     0.09%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3062     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.09%  iou-wrk-3086     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.03%  iou-wrk-3051     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  kswapd0          [kernel.vmlinux]  [k] __free_one_page
     0.09%     0.09%  iou-wrk-3081     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.09%  iou-wrk-3067     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.09%  iou-wrk-3059     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.04%  iou-wrk-3062     [kernel.vmlinux]  [k] _raw_spin_lock
     0.09%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.09%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.03%  iou-wrk-3084     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.08%  iou-wrk-3059     [kernel.vmlinux]  [k] xas_load
     0.09%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.05%  iou-wrk-3054     [kernel.vmlinux]  [k] _raw_spin_lock
     0.09%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] dequeue_entity
     0.09%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __submit_bio
     0.09%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] submit_bio_noacct
     0.09%     0.08%  fio              [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.09%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3079     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.09%  iou-wrk-3074     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.03%  iou-wrk-3064     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.09%     0.03%  iou-wrk-3069     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.09%     0.03%  iou-wrk-3074     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  iou-wrk-3054     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.09%  iou-wrk-3061     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.06%  fio              [kernel.vmlinux]  [k] sugov_update_single_freq
     0.09%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  iou-wrk-3057     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.08%  iou-wrk-3077     [kernel.vmlinux]  [k] xas_load
     0.09%     0.08%  iou-wrk-3063     [kernel.vmlinux]  [k] xas_load
     0.09%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.09%  iou-wrk-3068     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.09%  iou-wrk-3078     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.02%  fio              [kernel.vmlinux]  [k] set_task_cpu
     0.09%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.09%  iou-wrk-3048     [kernel.vmlinux]  [k] copy_mc_fragile
     0.09%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] pmem_do_read
     0.09%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] pmem_submit_bio
     0.09%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.08%  iou-wrk-3061     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.08%  iou-wrk-3066     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.04%  iou-wrk-3053     [kernel.vmlinux]  [k] _raw_spin_lock
     0.08%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.08%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] io_wq_free_work
     0.08%     0.08%  iou-wrk-3076     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.05%  iou-wrk-3070     [kernel.vmlinux]  [k] _raw_spin_lock
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] lock_timer_base
     0.08%     0.01%  iou-wrk-3074     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] __submit_bio
     0.08%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] submit_bio_noacct
     0.08%     0.03%  iou-wrk-3064     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.04%  iou-wrk-3072     [kernel.vmlinux]  [k] update_curr
     0.08%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.08%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] pmem_submit_bio
     0.08%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.08%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.08%  iou-wrk-3084     [kernel.vmlinux]  [k] copy_mc_fragile
     0.08%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] pmem_do_read
     0.08%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.08%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.02%  iou-wrk-3078     [kernel.vmlinux]  [k] update_load_avg
     0.08%     0.01%  iou-wrk-3084     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.08%  iou-wrk-3070     [kernel.vmlinux]  [k] xas_load
     0.08%     0.00%  fio              [kernel.vmlinux]  [k] scheduler_tick
     0.08%     0.02%  iou-wrk-3075     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] submit_bio
     0.08%     0.08%  iou-wrk-3082     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.08%  iou-wrk-3053     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.08%  iou-wrk-3085     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.00%  swapper          [kernel.vmlinux]  [k] hrtimer_start_range_ns
     0.08%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.08%  iou-wrk-3048     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.08%  iou-wrk-3050     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_stop_tick
     0.08%     0.08%  swapper          [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.04%  kswapd0          [kernel.vmlinux]  [k] lru_gen_del_page
     0.07%     0.04%  iou-wrk-3060     [kernel.vmlinux]  [k] _raw_spin_lock
     0.07%     0.07%  iou-wrk-3054     [kernel.vmlinux]  [k] xas_load
     0.07%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.03%  iou-wrk-3083     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.07%  iou-wrk-3082     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.07%  iou-wrk-3074     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.07%  iou-wrk-3077     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-3051     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.07%  iou-wrk-3049     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.02%  iou-wrk-3067     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3080     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.05%  fio              [kernel.vmlinux]  [k] should_failslab
     0.07%     0.02%  iou-wrk-3061     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.07%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] read_pages
     0.07%     0.07%  iou-wrk-3052     [kernel.vmlinux]  [k] xas_load
     0.07%     0.04%  iou-wrk-3080     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-3052     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.05%  fio              [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.07%     0.03%  iou-wrk-3078     [kernel.vmlinux]  [k] dequeue_entity
     0.07%     0.07%  iou-wrk-3069     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  kworker/u162:0-  [kernel.vmlinux]  [k] ret_from_fork
     0.07%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.07%  iou-wrk-3086     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
