# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8853140402121
#
# Children      Self  Command          Shared Object       Symbol                                 
# ........  ........  ...............  ..................  .......................................
#
     0.08%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] lru_cache_add
     0.08%     0.08%  iou-wrk-3166     [kernel.vmlinux]    [k] psi_group_change
     0.08%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.08%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] lru_cache_add
     0.08%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.08%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.08%     0.08%  fio              [kernel.vmlinux]    [k] kmalloc_slab
     0.08%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] __remove_mapping
     0.08%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.08%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __remove_mapping
     0.08%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.01%  fio              [kernel.vmlinux]    [k] update_process_times
     0.07%     0.01%  iou-wrk-3180     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.04%  iou-wrk-3160     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.02%  iou-wrk-3179     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __remove_mapping
     0.07%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.04%  iou-wrk-3189     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.02%  iou-wrk-3199     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.04%  iou-wrk-3200     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.02%  iou-wrk-3160     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.02%  iou-wrk-3172     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.02%  iou-wrk-3162     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.07%     0.07%  fio              [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.07%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.01%  iou-wrk-3182     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] xas_store
     0.07%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __cond_resched
     0.07%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.02%  iou-wrk-3187     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.07%  iou-wrk-3197     [kernel.vmlinux]    [k] psi_group_change
     0.07%     0.01%  iou-wrk-3170     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.07%  iou-wrk-3187     [kernel.vmlinux]    [k] xas_create
     0.07%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3179     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.02%  iou-wrk-3182     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.06%  iou-wrk-3188     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.07%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] bio_free
     0.07%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.03%  iou-wrk-3158     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __remove_mapping
     0.07%     0.00%  swapper          [kernel.vmlinux]    [k] start_kernel
     0.07%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.07%     0.07%  iou-wrk-3198     [kernel.vmlinux]    [k] rcu_all_qs
     0.07%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.06%  swapper          [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.07%     0.00%  swapper          [kernel.vmlinux]    [k] find_busiest_group
     0.07%     0.02%  iou-wrk-3164     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3181     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] xas_store
     0.07%     0.05%  iou-wrk-3168     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.04%  iou-wrk-3170     [kernel.vmlinux]    [k] _raw_spin_lock
     0.07%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.02%  iou-wrk-3178     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.02%  iou-wrk-3169     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]    [k] compact_zone
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]    [k] kcompactd
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]    [k] kthread
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]    [k] proactive_compact_node
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]    [k] ret_from_fork
     0.07%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.07%  iou-wrk-3187     [kernel.vmlinux]    [k] bvec_free
     0.07%     0.07%  iou-wrk-3181     [kernel.vmlinux]    [k] xas_create
     0.07%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __remove_mapping
     0.07%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.07%     0.02%  iou-wrk-3194     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] xas_store
     0.07%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] xas_store
     0.07%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.07%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.02%  iou-wrk-3195     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.02%  iou-wrk-3192     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.02%  iou-wrk-3187     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.02%  iou-wrk-3170     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.02%  iou-wrk-3158     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.07%  iou-wrk-3169     [kernel.vmlinux]    [k] kfree
     0.07%     0.02%  iou-wrk-3160     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.07%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.02%  iou-wrk-3166     [kernel.vmlinux]    [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.07%  iou-wrk-3178     [kernel.vmlinux]    [k] xas_create
     0.07%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] xas_store
     0.07%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] xas_store
     0.07%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.07%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.07%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] xas_store
     0.07%     0.07%  iou-wrk-3176     [kernel.vmlinux]    [k] xas_create
     0.07%     0.00%  kswapd0          [kernel.vmlinux]    [k] free_unref_page_list
     0.07%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] psi_memstall_leave
     0.07%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.07%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] xas_store
     0.07%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] lru_cache_add
     0.07%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.07%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] psi_task_switch
     0.07%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.07%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] lru_cache_add
     0.06%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.06%  fio              [kernel.vmlinux]    [k] rb_insert_color
     0.06%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.06%  iou-wrk-3164     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] xas_store
     0.06%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] lru_cache_add
     0.06%     0.06%  swapper          [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.06%     0.06%  iou-wrk-3169     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.01%  iou-wrk-3182     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.02%  iou-wrk-3159     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __remove_mapping
     0.06%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] xas_store
     0.06%     0.04%  iou-wrk-3164     [kernel.vmlinux]    [k] _raw_spin_lock
     0.06%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.06%  iou-wrk-3200     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3180     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.06%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] __remove_mapping
     0.06%     0.02%  iou-wrk-3158     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.02%  iou-wrk-3175     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.06%  fio              [kernel.vmlinux]    [k] rb_erase
     0.06%     0.01%  iou-wrk-3180     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] lru_cache_add
     0.06%     0.00%  kcompactd0       [kernel.vmlinux]    [k] migrate_pages
     0.06%     0.02%  iou-wrk-3180     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.03%  iou-wrk-3196     [kernel.vmlinux]    [k] _raw_spin_lock
     0.06%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.06%  iou-wrk-3191     [kernel.vmlinux]    [k] xas_create
     0.06%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __remove_mapping
     0.06%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.06%  iou-wrk-3195     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.02%  iou-wrk-3178     [kernel.vmlinux]    [k] get_page_from_freelist
     0.06%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] lru_cache_add
     0.06%     0.02%  iou-wrk-3172     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.02%  iou-wrk-3192     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.02%  iou-wrk-3183     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] __pagevec_lru_add
     0.06%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] lru_cache_add
     0.06%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] xas_store
     0.06%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] xas_store
     0.06%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] xas_store
     0.06%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-3186     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __remove_mapping
     0.06%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] xas_store
     0.06%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3179     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3174     [kernel.vmlinux]    [k] dequeue_entity
     0.06%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.06%  swapper          [kernel.vmlinux]    [k] cpuidle_get_cpu_driver
     0.06%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] xas_store
     0.06%     0.06%  iou-wrk-3199     [kernel.vmlinux]    [k] xas_create
     0.06%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] xas_store
     0.06%     0.06%  iou-wrk-3159     [kernel.vmlinux]    [k] xas_create
     0.06%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] xas_store
     0.06%     0.06%  iou-wrk-3198     [kernel.vmlinux]    [k] psi_group_change
     0.06%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.06%  iou-wrk-3169     [kernel.vmlinux]    [k] xas_create
     0.06%     0.06%  iou-wrk-3193     [kernel.vmlinux]    [k] xas_create
     0.06%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __delete_from_page_cache
     0.06%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] xas_store
     0.06%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] xas_store
     0.06%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.06%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.06%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] psi_task_switch
     0.06%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.06%     0.06%  iou-wrk-3181     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.05%  iou-wrk-3170     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.05%  iou-wrk-3160     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.05%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.05%  iou-wrk-3190     [kernel.vmlinux]    [k] xas_create
     0.05%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.05%  iou-wrk-3185     [kernel.vmlinux]    [k] psi_group_change
     0.05%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] xas_store
     0.05%     0.01%  iou-wrk-3178     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.05%  iou-wrk-3192     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] psi_task_switch
     0.05%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.05%  fio              [kernel.vmlinux]    [k] native_load_tls
     0.05%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] dequeue_task_fair
     0.05%     0.05%  iou-wrk-3165     [kernel.vmlinux]    [k] xas_create
     0.05%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] get_page_from_freelist
     0.05%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] __add_to_page_cache_locked
     0.05%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] lock_page_lruvec_irqsave
     0.05%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __add_to_page_cache_locked
