# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 889K of event 'cycles'
# Event count (approx.): 81621143610943
#
# Children      Self  Command          Shared Object               Symbol                                              
# ........  ........  ...............  ..........................  ....................................................
#
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] fput
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] walk_component
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] rcu_qs
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] down_read
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] rcu_qs
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] page_mapping
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] tick_nohz_idle_got_tick
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] sugov_iowait_boost
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __perf_event_header__init_id.isra.0
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] __sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] sysvec_call_function_single
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] memset_erms
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] vsnprintf
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] tick_irq_enter
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] unlock_page
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] __slab_free
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] wake_all_kswapds
