# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 41K of event 'cycles'
# Event count (approx.): 8192759448945
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     1.59%     0.69%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     1.58%     0.02%  iou-wrk-2970     [kernel.vmlinux]            [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] ret_from_fork
     1.57%     0.02%  iou-wrk-2956     [kernel.vmlinux]            [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] ret_from_fork
     1.56%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] ret_from_fork
     1.50%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] io_wqe_worker
     1.50%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] ret_from_fork
     1.49%     0.01%  iou-wrk-2976     [kernel.vmlinux]            [k] io_wqe_worker
     1.49%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] ret_from_fork
     1.48%     0.02%  iou-wrk-2957     [kernel.vmlinux]            [k] io_wqe_worker
     1.48%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] ret_from_fork
     1.48%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] io_wqe_worker
     1.48%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] ret_from_fork
     1.47%     0.02%  iou-wrk-2966     [kernel.vmlinux]            [k] io_worker_handle_work
     1.44%     0.02%  iou-wrk-2986     [kernel.vmlinux]            [k] io_worker_handle_work
     1.40%     0.02%  iou-wrk-2955     [kernel.vmlinux]            [k] io_worker_handle_work
     1.40%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] io_wqe_worker
     1.40%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] ret_from_fork
     1.39%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] io_wqe_worker
     1.39%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] ret_from_fork
     1.39%     0.03%  iou-wrk-2967     [kernel.vmlinux]            [k] io_worker_handle_work
     1.38%     0.01%  iou-wrk-2953     [kernel.vmlinux]            [k] io_wqe_worker
     1.38%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] ret_from_fork
     1.38%     0.02%  iou-wrk-2984     [kernel.vmlinux]            [k] io_worker_handle_work
     1.37%     0.02%  iou-wrk-2991     [kernel.vmlinux]            [k] io_worker_handle_work
     1.36%     0.02%  iou-wrk-2971     [kernel.vmlinux]            [k] io_worker_handle_work
     1.36%     0.01%  iou-wrk-2980     [kernel.vmlinux]            [k] io_worker_handle_work
     1.33%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] io_issue_sqe
     1.33%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] io_wq_submit_work
     1.33%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] io_read
     1.32%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] io_worker_handle_work
     1.31%     0.02%  iou-wrk-2983     [kernel.vmlinux]            [k] io_worker_handle_work
     1.31%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] io_wq_submit_work
     1.30%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_issue_sqe
     1.29%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] io_read
     1.29%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] io_worker_handle_work
     1.29%     0.02%  iou-wrk-2977     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] io_wq_submit_work
     1.28%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] io_issue_sqe
     1.28%     0.07%  kswapd0          [kernel.vmlinux]            [k] shrink_page_list
     1.28%     0.02%  iou-wrk-2954     [kernel.vmlinux]            [k] io_worker_handle_work
     1.28%     0.09%  iou-wrk-2980     [kernel.vmlinux]            [k] io_read
     1.27%     0.01%  iou-wrk-2955     [kernel.vmlinux]            [k] io_issue_sqe
     1.27%     0.00%  iou-wrk-2955     [kernel.vmlinux]            [k] io_wq_submit_work
     1.27%     0.03%  iou-wrk-2959     [kernel.vmlinux]            [k] io_worker_handle_work
     1.27%     0.00%  iou-wrk-2967     [kernel.vmlinux]            [k] io_wq_submit_work
     1.26%     0.00%  iou-wrk-2955     [kernel.vmlinux]            [k] io_read
     1.26%     0.00%  iou-wrk-2967     [kernel.vmlinux]            [k] io_issue_sqe
     1.26%     0.00%  iou-wrk-2967     [kernel.vmlinux]            [k] io_read
     1.25%     0.05%  iou-wrk-2966     [kernel.vmlinux]            [k] filemap_read
     1.25%     0.02%  iou-wrk-2988     [kernel.vmlinux]            [k] io_worker_handle_work
     1.25%     0.02%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     1.25%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] io_issue_sqe
     1.25%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.02%  iou-wrk-2973     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] io_wq_submit_work
     1.24%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] io_read
     1.24%     0.01%  iou-wrk-2979     [kernel.vmlinux]            [k] io_worker_handle_work
     1.24%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] io_issue_sqe
     1.23%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] io_read
     1.23%     0.03%  iou-wrk-2987     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.02%  iou-wrk-2981     [kernel.vmlinux]            [k] io_worker_handle_work
     1.23%     0.03%  iou-wrk-2992     [kernel.vmlinux]            [k] io_worker_handle_work
     1.22%     0.04%  iou-wrk-2986     [kernel.vmlinux]            [k] filemap_read
     1.21%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.02%  iou-wrk-2968     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] io_worker_handle_work
     1.21%     0.03%  iou-wrk-2955     [kernel.vmlinux]            [k] filemap_read
     1.21%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] io_issue_sqe
     1.21%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] io_wq_submit_work
     1.21%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] io_issue_sqe
     1.21%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] io_wq_submit_work
     1.20%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] io_read
     1.20%     0.03%  iou-wrk-2984     [kernel.vmlinux]            [k] filemap_read
     1.20%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] io_read
     1.20%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] io_worker_handle_work
     1.20%     0.02%  iou-wrk-2969     [kernel.vmlinux]            [k] io_worker_handle_work
     1.19%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] io_wq_submit_work
     1.19%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] io_read
     1.19%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] io_issue_sqe
     1.17%     0.01%  swapper          [kernel.vmlinux]            [k] cpuidle_enter_state
     1.17%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter
     1.17%     0.06%  iou-wrk-2991     [kernel.vmlinux]            [k] filemap_read
     1.16%     0.03%  iou-wrk-2975     [kernel.vmlinux]            [k] filemap_read
     1.16%     0.02%  iou-wrk-2964     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.02%  iou-wrk-2974     [kernel.vmlinux]            [k] io_worker_handle_work
     1.16%     0.01%  iou-wrk-2954     [kernel.vmlinux]            [k] io_issue_sqe
     1.16%     0.00%  iou-wrk-2954     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-2954     [kernel.vmlinux]            [k] io_read
     1.15%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] io_read
     1.15%     0.02%  iou-wrk-2961     [kernel.vmlinux]            [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] io_wq_submit_work
     1.15%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] io_issue_sqe
     1.15%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] io_issue_sqe
     1.14%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] io_wq_submit_work
     1.14%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] io_read
     1.14%     0.02%  iou-wrk-2990     [kernel.vmlinux]            [k] io_worker_handle_work
     1.14%     0.05%  iou-wrk-2971     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] io_read
     1.14%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.03%  iou-wrk-2983     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.03%  iou-wrk-2980     [kernel.vmlinux]            [k] filemap_read
     1.13%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.02%  iou-wrk-2959     [kernel.vmlinux]            [k] io_read
     1.13%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] io_read
     1.12%     0.04%  iou-wrk-2967     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.01%  iou-wrk-2981     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] io_read
     1.11%     0.05%  iou-wrk-2989     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-2960     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-2960     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] io_read
     1.10%     0.01%  iou-wrk-2969     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.02%  iou-wrk-2960     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] io_read
     1.10%     0.02%  iou-wrk-2982     [kernel.vmlinux]            [k] io_worker_handle_work
     1.10%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] io_worker_handle_work
     1.10%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-2977     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.03%  iou-wrk-2979     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.04%  iou-wrk-2958     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] io_read
     1.09%     0.05%  iou-wrk-2954     [kernel.vmlinux]            [k] filemap_read
     1.08%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] io_wq_submit_work
     1.08%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] io_read
     1.07%     0.04%  iou-wrk-2973     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] io_wq_submit_work
     1.07%     0.04%  iou-wrk-2988     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] io_wq_submit_work
     1.06%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] io_worker_handle_work
     1.06%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] io_read
     1.06%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] io_read
     1.06%     0.01%  iou-wrk-2974     [kernel.vmlinux]            [k] io_read
     1.06%     0.03%  iou-wrk-2959     [kernel.vmlinux]            [k] filemap_read
     1.06%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] io_worker_handle_work
     1.06%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] io_read
     1.06%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] io_issue_sqe
     1.06%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] io_wq_submit_work
     1.05%     0.03%  iou-wrk-2978     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] io_wq_submit_work
     1.05%     0.03%  iou-wrk-2962     [kernel.vmlinux]            [k] filemap_read
     1.05%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] io_issue_sqe
     1.05%     0.02%  iou-wrk-2985     [kernel.vmlinux]            [k] io_worker_handle_work
     1.05%     0.04%  iou-wrk-2969     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.04%  iou-wrk-2981     [kernel.vmlinux]            [k] filemap_read
     1.04%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] io_read
     1.04%     0.01%  iou-wrk-2976     [kernel.vmlinux]            [k] io_worker_handle_work
     1.04%     0.03%  iou-wrk-2992     [kernel.vmlinux]            [k] filemap_read
     1.04%     1.02%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.04%     0.05%  iou-wrk-2960     [kernel.vmlinux]            [k] filemap_read
     1.03%     0.02%  iou-wrk-2957     [kernel.vmlinux]            [k] io_worker_handle_work
     1.03%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] io_wq_submit_work
     1.02%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] io_issue_sqe
     1.02%     0.02%  iou-wrk-2987     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.04%  iou-wrk-2968     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.03%  iou-wrk-2970     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] io_read
     1.01%     0.03%  iou-wrk-2974     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] io_read
     1.01%     0.04%  iou-wrk-2977     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.02%  iou-wrk-2965     [kernel.vmlinux]            [k] io_worker_handle_work
     1.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] io_read
     0.99%     0.03%  iou-wrk-2961     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.03%  iou-wrk-2964     [kernel.vmlinux]            [k] filemap_read
     0.97%     0.01%  iou-wrk-2953     [kernel.vmlinux]            [k] io_worker_handle_work
     0.97%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] io_read
     0.97%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] io_issue_sqe
     0.97%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] io_wq_submit_work
     0.97%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] io_issue_sqe
     0.97%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] io_wq_submit_work
     0.96%     0.00%  swapper          [kernel.vmlinux]            [k] schedule_idle
     0.96%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] io_read
     0.96%     0.07%  swapper          [kernel.vmlinux]            [k] __sched_text_start
     0.95%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] io_issue_sqe
     0.95%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] io_wq_submit_work
     0.95%     0.03%  iou-wrk-2982     [kernel.vmlinux]            [k] filemap_read
     0.95%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] io_issue_sqe
     0.95%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] io_wq_submit_work
     0.95%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] io_read
     0.95%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] io_read
     0.95%     0.04%  iou-wrk-2990     [kernel.vmlinux]            [k] filemap_read
     0.93%     0.04%  iou-wrk-2985     [kernel.vmlinux]            [k] filemap_read
     0.93%     0.04%  iou-wrk-2956     [kernel.vmlinux]            [k] filemap_read
     0.93%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] io_wq_submit_work
     0.93%     0.00%  iou-wrk-2955     [kernel.vmlinux]            [k] filemap_get_pages
     0.93%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] io_issue_sqe
     0.92%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] io_read
     0.92%     0.35%  fio              [kernel.vmlinux]            [k] update_curr
     0.91%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] io_read
     0.91%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] io_issue_sqe
     0.91%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] io_wq_submit_work
     0.91%     0.03%  iou-wrk-2972     [kernel.vmlinux]            [k] filemap_read
