# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50691462906819
#
# Children      Self  Command          Shared Object               Symbol                                        
# ........  ........  ...............  ..........................  ..............................................
#
     0.01%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] tick_nohz_idle_exit
     0.01%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2995     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2992     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2979     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2995     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] rcu_qs
     0.01%     0.01%  kswapd0          [kernel.vmlinux]            [k] __list_add_valid
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] find_idlest_group
     0.01%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2960     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2981     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2974     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2981     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2967     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2967     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2976     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2971     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2992     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2976     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2981     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2981     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  kswapd0          [kernel.vmlinux]            [k] page_counter_uncharge
     0.01%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] io_wq_enqueue
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2995     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2959     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] irq_exit_rcu
     0.01%     0.01%  iou-wrk-2971     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2968     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2977     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2967     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2980     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2974     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2974     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2992     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2969     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  swapper          [kernel.vmlinux]            [k] load_new_mm_cr3
     0.01%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] hrtimer_next_event_without
     0.01%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2988     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2989     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2960     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2976     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2969     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2979     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-2959     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] __alloc_pages
     0.01%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2983     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2967     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2992     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2960     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2994     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2968     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2969     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2969     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2962     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  kswapd0          [kernel.vmlinux]            [k] page_counter_cancel
     0.01%     0.01%  iou-wrk-2980     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2986     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2985     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2979     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2971     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2965     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2978     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2956     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2968     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2960     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2982     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2972     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2991     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-2977     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  fio              [kernel.vmlinux]            [k] deactivate_slab
     0.01%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-2990     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2993     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-2968     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2987     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-2968     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-2974     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.01%  iou-wrk-2958     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2967     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2970     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-2957     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2973     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2963     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-2984     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-2966     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-2975     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2959     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2964     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-2959     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-2961     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.01%  iou-wrk-2959     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-2977     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] io_wq_worker_sleeping
