# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 41K of event 'cycles'
# Event count (approx.): 8137034040902
#
# Children      Self  Command          Shared Object     Symbol                                 
# ........  ........  ...............  ................  .......................................
#
     1.67%     0.00%  iou-wrk-3171     [kernel.vmlinux]  [k] ret_from_fork
     1.66%     0.02%  iou-wrk-3188     [kernel.vmlinux]  [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3188     [kernel.vmlinux]  [k] ret_from_fork
     1.66%     0.01%  iou-wrk-3182     [kernel.vmlinux]  [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3182     [kernel.vmlinux]  [k] ret_from_fork
     1.66%     0.02%  iou-wrk-3178     [kernel.vmlinux]  [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3178     [kernel.vmlinux]  [k] ret_from_fork
     1.66%     0.00%  iou-wrk-3195     [kernel.vmlinux]  [k] io_wqe_worker
     1.66%     0.00%  iou-wrk-3195     [kernel.vmlinux]  [k] ret_from_fork
     1.65%     0.01%  iou-wrk-3206     [kernel.vmlinux]  [k] io_wqe_worker
     1.65%     0.00%  iou-wrk-3206     [kernel.vmlinux]  [k] ret_from_fork
     1.64%     0.71%  fio              [kernel.vmlinux]  [k] _raw_spin_lock
     1.63%     0.09%  iou-wrk-3192     [kernel.vmlinux]  [k] io_wqe_worker
     1.63%     0.00%  iou-wrk-3192     [kernel.vmlinux]  [k] ret_from_fork
     1.63%     0.02%  iou-wrk-3169     [kernel.vmlinux]  [k] io_wqe_worker
     1.63%     0.00%  iou-wrk-3169     [kernel.vmlinux]  [k] ret_from_fork
     1.59%     0.01%  iou-wrk-3198     [kernel.vmlinux]  [k] io_wqe_worker
     1.59%     0.00%  iou-wrk-3198     [kernel.vmlinux]  [k] ret_from_fork
     1.58%     0.01%  iou-wrk-3201     [kernel.vmlinux]  [k] io_wqe_worker
     1.58%     0.00%  iou-wrk-3201     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.01%  iou-wrk-3173     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3173     [kernel.vmlinux]  [k] ret_from_fork
     1.57%     0.01%  iou-wrk-3205     [kernel.vmlinux]  [k] io_wqe_worker
     1.57%     0.00%  iou-wrk-3205     [kernel.vmlinux]  [k] ret_from_fork
     1.56%     0.01%  iou-wrk-3207     [kernel.vmlinux]  [k] io_wqe_worker
     1.56%     0.00%  iou-wrk-3207     [kernel.vmlinux]  [k] ret_from_fork
     1.55%     0.01%  iou-wrk-3170     [kernel.vmlinux]  [k] io_wqe_worker
     1.55%     0.00%  iou-wrk-3170     [kernel.vmlinux]  [k] ret_from_fork
     1.54%     0.02%  iou-wrk-3211     [kernel.vmlinux]  [k] io_wqe_worker
     1.54%     0.00%  iou-wrk-3211     [kernel.vmlinux]  [k] ret_from_fork
     1.54%     0.01%  iou-wrk-3209     [kernel.vmlinux]  [k] io_wqe_worker
     1.54%     0.00%  iou-wrk-3209     [kernel.vmlinux]  [k] ret_from_fork
     1.48%     0.02%  iou-wrk-3189     [kernel.vmlinux]  [k] io_wqe_worker
     1.48%     0.00%  iou-wrk-3189     [kernel.vmlinux]  [k] ret_from_fork
     1.45%     0.01%  iou-wrk-3210     [kernel.vmlinux]  [k] io_wqe_worker
     1.45%     0.00%  iou-wrk-3210     [kernel.vmlinux]  [k] ret_from_fork
     1.41%     0.01%  iou-wrk-3191     [kernel.vmlinux]  [k] io_wqe_worker
     1.41%     0.00%  iou-wrk-3191     [kernel.vmlinux]  [k] ret_from_fork
     1.41%     0.02%  iou-wrk-3202     [kernel.vmlinux]  [k] io_worker_handle_work
     1.35%     0.02%  iou-wrk-3175     [kernel.vmlinux]  [k] io_worker_handle_work
     1.32%     0.02%  iou-wrk-3184     [kernel.vmlinux]  [k] io_worker_handle_work
     1.32%     0.02%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     1.32%     0.02%  iou-wrk-3179     [kernel.vmlinux]  [k] io_worker_handle_work
     1.31%     0.01%  iou-wrk-3185     [kernel.vmlinux]  [k] io_worker_handle_work
     1.29%     0.01%  iou-wrk-3180     [kernel.vmlinux]  [k] io_worker_handle_work
     1.26%     0.01%  iou-wrk-3194     [kernel.vmlinux]  [k] io_worker_handle_work
     1.24%     0.02%  iou-wrk-3195     [kernel.vmlinux]  [k] io_worker_handle_work
     1.24%     1.22%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     1.23%     0.02%  iou-wrk-3203     [kernel.vmlinux]  [k] io_worker_handle_work
     1.23%     0.00%  iou-wrk-3175     [kernel.vmlinux]  [k] io_wq_submit_work
     1.23%     0.01%  iou-wrk-3175     [kernel.vmlinux]  [k] io_issue_sqe
     1.22%     0.00%  iou-wrk-3202     [kernel.vmlinux]  [k] io_issue_sqe
     1.22%     0.00%  iou-wrk-3202     [kernel.vmlinux]  [k] io_read
     1.22%     0.00%  iou-wrk-3202     [kernel.vmlinux]  [k] io_wq_submit_work
     1.22%     0.01%  iou-wrk-3181     [kernel.vmlinux]  [k] io_worker_handle_work
     1.22%     0.01%  iou-wrk-3175     [kernel.vmlinux]  [k] io_read
     1.21%     0.03%  iou-wrk-3200     [kernel.vmlinux]  [k] io_worker_handle_work
     1.20%     0.02%  iou-wrk-3172     [kernel.vmlinux]  [k] io_worker_handle_work
     1.20%     0.02%  iou-wrk-3196     [kernel.vmlinux]  [k] io_worker_handle_work
     1.20%     0.01%  iou-wrk-3176     [kernel.vmlinux]  [k] io_worker_handle_work
     1.20%     0.00%  iou-wrk-3185     [kernel.vmlinux]  [k] io_issue_sqe
     1.20%     0.00%  iou-wrk-3185     [kernel.vmlinux]  [k] io_wq_submit_work
     1.20%     0.01%  iou-wrk-3185     [kernel.vmlinux]  [k] io_read
     1.20%     0.02%  iou-wrk-3187     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.02%  iou-wrk-3190     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.01%  iou-wrk-3177     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.03%  iou-wrk-3186     [kernel.vmlinux]  [k] io_worker_handle_work
     1.19%     0.00%  iou-wrk-3184     [kernel.vmlinux]  [k] io_wq_submit_work
     1.18%     0.02%  iou-wrk-3197     [kernel.vmlinux]  [k] io_worker_handle_work
     1.18%     0.01%  iou-wrk-3184     [kernel.vmlinux]  [k] io_issue_sqe
     1.18%     0.00%  iou-wrk-3179     [kernel.vmlinux]  [k] io_wq_submit_work
     1.18%     0.00%  iou-wrk-3179     [kernel.vmlinux]  [k] io_issue_sqe
     1.18%     0.02%  iou-wrk-3182     [kernel.vmlinux]  [k] io_worker_handle_work
     1.17%     0.03%  iou-wrk-3206     [kernel.vmlinux]  [k] io_worker_handle_work
     1.17%     0.01%  iou-wrk-3184     [kernel.vmlinux]  [k] io_read
     1.17%     0.00%  iou-wrk-3179     [kernel.vmlinux]  [k] io_read
     1.17%     0.04%  iou-wrk-3175     [kernel.vmlinux]  [k] filemap_read
     1.16%     0.02%  iou-wrk-3183     [kernel.vmlinux]  [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-3180     [kernel.vmlinux]  [k] io_wq_submit_work
     1.15%     0.01%  iou-wrk-3171     [kernel.vmlinux]  [k] io_worker_handle_work
     1.15%     0.01%  iou-wrk-3208     [kernel.vmlinux]  [k] io_worker_handle_work
     1.15%     0.00%  iou-wrk-3180     [kernel.vmlinux]  [k] io_issue_sqe
     1.15%     0.15%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     1.15%     0.00%  iou-wrk-3180     [kernel.vmlinux]  [k] io_read
     1.14%     0.01%  iou-wrk-3207     [kernel.vmlinux]  [k] io_worker_handle_work
     1.14%     0.04%  iou-wrk-3185     [kernel.vmlinux]  [k] filemap_read
     1.13%     0.02%  iou-wrk-3202     [kernel.vmlinux]  [k] filemap_read
     1.13%     0.01%  iou-wrk-3181     [kernel.vmlinux]  [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3195     [kernel.vmlinux]  [k] io_wq_submit_work
     1.13%     0.02%  iou-wrk-3169     [kernel.vmlinux]  [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3170     [kernel.vmlinux]  [k] io_worker_handle_work
     1.12%     0.01%  iou-wrk-3195     [kernel.vmlinux]  [k] io_issue_sqe
     1.12%     0.02%  iou-wrk-3188     [kernel.vmlinux]  [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3181     [kernel.vmlinux]  [k] io_issue_sqe
     1.12%     0.01%  iou-wrk-3194     [kernel.vmlinux]  [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3194     [kernel.vmlinux]  [k] io_wq_submit_work
     1.12%     0.52%  fio              [kernel.vmlinux]  [k] update_curr
     1.12%     0.01%  iou-wrk-3181     [kernel.vmlinux]  [k] io_read
     1.11%     0.05%  iou-wrk-3184     [kernel.vmlinux]  [k] filemap_read
     1.11%     0.00%  iou-wrk-3195     [kernel.vmlinux]  [k] io_read
     1.11%     0.01%  iou-wrk-3194     [kernel.vmlinux]  [k] io_read
     1.11%     0.01%  iou-wrk-3173     [kernel.vmlinux]  [k] io_worker_handle_work
     1.11%     0.02%  iou-wrk-3205     [kernel.vmlinux]  [k] io_worker_handle_work
     1.10%     0.04%  iou-wrk-3179     [kernel.vmlinux]  [k] filemap_read
     1.10%     0.01%  iou-wrk-3201     [kernel.vmlinux]  [k] io_worker_handle_work
     1.10%     0.00%  iou-wrk-3177     [kernel.vmlinux]  [k] io_wq_submit_work
     1.10%     0.02%  iou-wrk-3209     [kernel.vmlinux]  [k] io_worker_handle_work
     1.10%     0.00%  iou-wrk-3177     [kernel.vmlinux]  [k] io_issue_sqe
     1.10%     0.00%  swapper          [kernel.vmlinux]  [k] cpuidle_enter
     1.10%     0.04%  iou-wrk-3180     [kernel.vmlinux]  [k] filemap_read
     1.10%     0.00%  iou-wrk-3177     [kernel.vmlinux]  [k] io_read
     1.10%     0.03%  swapper          [kernel.vmlinux]  [k] cpuidle_enter_state
     1.09%     0.03%  iou-wrk-3178     [kernel.vmlinux]  [k] io_worker_handle_work
     1.09%     0.01%  iou-wrk-3211     [kernel.vmlinux]  [k] io_worker_handle_work
     1.09%     0.01%  iou-wrk-3203     [kernel.vmlinux]  [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3192     [kernel.vmlinux]  [k] io_worker_handle_work
     1.08%     0.00%  iou-wrk-3200     [kernel.vmlinux]  [k] io_wq_submit_work
     1.08%     0.01%  iou-wrk-3203     [kernel.vmlinux]  [k] io_read
     1.08%     0.00%  iou-wrk-3203     [kernel.vmlinux]  [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3196     [kernel.vmlinux]  [k] io_wq_submit_work
     1.08%     0.00%  iou-wrk-3200     [kernel.vmlinux]  [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3200     [kernel.vmlinux]  [k] io_read
     1.08%     0.00%  iou-wrk-3196     [kernel.vmlinux]  [k] io_issue_sqe
     1.08%     0.00%  iou-wrk-3172     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3187     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.01%  iou-wrk-3196     [kernel.vmlinux]  [k] io_read
     1.07%     0.00%  iou-wrk-3186     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3172     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3190     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3187     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.01%  iou-wrk-3186     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3190     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3172     [kernel.vmlinux]  [k] io_read
     1.07%     0.00%  iou-wrk-3182     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3187     [kernel.vmlinux]  [k] io_read
     1.07%     0.01%  iou-wrk-3170     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3170     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.00%  iou-wrk-3171     [kernel.vmlinux]  [k] io_issue_sqe
     1.07%     0.00%  iou-wrk-3171     [kernel.vmlinux]  [k] io_wq_submit_work
     1.07%     0.05%  iou-wrk-3195     [kernel.vmlinux]  [k] filemap_read
     1.07%     0.01%  iou-wrk-3190     [kernel.vmlinux]  [k] io_read
     1.06%     0.03%  iou-wrk-3177     [kernel.vmlinux]  [k] filemap_read
     1.06%     0.00%  iou-wrk-3176     [kernel.vmlinux]  [k] io_issue_sqe
     1.06%     0.00%  iou-wrk-3176     [kernel.vmlinux]  [k] io_wq_submit_work
     1.06%     0.01%  iou-wrk-3186     [kernel.vmlinux]  [k] io_read
     1.06%     0.01%  iou-wrk-3182     [kernel.vmlinux]  [k] io_issue_sqe
     1.06%     0.01%  iou-wrk-3176     [kernel.vmlinux]  [k] io_read
     1.06%     0.01%  iou-wrk-3171     [kernel.vmlinux]  [k] io_read
     1.06%     0.00%  iou-wrk-3170     [kernel.vmlinux]  [k] io_read
     1.06%     0.00%  iou-wrk-3182     [kernel.vmlinux]  [k] io_read
     1.06%     0.00%  iou-wrk-3206     [kernel.vmlinux]  [k] io_wq_submit_work
     1.06%     0.05%  iou-wrk-3181     [kernel.vmlinux]  [k] filemap_read
     1.05%     0.00%  iou-wrk-3208     [kernel.vmlinux]  [k] io_wq_submit_work
     1.05%     0.01%  iou-wrk-3206     [kernel.vmlinux]  [k] io_issue_sqe
     1.05%     0.00%  iou-wrk-3208     [kernel.vmlinux]  [k] io_issue_sqe
     1.05%     0.00%  iou-wrk-3183     [kernel.vmlinux]  [k] io_wq_submit_work
     1.05%     0.01%  iou-wrk-3208     [kernel.vmlinux]  [k] io_read
     1.05%     0.00%  iou-wrk-3206     [kernel.vmlinux]  [k] io_read
     1.04%     0.00%  iou-wrk-3197     [kernel.vmlinux]  [k] io_issue_sqe
     1.04%     0.00%  iou-wrk-3197     [kernel.vmlinux]  [k] io_wq_submit_work
     1.04%     0.01%  iou-wrk-3198     [kernel.vmlinux]  [k] io_worker_handle_work
     1.04%     0.01%  iou-wrk-3183     [kernel.vmlinux]  [k] io_read
     1.04%     0.00%  iou-wrk-3183     [kernel.vmlinux]  [k] io_issue_sqe
     1.04%     0.04%  iou-wrk-3200     [kernel.vmlinux]  [k] filemap_read
     1.04%     0.01%  iou-wrk-3197     [kernel.vmlinux]  [k] io_read
     1.03%     0.00%  iou-wrk-3173     [kernel.vmlinux]  [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3173     [kernel.vmlinux]  [k] io_issue_sqe
     1.02%     0.00%  iou-wrk-3173     [kernel.vmlinux]  [k] io_read
     1.02%     0.06%  iou-wrk-3203     [kernel.vmlinux]  [k] filemap_read
     1.02%     0.00%  iou-wrk-3207     [kernel.vmlinux]  [k] io_wq_submit_work
     1.02%     0.00%  iou-wrk-3169     [kernel.vmlinux]  [k] io_wq_submit_work
     1.02%     0.04%  iou-wrk-3190     [kernel.vmlinux]  [k] filemap_read
     1.02%     0.04%  iou-wrk-3187     [kernel.vmlinux]  [k] filemap_read
     1.01%     0.01%  iou-wrk-3207     [kernel.vmlinux]  [k] io_issue_sqe
     1.01%     0.05%  iou-wrk-3206     [kernel.vmlinux]  [k] filemap_read
     1.01%     0.01%  iou-wrk-3169     [kernel.vmlinux]  [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3188     [kernel.vmlinux]  [k] io_wq_submit_work
     1.01%     0.05%  iou-wrk-3197     [kernel.vmlinux]  [k] filemap_read
     1.01%     0.10%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     1.01%     0.05%  iou-wrk-3172     [kernel.vmlinux]  [k] filemap_read
     1.01%     0.00%  iou-wrk-3188     [kernel.vmlinux]  [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-3207     [kernel.vmlinux]  [k] io_read
     1.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]  [k] io_read
     1.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]  [k] io_wq_submit_work
     1.00%     0.01%  iou-wrk-3174     [kernel.vmlinux]  [k] io_worker_handle_work
     1.00%     0.01%  iou-wrk-3188     [kernel.vmlinux]  [k] io_read
     1.00%     0.01%  iou-wrk-3192     [kernel.vmlinux]  [k] io_issue_sqe
     1.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]  [k] io_wq_submit_work
     1.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]  [k] io_issue_sqe
     1.00%     0.05%  iou-wrk-3186     [kernel.vmlinux]  [k] filemap_read
     1.00%     0.02%  iou-wrk-3170     [kernel.vmlinux]  [k] filemap_read
     1.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]  [k] io_read
     1.00%     0.06%  iou-wrk-3196     [kernel.vmlinux]  [k] filemap_read
     0.99%     0.03%  iou-wrk-3176     [kernel.vmlinux]  [k] filemap_read
     0.99%     0.01%  iou-wrk-3201     [kernel.vmlinux]  [k] io_read
     0.99%     0.00%  iou-wrk-3201     [kernel.vmlinux]  [k] io_issue_sqe
     0.99%     0.00%  iou-wrk-3201     [kernel.vmlinux]  [k] io_wq_submit_work
     0.99%     0.03%  iou-wrk-3191     [kernel.vmlinux]  [k] io_worker_handle_work
     0.99%     0.05%  iou-wrk-3182     [kernel.vmlinux]  [k] filemap_read
     0.99%     0.00%  iou-wrk-3192     [kernel.vmlinux]  [k] io_read
     0.99%     0.00%  iou-wrk-3205     [kernel.vmlinux]  [k] io_wq_submit_work
     0.99%     0.02%  iou-wrk-3210     [kernel.vmlinux]  [k] io_worker_handle_work
     0.99%     0.00%  iou-wrk-3178     [kernel.vmlinux]  [k] io_issue_sqe
     0.99%     0.00%  iou-wrk-3178     [kernel.vmlinux]  [k] io_wq_submit_work
     0.99%     0.00%  iou-wrk-3205     [kernel.vmlinux]  [k] io_issue_sqe
     0.98%     0.00%  iou-wrk-3205     [kernel.vmlinux]  [k] io_read
     0.98%     0.00%  iou-wrk-3178     [kernel.vmlinux]  [k] io_read
     0.98%     0.00%  iou-wrk-3211     [kernel.vmlinux]  [k] io_wq_submit_work
     0.98%     0.02%  iou-wrk-3173     [kernel.vmlinux]  [k] filemap_read
     0.98%     0.00%  iou-wrk-3211     [kernel.vmlinux]  [k] io_issue_sqe
     0.97%     0.01%  iou-wrk-3211     [kernel.vmlinux]  [k] io_read
     0.97%     0.02%  iou-wrk-3208     [kernel.vmlinux]  [k] filemap_read
     0.97%     0.02%  iou-wrk-3189     [kernel.vmlinux]  [k] io_worker_handle_work
     0.97%     0.04%  iou-wrk-3171     [kernel.vmlinux]  [k] filemap_read
     0.97%     0.05%  iou-wrk-3169     [kernel.vmlinux]  [k] filemap_read
     0.96%     0.05%  iou-wrk-3183     [kernel.vmlinux]  [k] filemap_read
     0.96%     0.03%  iou-wrk-3188     [kernel.vmlinux]  [k] filemap_read
     0.96%     0.00%  iou-wrk-3198     [kernel.vmlinux]  [k] io_wq_submit_work
     0.96%     0.01%  iou-wrk-3198     [kernel.vmlinux]  [k] io_issue_sqe
     0.95%     0.03%  iou-wrk-3207     [kernel.vmlinux]  [k] filemap_read
     0.95%     0.00%  iou-wrk-3198     [kernel.vmlinux]  [k] io_read
     0.95%     0.05%  iou-wrk-3209     [kernel.vmlinux]  [k] filemap_read
     0.94%     0.05%  iou-wrk-3205     [kernel.vmlinux]  [k] filemap_read
     0.94%     0.05%  iou-wrk-3178     [kernel.vmlinux]  [k] filemap_read
     0.94%     0.04%  iou-wrk-3201     [kernel.vmlinux]  [k] filemap_read
     0.93%     0.03%  iou-wrk-3192     [kernel.vmlinux]  [k] filemap_read
     0.92%     0.05%  iou-wrk-3194     [kernel.vmlinux]  [k] filemap_read
     0.92%     0.00%  iou-wrk-3174     [kernel.vmlinux]  [k] io_wq_submit_work
     0.92%     0.04%  iou-wrk-3211     [kernel.vmlinux]  [k] filemap_read
     0.92%     0.00%  iou-wrk-3174     [kernel.vmlinux]  [k] io_issue_sqe
     0.92%     0.92%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.92%     0.01%  iou-wrk-3174     [kernel.vmlinux]  [k] io_read
     0.90%     0.03%  iou-wrk-3198     [kernel.vmlinux]  [k] filemap_read
     0.89%     0.01%  iou-wrk-3191     [kernel.vmlinux]  [k] io_read
     0.89%     0.00%  iou-wrk-3191     [kernel.vmlinux]  [k] io_issue_sqe
     0.89%     0.00%  iou-wrk-3191     [kernel.vmlinux]  [k] io_wq_submit_work
     0.88%     0.00%  iou-wrk-3210     [kernel.vmlinux]  [k] io_issue_sqe
     0.88%     0.00%  iou-wrk-3210     [kernel.vmlinux]  [k] io_wq_submit_work
     0.88%     0.00%  iou-wrk-3210     [kernel.vmlinux]  [k] io_read
     0.87%     0.41%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.87%     0.00%  iou-wrk-3175     [kernel.vmlinux]  [k] filemap_get_pages
     0.87%     0.00%  iou-wrk-3189     [kernel.vmlinux]  [k] io_wq_submit_work
     0.86%     0.00%  iou-wrk-3189     [kernel.vmlinux]  [k] io_issue_sqe
     0.86%     0.00%  iou-wrk-3189     [kernel.vmlinux]  [k] io_read
     0.86%     0.04%  iou-wrk-3174     [kernel.vmlinux]  [k] filemap_read
