# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7894515641663
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.10%     0.02%  iou-wrk-3241     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.02%  iou-wrk-3252     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.10%  iou-wrk-3240     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.10%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.02%  iou-wrk-3236     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.06%  iou-wrk-3249     [kernel.vmlinux]  [k] _raw_spin_lock
     0.10%     0.01%  iou-wrk-3261     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-3254     [kernel.vmlinux]  [k] copy_mc_fragile
     0.10%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] pmem_do_read
     0.10%     0.02%  iou-wrk-3244     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] kiocb_done
     0.10%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.10%  iou-wrk-3235     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.04%  iou-wrk-3235     [kernel.vmlinux]  [k] _raw_spin_lock
     0.10%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.02%  iou-wrk-3258     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-3238     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-3230     [kernel.vmlinux]  [k] io_req_complete_post
     0.10%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.10%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.01%  iou-wrk-3266     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.02%  iou-wrk-3266     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.09%  iou-wrk-3267     [kernel.vmlinux]  [k] xas_load
     0.10%     0.10%  iou-wrk-3240     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.10%  iou-wrk-3249     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.01%  iou-wrk-3256     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.02%  iou-wrk-3267     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-3249     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.09%  iou-wrk-3254     [kernel.vmlinux]  [k] xas_load
     0.10%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.10%  iou-wrk-3247     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.09%  fio              [kernel.vmlinux]  [k] kmalloc_slab
     0.10%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] __alloc_pages
     0.10%     0.03%  iou-wrk-3242     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.02%  iou-wrk-3251     [kernel.vmlinux]  [k] psi_task_switch
     0.10%     0.10%  iou-wrk-3267     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.10%     0.02%  iou-wrk-3245     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] pick_next_task_fair
     0.10%     0.01%  iou-wrk-3230     [kernel.vmlinux]  [k] dequeue_task_fair
     0.10%     0.01%  iou-wrk-3247     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.05%  iou-wrk-3238     [kernel.vmlinux]  [k] _raw_spin_lock
     0.09%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.09%  iou-wrk-3259     [kernel.vmlinux]  [k] iov_iter_restore
     0.09%     0.03%  fio              [kernel.vmlinux]  [k] set_task_cpu
     0.09%     0.09%  iou-wrk-3241     [kernel.vmlinux]  [k] xas_load
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.02%  iou-wrk-3251     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-3251     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.02%  iou-wrk-3240     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.02%  iou-wrk-3254     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  iou-wrk-3262     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.03%  iou-wrk-3237     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.09%  iou-wrk-3246     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.06%  iou-wrk-3241     [kernel.vmlinux]  [k] _raw_spin_lock
     0.09%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.02%  iou-wrk-3244     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.02%  iou-wrk-3260     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3233     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.09%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.01%  iou-wrk-3236     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.01%  iou-wrk-3233     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.02%  iou-wrk-3255     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-3235     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.09%  iou-wrk-3239     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.02%  iou-wrk-3249     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.02%  iou-wrk-3244     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.08%  fio              [kernel.vmlinux]  [k] rb_insert_color
     0.09%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.02%  iou-wrk-3228     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.02%  iou-wrk-3248     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] finish_task_switch
     0.09%     0.01%  iou-wrk-3234     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3246     [kernel.vmlinux]  [k] __switch_to_asm
     0.09%     0.07%  iou-wrk-3247     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.09%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] lru_cache_add
     0.09%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.00%  kswapd0          [kernel.vmlinux]  [k] free_pcppages_bulk
     0.09%     0.01%  iou-wrk-3232     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.02%  iou-wrk-3233     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.00%  fio              [kernel.vmlinux]  [k] task_work_run
     0.09%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.03%  iou-wrk-3229     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.02%  iou-wrk-3265     [kernel.vmlinux]  [k] pick_next_task_fair
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.09%  iou-wrk-3244     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] evict_pages
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] shrink_lruvec
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.02%  iou-wrk-3259     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.09%  iou-wrk-3234     [kernel.vmlinux]  [k] __switch_to
     0.09%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.02%  iou-wrk-3262     [kernel.vmlinux]  [k] dequeue_task_fair
     0.09%     0.09%  iou-wrk-3232     [kernel.vmlinux]  [k] psi_group_change
     0.09%     0.09%  iou-wrk-3233     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.09%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] psi_task_switch
     0.09%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.09%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] shrink_node
     0.09%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] try_to_free_pages
     0.09%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] __alloc_pages
     0.09%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.09%     0.02%  iou-wrk-3264     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  fio              [kernel.vmlinux]  [k] create_io_worker
     0.08%     0.00%  fio              [kernel.vmlinux]  [k] create_worker_cb
     0.08%     0.08%  iou-wrk-3230     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] lock_timer_base
     0.08%     0.08%  iou-wrk-3235     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.01%  iou-wrk-3232     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.01%  iou-wrk-3265     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.01%  iou-wrk-3264     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.05%  iou-wrk-3254     [kernel.vmlinux]  [k] _raw_spin_lock
     0.08%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.08%  iou-wrk-3255     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.08%  iou-wrk-3240     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.08%     0.02%  iou-wrk-3246     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.00%  kswapd0          [kernel.vmlinux]  [k] xas_init_marks
     0.08%     0.08%  iou-wrk-3238     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.08%  iou-wrk-3252     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.08%  iou-wrk-3240     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.08%  iou-wrk-3247     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.08%  iou-wrk-3258     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_get_sleep_length
     0.08%     0.01%  iou-wrk-3234     [kernel.vmlinux]  [k] pick_next_task_fair
     0.08%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] io_assign_current_work
     0.08%     0.08%  kcompactd0       [kernel.vmlinux]  [k] copy_page
     0.08%     0.00%  kcompactd0       [kernel.vmlinux]  [k] migrate_page_copy
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.08%  kswapd0          [kernel.vmlinux]  [k] xas_clear_mark
     0.08%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.08%  iou-wrk-3234     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.01%  iou-wrk-3261     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.02%  iou-wrk-3262     [kernel.vmlinux]  [k] psi_task_switch
     0.08%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] __alloc_pages
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] shrink_lruvec
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.08%  iou-wrk-3250     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.08%  iou-wrk-3241     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.08%     0.07%  iou-wrk-3242     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.08%  iou-wrk-3245     [kernel.vmlinux]  [k] psi_group_change
     0.08%     0.02%  swapper          [kernel.vmlinux]  [k] load_balance
     0.08%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.01%  iou-wrk-3258     [kernel.vmlinux]  [k] dequeue_task_fair
     0.08%     0.07%  fio              [kernel.vmlinux]  [k] slab_post_alloc_hook
     0.08%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.08%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] evict_pages
     0.08%     0.04%  fio              [kernel.vmlinux]  [k] sugov_update_single_freq
     0.08%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.08%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] shrink_node
     0.08%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] try_to_free_pages
     0.08%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] io_wq_free_work
     0.08%     0.05%  iou-wrk-3253     [kernel.vmlinux]  [k] update_load_avg
     0.08%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.01%  iou-wrk-3228     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.03%  iou-wrk-3257     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.07%  iou-wrk-3255     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-3264     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] evict_pages
