# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7894515641663
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] css_set_move_task
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] cgroup_post_fork
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] hrtick_update
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] native_read_msr
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] native_read_msr
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] do_exit
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] queued_write_lock_slowpath
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] release_task
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] clear_buddies
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] rcu_qs
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] alloc_pages
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] alloc_pages
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] workingset_refault
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] mark_page_accessed
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] page_memcg
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] clear_page_erms
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] kernel_init_free_pages.part.0
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] alloc_pages
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  fio              libc-2.29.so      [.] syscall
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] native_load_tls
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] should_failslab
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] xa_get_order
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] rb_erase
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] dequeue_task
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] hrtick_update
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] alloc_pid
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] init_timer_key
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] down_read
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] release_pages
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] lru_gen_add_page
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] bio_put
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] __read_end_io
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] rb_next
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] __xas_next
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] blk_finish_plug
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] update_irq_load_avg
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] set_task_rq_fair
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] current_time
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] flush_ptrace_hw_breakpoint
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] do_exit
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] cgroup_release
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] release_task
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] bio_free
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  fio              [kernel.vmlinux]  [k] profile_tick
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] xa_get_order
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] shrink_slab
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] make_kgid
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] mempool_alloc
     0.00%     0.00%  swapper          [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] PageHuge
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] read_tsc
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] ktime_get
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] workingset_refault
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] up_read
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] bio_add_page
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] native_read_msr
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] bad_range
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] prep_new_page
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] timekeeping_update
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] update_wall_time
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] hrtick_update
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] bio_uninit
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] bio_endio
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] prep_new_page
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] policy_node
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] charge_memcg
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] xas_start
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] native_load_tls
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]  [k] sched_clock
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] xa_load
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]  [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] make_kuid
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] fput_many
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]  [k] native_load_tls
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] make_kgid
